Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),73.97,0.00,63115.42,,,,,,72.62,,121.40,133.48,157.39,74.54
Active Decode Throughput Per User (tokens/sec/user),34.91,0.00,21038.47,,,,,,36.23,,44.67,48.30,68.96,38.81
Active Prefill Throughput (tokens/sec),67364.90,762.02,371036.32,,,,,,18545.19,,199723.90,244923.59,285152.68,83410.37
Active Prefill Throughput Per User (tokens/sec/user),63757.92,762.02,306758.71,,,,,,10046.04,,195887.90,241926.97,278627.30,82902.34
Active Total Throughput (tokens/sec),11668.13,22.63,371074.71,,,,,,80.76,,11968.33,94147.50,238205.43,42937.26
Credit Drop Latency (ms),8.52,1.83,20.12,59.61,1.83,1.84,1.86,2.16,4.65,14.35,19.29,19.70,20.03,7.38
Credit-to-Start Latency (ms),2.23,1.10,70.57,656.87,1.13,1.27,1.33,1.41,1.72,2.00,2.19,2.37,11.37,4.44
E2E Output Token Throughput (tokens/sec/user),28.06,0.83,45.38,8248.51,4.78,10.46,12.22,19.36,31.77,35.87,38.23,40.28,42.96,10.23
Effective Concurrency,2.19,0.00,4.00,,,,,,2.00,,4.00,4.00,4.00,1.14
Effective Decode Concurrency,1.98,0.00,4.00,,,,,,2.00,,3.00,4.00,4.00,1.09
Effective Decode Throughput (tokens/sec),68.40,0.00,63115.42,,,,,,69.92,,119.49,132.01,156.31,73.94
Effective Decode Throughput Per User (tokens/sec/user),32.05,0.00,21038.47,,,,,,35.92,,44.56,47.75,68.58,38.40
Effective Latency (CO-aware) (ms),13575.09,456.91,192971.88,3991076.30,470.50,508.93,648.69,1007.20,5419.40,15780.87,33825.95,53550.58,97274.55,22311.99
Effective Prefill Concurrency,0.21,0.00,3.00,,,,,,0.00,,1.00,1.00,3.00,0.54
Effective Prefill Throughput (tokens/sec),10849.66,0.00,371036.32,,,,,,0.00,,10173.82,82742.40,235668.53,41637.70
Effective Prefill Throughput Per User (tokens/sec/user),10268.72,0.00,306758.71,,,,,,0.00,,8405.93,80254.21,228075.80,40696.25
Effective Total Throughput (tokens/sec),10918.51,0.00,371074.71,,,,,,77.05,,10173.82,82807.53,235737.96,41633.52
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,423.01,4.00,4298.00,124365.00,6.00,6.00,6.90,18.00,162.50,501.50,1092.50,1837.35,3142.47,649.60
HTTP Chunks Sent,1.00,1.00,1.00,294.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.41,0.00,1.34,119.95,0.00,0.00,0.00,0.00,0.64,0.70,0.78,1.09,1.23,0.39
HTTP Connection Overhead (ms),0.44,0.00,1.92,128.57,0.00,0.00,0.00,0.00,0.64,0.70,0.78,1.52,1.72,0.46
HTTP Connection Reused (ratio),0.46,0.00,1.00,135.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),106.62,1.77,1087.40,31345.50,2.25,2.26,2.48,5.16,40.48,125.99,272.62,459.22,799.68,164.04
HTTP Data Sent (KB),263.02,1.68,760.69,77328.31,2.08,75.80,96.05,182.46,270.46,365.25,391.47,404.28,457.38,119.60
HTTP DNS Lookup (ms),0.03,0.00,0.58,8.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.52,0.12
HTTP Duration (excl. conn) (ms),13572.73,455.38,192970.25,3990382.07,468.44,506.94,643.87,1005.06,5417.77,15779.19,33824.19,53549.14,97272.82,22312.27
HTTP Receiving (ms),12270.34,84.19,165898.14,3607481.01,117.91,138.06,155.29,494.55,4547.95,13989.56,32766.98,52165.99,94782.18,20172.89
HTTP Sending (ms),0.79,0.29,1.77,231.74,0.30,0.32,0.33,0.36,1.00,1.11,1.22,1.44,1.66,0.42
HTTP Total Time (ms),13573.17,456.20,192970.92,3990510.65,469.15,507.62,643.87,1005.23,5418.63,15779.38,33825.16,53549.58,97273.49,22312.34
HTTP Waiting (TTFB) (ms),1301.60,128.28,61421.28,382669.33,145.43,246.09,279.59,338.37,431.71,559.67,1239.09,5635.14,19201.76,4359.21
Input Sequence Length (tokens),67176.09,399.00,196794.00,19749770.00,450.43,19658.95,24413.70,46468.75,69747.00,93309.00,99571.20,102836.75,118273.53,30599.04
Inter Chunk Latency (ms),29.05,0.00,18965.29,3607424.70,12.34,21.54,22.54,24.28,26.42,28.56,30.11,33.98,58.69,114.52
Inter Token Latency (ms),27.92,20.79,73.73,8208.36,21.54,22.76,23.80,25.63,27.55,29.08,31.59,33.54,49.90,4.84
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),427.33,4.00,4314.00,125635.00,6.00,6.00,6.90,18.00,163.00,512.75,1097.80,1860.15,3149.96,655.25
Output Token Count (tokens),427.33,4.00,4314.00,125635.00,6.00,6.00,6.90,18.00,163.00,512.75,1097.80,1860.15,3149.96,655.25
Output Token Throughput Per User (tokens/sec/user),36.55,13.56,48.09,10746.17,20.04,29.81,31.65,34.39,36.29,39.02,42.01,43.93,46.42,4.60
Prefill Throughput Per User (tokens/sec/user),142569.65,762.02,306758.51,41915477.99,2909.36,7552.87,17088.34,78534.46,149260.78,196111.23,257750.63,271901.85,295436.60,81860.23
Request Latency (ms),13572.66,455.49,192970.37,3990363.50,468.56,507.06,644.01,1005.19,5417.90,15779.32,33824.31,53549.26,97272.95,22312.23
Requested OSL (tokens),427.33,4.00,4314.00,125635.00,6.00,6.00,6.90,18.00,163.00,512.75,1097.80,1860.15,3149.96,655.25
Time to First Output Token (ms),10822.51,1223.37,76712.68,833333.40,1250.19,2755.23,3516.53,5552.46,7857.25,12264.19,18893.31,26438.17,52198.75,10672.16
Time to First Token (ms),1302.51,128.75,61422.42,382938.80,145.82,246.63,280.05,339.08,432.56,560.39,1239.61,5635.84,19203.46,4359.26
Time to Second Token (ms),31.84,0.15,567.39,9361.87,17.76,18.91,20.64,22.61,25.07,26.58,27.81,31.14,187.92,46.20
Tokens In Flight (tokens),155637.19,0.00,427245.53,,,,,,146314.93,,285172.55,354602.72,425980.90,97159.97
Usage Completion Tokens (tokens),427.33,4.00,4314.00,125635.00,6.00,6.00,6.90,18.00,163.00,512.75,1097.80,1860.15,3149.96,655.25
Usage Prompt Tokens (tokens),67176.09,399.00,196794.00,19749770.00,450.43,19658.95,24413.70,46468.75,69747.00,93309.00,99571.20,102836.75,118273.53,30599.04
Usage Total Tokens (tokens),67603.42,414.00,198545.00,19875405.00,468.43,20282.50,24538.30,46785.75,70868.50,93454.75,99629.90,102886.05,118657.25,30623.53

Metric,Value
Benchmark Duration (sec),1820.31
Input Token Throughput (tokens/sec),10849.66
Maximum Response Timestamp (ns),1780508107149548544.00
Minimum Request Timestamp (ns),1780506286836426240.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),69.02
Request Count,294.00
Request Throughput (requests/sec),0.16
Theoretical Prefix Cache Hit (%),96.50
Total Input Sequence Length (tokens),19749770.00
Total Output Sequence Length (tokens),125635.00
Total Output Tokens (tokens),125635.00
Total Token Throughput (tokens/sec),10918.67
Total Usage Completion Tokens (tokens),125635.00
Total Usage Prompt Tokens (tokens),19749770.00
Total Usage Total Tokens (tokens),19875405.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
