Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),130.94,0.00,41904.33,,,,,,128.63,,189.62,203.93,241.67,78.90
Active Decode Throughput Per User (tokens/sec/user),28.03,0.00,18934.10,,,,,,26.27,,39.97,48.68,74.99,38.05
Active Prefill Throughput (tokens/sec),103724.63,1109.30,356118.99,,,,,,102310.19,,190555.66,212128.72,252838.39,65782.95
Active Prefill Throughput Per User (tokens/sec/user),92303.71,1109.30,252838.39,,,,,,95967.27,,167025.43,190555.66,226315.41,62082.35
Active Total Throughput (tokens/sec),16661.81,27.94,356250.66,,,,,,149.00,,67942.13,146378.72,206109.92,46152.17
Credit Drop Latency (ms),9.33,2.13,33.46,102.65,2.39,3.40,4.68,5.26,6.91,7.74,16.05,24.75,31.72,8.31
Credit-to-Start Latency (ms),2.38,0.70,76.65,888.80,0.95,1.09,1.16,1.32,1.57,1.80,2.03,3.61,23.17,5.12
E2E Output Token Throughput (tokens/sec/user),22.78,0.97,65.35,8520.85,2.39,8.05,10.68,19.39,23.01,25.70,33.07,42.78,51.08,9.43
Effective Concurrency,5.22,1.00,10.00,,,,,,5.00,,7.00,7.00,8.00,1.47
Effective Decode Concurrency,5.01,0.00,8.00,,,,,,5.00,,7.00,7.00,8.00,1.48
Effective Decode Throughput (tokens/sec),130.87,0.00,41904.33,,,,,,128.63,,189.62,203.93,241.67,78.94
Effective Decode Throughput Per User (tokens/sec/user),28.01,0.00,18934.10,,,,,,26.27,,39.97,48.68,74.99,38.04
Effective Latency (CO-aware) (ms),25490.33,570.81,265454.19,9533383.58,633.55,786.73,919.92,4210.42,9840.88,29980.28,71891.65,98886.54,191494.76,38811.29
Effective Prefill Concurrency,0.21,0.00,5.00,,,,,,0.00,,1.00,1.00,3.00,0.55
Effective Prefill Throughput (tokens/sec),16527.54,0.00,356118.99,,,,,,0.00,,67863.70,146257.26,205963.97,46159.32
Effective Prefill Throughput Per User (tokens/sec/user),14707.72,0.00,252838.39,,,,,,0.00,,51445.15,134276.94,182448.67,41897.41
Effective Total Throughput (tokens/sec),16661.81,27.94,356250.66,,,,,,149.00,,67942.13,146378.72,206109.92,46152.17
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,656.28,4.00,6530.00,245447.00,5.73,6.00,10.00,95.25,229.00,786.75,1863.00,2756.75,4823.86,1018.92
HTTP Chunks Sent,1.00,1.00,1.00,374.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.47,0.00,5.65,174.50,0.00,0.00,0.00,0.00,0.63,0.70,1.01,1.16,1.46,0.54
HTTP Connection Overhead (ms),0.53,0.00,10.81,198.17,0.00,0.00,0.00,0.00,0.63,0.70,1.30,1.67,1.89,0.78
HTTP Connection Reused (ratio),0.42,0.00,1.00,158.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),163.49,1.59,1621.60,61144.31,2.02,2.10,3.09,24.31,57.58,195.85,463.14,686.89,1192.20,252.79
HTTP Data Sent (KB),313.81,1.72,751.39,117366.08,9.65,95.16,140.19,211.34,337.69,384.56,457.47,516.36,737.87,139.62
HTTP DNS Lookup (ms),0.06,0.00,5.17,23.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.58,0.31
HTTP Duration (excl. conn) (ms),25487.84,569.09,265452.43,9532453.70,631.82,784.85,918.09,4209.24,9839.47,29978.75,71889.71,98884.83,191492.60,38811.43
HTTP Receiving (ms),24467.66,39.83,262227.79,9150904.84,93.22,146.02,294.57,3424.62,8460.49,28695.68,70162.76,97397.03,186024.90,38520.68
HTTP Sending (ms),0.73,0.14,5.86,271.45,0.19,0.21,0.22,0.25,0.89,0.99,1.29,1.42,1.72,0.55
HTTP Total Time (ms),25488.37,569.74,265452.43,9532651.87,631.82,785.47,918.33,4209.24,9839.47,29979.63,71890.46,98885.28,191493.99,38811.57
HTTP Waiting (TTFB) (ms),1019.46,148.52,14158.89,381277.40,202.49,366.85,428.82,521.96,614.28,851.79,1495.53,3651.83,7348.03,1445.47
Input Sequence Length (tokens),80758.25,434.00,193380.00,30203587.00,2399.26,24615.25,36154.40,54459.25,87239.50,98917.50,116976.30,132715.10,190960.79,35882.68
Inter Chunk Latency (ms),40.98,0.05,3443.53,9149766.42,12.20,17.91,19.85,26.81,39.35,40.39,43.89,78.44,171.08,52.47
Inter Token Latency (ms),38.13,7.97,288.34,14258.90,16.06,20.18,23.17,32.76,39.08,41.66,44.66,49.83,78.37,16.83
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),657.12,4.00,6543.00,245763.00,6.00,6.00,10.00,95.50,229.50,788.00,1863.30,2758.10,4827.40,1020.03
Output Token Count (tokens),657.12,4.00,6543.00,245763.00,6.00,6.00,10.00,95.50,229.50,788.00,1863.30,2758.10,4827.40,1020.03
Output Token Throughput Per User (tokens/sec/user),29.14,3.47,125.53,10897.69,12.79,20.07,22.39,24.01,25.59,30.52,43.17,49.56,62.49,10.77
Prefill Throughput Per User (tokens/sec/user),116254.56,1109.30,252838.46,43479204.65,6930.42,17406.12,33946.00,77474.39,120758.86,156418.93,178900.28,197739.64,228858.79,54355.91
Request Latency (ms),25484.92,569.19,265452.54,9531358.76,631.92,784.95,918.20,4209.35,9839.55,29978.85,71889.83,98884.93,191492.72,38808.42
Requested OSL (tokens),657.12,4.00,6543.00,245763.00,6.00,6.00,10.00,95.50,229.50,788.00,1863.30,2758.10,4827.40,1020.03
Time to First Output Token (ms),1020.30,148.83,14159.99,381592.34,202.87,367.43,429.16,523.05,615.05,852.86,1497.26,3652.88,7349.45,1445.67
Time to First Token (ms),1020.30,148.83,14159.99,381592.34,202.87,367.43,429.16,523.05,615.05,852.86,1497.26,3652.88,7349.45,1445.67
Time to Second Token (ms),15.72,0.08,381.47,5879.23,0.09,0.11,0.11,0.15,0.28,1.20,28.67,113.47,234.63,48.70
Tokens In Flight (tokens),543497.49,76466.82,908175.63,,,,,,558230.04,,734568.97,776638.04,831438.78,153333.58
Usage Completion Tokens (tokens),657.12,4.00,6543.00,245763.00,6.00,6.00,10.00,95.50,229.50,788.00,1863.30,2758.10,4827.40,1020.03
