Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),71.83,0.00,6633.41,,,,,,67.68,,130.27,145.29,180.55,44.54
Active Decode Throughput Per User (tokens/sec/user),6.57,0.00,1326.68,,,,,,6.14,,10.52,11.57,13.32,5.85
Active Prefill Throughput (tokens/sec),6524.18,412.78,177145.47,,,,,,6275.92,,8446.19,10417.39,20949.14,4970.25
Active Prefill Throughput Per User (tokens/sec/user),465.70,210.48,156379.56,,,,,,345.31,,474.96,548.28,1671.55,2839.56
Active Total Throughput (tokens/sec),6582.48,7.34,177145.47,,,,,,6357.18,,8522.52,10464.22,20964.64,4970.75
Credit Drop Latency (ms),5.54,1.00,15.55,27.69,1.03,1.16,1.32,1.81,2.59,6.75,12.03,13.79,15.19,5.38
Credit-to-Start Latency (ms),4.73,0.98,98.09,699.40,1.01,1.17,1.22,1.35,1.59,2.42,9.45,15.61,56.04,10.92
E2E Output Token Throughput (tokens/sec/user),2.16,0.02,6.94,319.89,0.03,0.07,0.35,0.83,2.02,3.04,4.57,5.74,6.64,1.63
Effective Concurrency,27.27,1.00,33.00,,,,,,31.00,,32.00,33.00,33.00,7.43
Effective Decode Concurrency,10.92,0.00,15.00,,,,,,11.00,,14.00,14.00,15.00,2.64
Effective Decode Throughput (tokens/sec),71.80,0.00,6633.41,,,,,,67.67,,130.27,145.29,180.55,44.55
Effective Decode Throughput Per User (tokens/sec/user),6.57,0.00,1326.68,,,,,,6.14,,10.52,11.57,13.32,5.85
Effective Latency (CO-aware) (ms),333469.37,58985.36,1603934.73,49353466.49,89370.04,145045.58,186577.97,228318.25,275275.71,371149.52,503700.70,678717.03,995789.12,193130.24
Effective Prefill Concurrency,16.35,0.00,24.00,,,,,,18.00,,21.00,22.00,23.00,5.50
Effective Prefill Throughput (tokens/sec),6505.11,0.00,177145.47,,,,,,6275.92,,8446.19,10417.39,20949.14,4975.46
Effective Prefill Throughput Per User (tokens/sec/user),464.34,0.00,156379.56,,,,,,345.31,,474.96,548.28,1671.55,2835.52
Effective Total Throughput (tokens/sec),6582.48,7.34,177145.47,,,,,,6357.18,,8522.52,10464.22,20964.64,4970.75
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,947.24,5.00,10571.00,140191.00,6.00,13.35,70.10,198.50,501.00,1152.25,2160.50,3237.85,6122.73,1389.21
HTTP Chunks Sent,1.00,1.00,1.00,148.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.90,0.00,5.93,132.79,0.00,0.00,0.00,0.68,1.07,1.18,1.31,1.41,1.49,0.61
HTTP Connection Overhead (ms),1.22,0.00,8.85,180.08,0.00,0.00,0.00,0.68,1.52,1.69,1.87,1.98,2.13,0.92
