Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),293.09,0.00,69178.70,,,,,,278.19,,397.20,434.45,530.50,238.99
Active Decode Throughput Per User (tokens/sec/user),33.99,0.00,23059.57,,,,,,32.57,,41.75,45.67,61.95,52.83
Active Prefill Throughput (tokens/sec),64544.56,560.30,246568.13,,,,,,58461.55,,104500.94,125169.20,165488.72,31634.70
Active Prefill Throughput Per User (tokens/sec/user),49667.16,560.30,165559.06,,,,,,48773.99,,81922.77,92777.95,121641.77,24374.62
Active Total Throughput (tokens/sec),25918.54,35.11,246776.11,,,,,,384.65,,80236.24,100637.27,142993.76,37326.60
Credit Drop Latency (ms),5.89,1.56,49.60,164.86,1.67,2.04,2.29,2.78,4.26,5.07,7.06,10.15,39.35,8.64
Credit-to-Start Latency (ms),1.77,0.92,57.16,1341.32,1.00,1.16,1.22,1.30,1.41,1.54,1.73,3.53,8.05,2.48
E2E Output Token Throughput (tokens/sec/user),29.13,1.55,55.01,22113.09,6.96,15.62,19.51,25.98,30.52,33.86,35.85,37.44,41.59,6.96
Effective Concurrency,9.43,1.00,16.00,,,,,,9.00,,13.00,13.00,14.00,2.46
Effective Decode Concurrency,8.86,0.00,16.00,,,,,,9.00,,12.00,13.00,14.00,2.45
Effective Decode Throughput (tokens/sec),292.90,0.00,69178.70,,,,,,278.18,,397.20,434.45,530.50,239.03
Effective Decode Throughput Per User (tokens/sec/user),33.97,0.00,23059.57,,,,,,32.57,,41.75,45.67,61.90,52.82
Effective Latency (CO-aware) (ms),22675.64,579.45,395497.11,17210811.22,764.29,1978.14,3678.49,6035.91,11502.33,25675.49,53698.12,78719.27,172271.65,34253.55
Effective Prefill Concurrency,0.57,0.00,5.00,,,,,,0.00,,2.00,2.00,3.00,0.84
Effective Prefill Throughput (tokens/sec),25621.03,0.00,246568.13,,,,,,0.00,,80056.01,100386.08,142735.95,37343.16
Effective Prefill Throughput Per User (tokens/sec/user),19715.43,0.00,165559.06,,,,,,0.00,,63796.45,76864.93,103353.94,28746.28
Effective Total Throughput (tokens/sec),25918.54,35.11,246776.11,,,,,,384.65,,80236.24,100637.27,142993.76,37326.60
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,697.50,5.00,12122.00,529406.00,13.58,25.80,89.00,159.50,337.00,793.00,1688.80,2472.40,5374.36,1089.50
HTTP Chunks Sent,1.00,1.00,1.00,759.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.45,0.00,6.18,339.60,0.00,0.00,0.00,0.00,0.63,0.68,1.06,1.14,1.24,0.46
HTTP Connection Overhead (ms),0.50,0.00,6.18,376.52,0.00,0.00,0.00,0.00,0.63,0.68,1.46,1.59,1.76,0.55
HTTP Connection Reused (ratio),0.43,0.00,1.00,323.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),187.15,2.16,3235.67,142045.07,4.45,7.69,24.65,43.50,90.94,212.70,452.06,661.99,1436.51,290.76
HTTP Data Sent (KB),211.15,1.25,430.34,160260.18,1.57,14.30,116.38,157.07,210.06,269.25,327.80,353.81,405.38,89.70
HTTP DNS Lookup (ms),0.05,0.00,0.61,36.92,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.44,0.53,0.14
