Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),294.83,0.00,59483.04,,,,,,281.98,,530.70,578.78,653.72,188.12
Active Decode Throughput Per User (tokens/sec/user),4.74,0.00,1483.13,,,,,,4.22,,6.94,7.61,12.30,12.53
Active Prefill Throughput (tokens/sec),31769.76,858.51,212552.55,,,,,,29524.77,,44632.20,53513.58,124311.26,18516.57
Active Prefill Throughput Per User (tokens/sec/user),1999.97,822.75,97434.12,,,,,,1481.12,,3306.24,4578.30,7502.69,1795.92
Active Total Throughput (tokens/sec),32064.55,13.71,212557.10,,,,,,29888.83,,45071.57,53930.99,124410.39,18542.20
Credit Drop Latency (ms),4.13,2.07,13.16,86.68,2.10,2.24,2.67,2.87,3.24,4.46,5.90,7.00,11.93,2.35
Credit-to-Start Latency (ms),2.24,1.03,55.33,1812.47,1.13,1.20,1.25,1.36,1.49,1.69,4.10,6.41,11.76,2.96
E2E Output Token Throughput (tokens/sec/user),3.14,0.08,5.66,2537.65,0.22,0.51,1.41,2.25,3.24,4.20,4.78,4.98,5.30,1.30
Effective Concurrency,80.50,1.00,103.00,,,,,,87.00,,96.00,98.00,101.00,20.56
Effective Decode Concurrency,63.16,0.00,88.00,,,,,,68.00,,81.00,84.00,86.00,18.72
Effective Decode Throughput (tokens/sec),294.64,0.00,59483.04,,,,,,281.61,,530.70,578.78,653.72,188.20
Effective Decode Throughput Per User (tokens/sec/user),4.73,0.00,1483.13,,,,,,4.22,,6.94,7.61,12.30,12.53
Effective Latency (CO-aware) (ms),163464.21,10388.53,1550962.49,132242543.97,24953.08,41023.36,49721.30,72272.29,104119.77,179436.05,322102.08,480621.29,1032430.95,177487.14
Effective Prefill Concurrency,17.34,0.00,33.00,,,,,,18.00,,24.00,25.00,28.00,5.51
Effective Prefill Throughput (tokens/sec),31755.66,0.00,212552.55,,,,,,29499.55,,44632.20,53513.58,124311.26,18524.55
Effective Prefill Throughput Per User (tokens/sec/user),1999.08,0.00,97434.12,,,,,,1481.12,,3306.24,4578.30,7502.69,1796.02
Effective Total Throughput (tokens/sec),32064.55,13.71,212557.10,,,,,,29888.83,,45071.57,53930.99,124410.39,18542.20
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,615.00,4.00,7212.00,497534.00,12.00,20.00,89.80,169.00,320.00,698.00,1427.40,2105.00,4866.48,855.48
HTTP Chunks Sent,1.00,1.00,1.00,809.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.52,0.00,2.39,419.10,0.00,0.00,0.00,0.00,0.68,0.73,1.13,1.18,1.26,0.43
HTTP Connection Overhead (ms),0.59,0.00,2.39,477.26,0.00,0.00,0.00,0.00,0.68,0.73,1.56,1.63,1.75,0.55
HTTP Connection Reused (ratio),0.37,0.00,1.00,300.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.48
HTTP Data Received (KB),165.06,1.89,1923.36,133530.50,4.03,6.15,24.81,46.00,86.46,187.08,382.41,562.96,1300.04,228.25
HTTP Data Sent (KB),221.04,1.39,422.96,178820.35,1.54,83.22,135.19,170.07,218.67,282.77,330.94,351.62,403.61,84.38
