Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),113.16,0.00,47887.50,,,,,,110.53,,163.63,168.87,232.37,131.68
Active Decode Throughput Per User (tokens/sec/user),21.31,0.00,18617.49,,,,,,22.53,,27.93,28.93,29.77,20.63
Active Prefill Throughput (tokens/sec),13075.07,45.71,88244.03,,,,,,11050.73,,18688.76,23395.60,78565.99,11098.47
Active Prefill Throughput Per User (tokens/sec/user),1943.50,45.71,11168.35,,,,,,1336.09,,3643.14,5223.02,9820.75,1766.74
Active Total Throughput (tokens/sec),12659.79,19.23,88269.60,,,,,,11183.33,,18837.21,23498.26,78565.99,11168.03
Credit Drop Latency (ms),15.07,7.40,22.74,30.14,7.55,8.17,8.93,11.24,15.07,18.91,21.21,21.98,22.59,7.67
Credit-to-Start Latency (ms),7.48,1.24,89.64,426.47,1.27,1.36,1.41,1.56,1.85,5.85,21.11,26.02,77.55,15.47
E2E Output Token Throughput (tokens/sec/user),7.96,0.09,23.06,453.53,0.14,0.20,0.50,2.41,7.10,12.71,18.40,20.97,22.91,6.47
Effective Concurrency,11.93,1.00,16.00,,,,,,13.00,,15.00,16.00,16.00,3.54
Effective Decode Concurrency,5.02,0.00,8.00,,,,,,5.00,,7.00,8.00,8.00,1.66
Effective Decode Throughput (tokens/sec),109.85,0.00,47887.50,,,,,,110.44,,163.61,168.86,232.35,131.14
Effective Decode Throughput Per User (tokens/sec/user),20.69,0.00,18617.49,,,,,,22.38,,27.93,28.81,29.76,20.64
Effective Latency (CO-aware) (ms),85493.75,6378.34,237464.95,4873143.67,10040.96,18049.25,26019.41,51035.28,80535.21,110937.17,140730.78,163480.80,234789.13,49791.99
Effective Prefill Concurrency,6.90,0.00,11.00,,,,,,8.00,,10.00,10.00,11.00,2.87
Effective Prefill Throughput (tokens/sec),12549.15,0.00,88244.03,,,,,,11050.73,,18688.76,23395.60,78565.99,11172.35
Effective Prefill Throughput Per User (tokens/sec/user),1865.33,0.00,11168.35,,,,,,1326.74,,3504.79,5223.02,9820.75,1772.46
Effective Total Throughput (tokens/sec),12659.79,19.23,88269.60,,,,,,11183.33,,18837.21,23498.26,78565.99,11168.03
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,782.58,5.00,4499.00,44607.00,7.24,9.00,14.20,164.00,317.00,1096.00,2225.80,3063.60,4400.44,1020.38
HTTP Chunks Sent,1.00,1.00,1.00,57.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.73,0.00,1.39,41.83,0.00,0.00,0.00,0.65,0.69,1.15,1.29,1.32,1.38,0.42
HTTP Connection Overhead (ms),0.88,0.00,2.00,50.01,0.00,0.00,0.00,0.65,0.69,1.54,1.78,1.86,1.95,0.62
HTTP Connection Reused (ratio),0.18,0.00,1.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.38
HTTP Data Received (KB),199.71,2.25,1149.07,11383.62,2.66,3.00,4.27,40.84,78.25,277.67,574.05,788.12,1126.89,262.06
HTTP Data Sent (KB),350.57,8.71,739.77,19982.66,9.08,98.97,173.43,251.03,331.00,447.50,559.15,712.00,738.56,168.33
HTTP DNS Lookup (ms),0.14,0.00,0.61,8.18,0.00,0.00,0.00,0.00,0.00,0.41,0.51,0.55,0.59,0.22
HTTP Duration (excl. conn) (ms),85486.14,6370.25,237442.12,4872709.75,10032.68,18043.31,26006.85,51033.29,80533.58,110935.30,140728.80,163450.71,234777.76,49793.75
HTTP Receiving (ms),36008.84,286.39,215264.24,2052504.05,293.33,394.85,1891.16,7271.00,15435.89,46522.50,99583.89,135973.68,212732.41,47798.61
HTTP Sending (ms),1.11,0.30,1.77,63.20,0.33,0.36,0.39,0.99,1.06,1.54,1.68,1.74,1.76,0.43
HTTP Total Time (ms),85487.01,6371.73,237442.79,4872759.77,10034.27,18045.23,26008.54,51034.00,80534.28,110935.95,140729.44,163452.18,234778.48,49793.52
HTTP Waiting (TTFB) (ms),49476.18,5987.45,103011.48,2820142.50,6722.75,8950.31,10920.00,21940.06,50731.44,70655.50,92358.18,95278.75,102084.06,29292.18
Input Sequence Length (tokens),89934.51,2319.00,190343.00,5126267.00,2320.12,25406.20,44270.40,64318.00,84688.00,114537.00,144317.60,183120.60,190020.44,43344.62
Inter Chunk Latency (ms),46.06,0.00,10765.59,2052396.99,13.75,34.01,34.37,36.64,37.56,37.98,38.47,39.06,96.44,227.18
Inter Token Latency (ms),71.40,33.19,1359.03,4069.57,34.02,35.78,36.78,37.70,39.17,48.54,54.09,89.24,771.84,175.94
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),793.93,6.00,4519.00,45254.00,7.68,9.00,14.20,164.00,317.00,1100.00,2300.00,3118.80,4420.44,1034.12
