Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),7.98,0.00,5413.03,,,,,,6.12,,13.17,28.58,31.83,8.03
Active Decode Throughput Per User (tokens/sec/user),1.15,0.00,5413.03,,,,,,0.73,,2.67,4.13,13.06,3.70
Active Prefill Throughput (tokens/sec),5012.96,126.36,198972.90,,,,,,3957.84,,9014.92,18045.82,21341.84,6129.56
Active Prefill Throughput Per User (tokens/sec/user),253.36,114.69,188698.06,,,,,,171.79,,231.15,399.82,1232.24,2638.13
Active Total Throughput (tokens/sec),4641.97,1.09,198972.90,,,,,,3925.74,,8445.77,15156.08,21210.85,6038.84
Credit Drop Latency (ms),387.54,6.59,2689.91,5038.02,6.73,7.28,11.17,52.83,158.33,336.99,552.80,1411.89,2434.31,688.78
Credit-to-Start Latency (ms),143.25,0.84,2690.42,10314.31,1.00,1.39,1.56,2.96,52.49,133.68,330.55,540.87,1244.30,337.86
E2E Output Token Throughput (tokens/sec/user),0.28,0.02,2.37,19.98,0.02,0.02,0.03,0.07,0.22,0.36,0.51,0.72,1.30,0.32
Effective Concurrency,32.92,1.00,50.00,,,,,,37.00,,49.00,49.00,50.00,15.86
Effective Decode Concurrency,9.72,0.00,16.00,,,,,,10.00,,14.00,14.00,15.00,3.59
Effective Decode Throughput (tokens/sec),7.98,0.00,5413.03,,,,,,6.12,,13.17,28.58,31.83,8.03
Effective Decode Throughput Per User (tokens/sec/user),1.15,0.00,5413.03,,,,,,0.73,,2.67,4.13,13.06,3.69
Effective Latency (CO-aware) (ms),832297.55,42026.08,1725099.79,59925423.28,105681.36,185782.62,423296.70,719663.26,822623.25,985519.17,1255030.40,1444834.62,1554556.20,323941.42
Effective Prefill Concurrency,23.20,0.00,48.00,,,,,,24.00,,39.00,42.00,48.00,14.61
Effective Prefill Throughput (tokens/sec),4632.90,0.00,198972.90,,,,,,3915.95,,8437.86,15153.03,21207.62,6040.18
