Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),154.87,0.00,2889.14,,,,,,133.65,,254.43,277.04,284.91,73.91
Active Decode Throughput Per User (tokens/sec/user),121.33,0.00,2889.14,,,,,,124.83,,140.13,142.35,213.64,48.74
Active Prefill Throughput (tokens/sec),80551.67,1024.39,640358.93,,,,,,17325.65,,301561.92,341427.72,363014.69,118664.40
Active Prefill Throughput Per User (tokens/sec/user),76132.49,1024.39,381462.75,,,,,,10322.00,,298169.56,340277.87,360543.50,116616.08
Active Total Throughput (tokens/sec),20357.50,56.24,640358.93,,,,,,140.09,,24193.75,199112.48,348544.63,68912.81
Credit Drop Latency (ms),8.66,0.81,74.69,147.18,0.85,1.04,1.14,3.08,4.44,7.00,7.91,21.45,64.04,16.66
Credit-to-Start Latency (ms),1.18,0.31,75.79,325.16,0.35,0.38,0.40,0.44,0.53,0.77,1.18,3.21,8.35,4.68
E2E Output Token Throughput (tokens/sec/user),90.57,0.39,141.33,24996.26,4.42,19.92,34.78,76.06,97.10,112.44,128.18,133.57,139.02,33.45
Effective Concurrency,0.92,0.00,7.00,,,,,,1.00,,2.00,3.00,4.00,1.09
Effective Decode Concurrency,0.70,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.72
Effective Decode Throughput (tokens/sec),86.25,0.00,2889.14,,,,,,107.51,,239.87,254.87,279.47,93.76
Effective Decode Throughput Per User (tokens/sec/user),65.86,0.00,2889.14,,,,,,71.89,,138.99,140.17,160.27,70.31
Effective Latency (CO-aware) (ms),5995.81,150.96,72819.81,1654844.86,167.69,313.85,697.35,1223.64,2573.65,5779.17,12164.11,22730.25,60726.05,10352.67
Effective Prefill Concurrency,0.22,0.00,6.00,,,,,,0.00,,1.00,2.00,3.00,0.63
Effective Prefill Throughput (tokens/sec),12021.88,0.00,640358.93,,,,,,0.00,,5295.64,33635.95,338167.33,54086.98
Effective Prefill Throughput Per User (tokens/sec/user),11362.34,0.00,381462.75,,,,,,0.00,,3247.18,29072.14,336570.66,52588.59
Effective Total Throughput (tokens/sec),12108.29,0.00,640358.93,,,,,,123.11,,5470.60,33671.40,338167.33,54078.58
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,29.60,2.00,470.00,8170.00,2.00,2.00,4.00,7.00,11.50,25.25,56.00,119.25,352.50,59.77
HTTP Chunks Sent,1.00,1.00,1.00,276.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.13,0.00,1.99,36.35,0.00,0.00,0.00,0.00,0.00,0.27,0.35,0.45,1.44,0.27
HTTP Connection Overhead (ms),0.14,0.00,1.99,37.87,0.00,0.00,0.00,0.00,0.00,0.27,0.35,0.60,1.44,0.28
HTTP Connection Reused (ratio),0.69,0.00,1.00,191.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.46
