Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),97.49,0.00,19342.73,,,,,,87.34,,166.97,173.44,182.66,46.79
Active Decode Throughput Per User (tokens/sec/user),76.18,0.00,19342.73,,,,,,84.19,,90.52,91.87,114.38,32.19
Active Prefill Throughput (tokens/sec),52103.06,123.82,267313.81,,,,,,51087.26,,93152.47,95453.40,170047.71,37856.05
Active Prefill Throughput Per User (tokens/sec/user),48067.00,123.82,196520.66,,,,,,45619.30,,92039.40,94672.47,155841.42,37399.79
Active Total Throughput (tokens/sec),16644.73,27.78,267313.81,,,,,,137.15,,79820.14,90085.79,107123.67,32285.52
Credit Drop Latency (ms),860.46,22.21,3634.04,5162.76,22.24,22.34,22.47,22.94,28.90,1078.04,2530.01,3082.03,3523.64,1341.64
Credit-to-Start Latency (ms),24.59,0.93,3635.53,5703.97,1.25,1.39,1.44,1.61,1.94,2.35,2.67,2.81,53.03,255.30
E2E Output Token Throughput (tokens/sec/user),50.44,6.17,87.07,11701.21,7.12,13.60,22.69,37.19,53.23,65.45,74.43,77.96,83.20,19.61
Effective Concurrency,1.18,0.00,4.00,,,,,,1.00,,2.00,3.00,4.00,0.90
Effective Decode Concurrency,0.89,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.72
Effective Decode Throughput (tokens/sec),66.55,0.00,19342.73,,,,,,82.80,,158.78,171.22,182.54,59.55
Effective Decode Throughput Per User (tokens/sec/user),51.85,0.00,19342.73,,,,,,79.41,,89.75,91.20,104.50,44.35
Effective Latency (CO-aware) (ms),9141.13,497.37,74031.23,2120743.24,1074.28,1887.83,2160.42,3022.27,5445.57,10897.96,20493.09,27136.65,56835.85,10709.79
Effective Prefill Concurrency,0.29,0.00,4.00,,,,,,0.00,,1.00,1.00,2.00,0.57
Effective Prefill Throughput (tokens/sec),12716.71,0.00,267313.81,,,,,,0.00,,66301.51,87575.80,97969.44,29165.63
Effective Prefill Throughput Per User (tokens/sec/user),11731.63,0.00,196520.66,,,,,,0.00,,64352.59,85696.91,95440.40,27706.72
Effective Total Throughput (tokens/sec),12783.91,0.00,267313.81,,,,,,87.23,,66370.29,87651.71,97969.44,29153.60
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,517.66,7.00,5239.00,120096.00,12.41,89.00,101.30,125.75,217.50,505.75,1400.90,2055.50,4250.92,788.31
HTTP Chunks Sent,1.00,1.00,1.00,232.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.22,0.00,1.38,52.05,0.00,0.00,0.00,0.00,0.00,0.62,0.69,0.93,1.27,0.36
HTTP Connection Overhead (ms),0.25,0.00,2.01,57.07,0.00,0.00,0.00,0.00,0.00,0.62,0.69,0.93,1.72,0.42
HTTP Connection Reused (ratio),0.70,0.00,1.00,162.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.46
HTTP Data Received (KB),127.52,2.31,1276.49,29585.35,3.64,22.37,25.52,31.45,53.81,124.72,344.08,502.48,1042.21,193.71
HTTP Data Sent (KB),388.27,1.81,822.56,90078.44,124.10,150.25,204.42,235.46,357.15,463.23,697.22,729.42,805.42,179.04
HTTP DNS Lookup (ms),0.02,0.00,0.63,5.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.10
HTTP Duration (excl. conn) (ms),9116.44,462.47,74028.28,2115013.98,1072.20,1886.17,2158.45,3020.43,5432.46,10774.14,20491.37,27134.13,56833.47,10711.34
HTTP Receiving (ms),6846.00,71.90,71455.61,1588271.57,142.90,1035.41,1247.19,1572.03,2775.13,6451.45,17758.66,25585.61,52347.45,10338.82
HTTP Sending (ms),0.47,0.13,1.69,110.07,0.17,0.21,0.22,0.23,0.26,0.88,0.99,1.24,1.50,0.37
HTTP Total Time (ms),9116.69,464.48,74028.28,2115071.05,1072.62,1886.17,2158.51,3021.06,5433.13,10774.31,20491.37,27134.95,56834.00,10711.35
HTTP Waiting (TTFB) (ms),2269.97,224.78,18277.56,526632.34,475.70,572.62,660.53,939.30,1415.69,2497.92,4593.01,7287.63,12980.00,2489.59
Input Sequence Length (tokens),98226.67,438.00,207994.00,22788588.00,31505.62,37699.05,51937.60,59343.00,90214.00,116548.75,176534.70,184588.10,203841.69,45306.44
Inter Chunk Latency (ms),13.30,0.05,3400.01,1588169.29,7.54,10.93,11.13,11.41,11.83,12.44,12.84,13.82,22.84,35.49
Inter Token Latency (ms),13.45,8.65,38.73,3120.34,10.93,11.06,11.21,11.65,12.31,13.00,16.95,20.40,33.36,3.98
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),520.12,7.00,5246.00,120669.00,12.41,89.00,103.10,128.00,217.50,505.75,1400.90,2073.10,4281.20,792.14
Output Token Count (tokens),520.12,7.00,5246.00,120669.00,12.41,89.00,103.10,128.00,217.50,505.75,1400.90,2073.10,4281.20,792.14
Output Token Throughput Per User (tokens/sec/user),78.00,25.82,115.59,18094.98,29.98,49.06,59.01,76.93,81.25,85.83,89.22,90.40,91.52,13.15
Prefill Throughput Per User (tokens/sec/user),70406.82,123.82,196520.60,16334382.72,3153.70,7776.72,11357.44,47065.73,78412.93,90249.11,95436.97,134619.32,191846.07,38794.20
Request Latency (ms),9116.49,462.60,74028.38,2115025.31,1072.30,1886.28,2158.55,3020.53,5432.55,10774.23,20491.47,27134.24,56833.59,10711.37
Requested OSL (tokens),520.12,7.00,5246.00,120669.00,12.41,89.00,103.10,128.00,217.50,505.75,1400.90,2073.10,4281.20,792.14
Time to First Output Token (ms),2270.93,226.62,18277.96,526856.02,476.40,572.96,660.86,939.83,1416.42,2498.30,4593.36,7288.57,12980.40,2489.48
