Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),115.96,0.00,35859.70,,,,,,107.51,,192.73,232.20,314.32,105.32
Active Decode Throughput Per User (tokens/sec/user),64.82,0.00,35859.70,,,,,,60.28,,105.06,118.30,171.59,77.21
Active Prefill Throughput (tokens/sec),108984.04,1014.65,300577.83,,,,,,114703.04,,168490.50,180897.83,210745.90,49999.93
Active Prefill Throughput Per User (tokens/sec/user),100792.28,1014.65,197873.65,,,,,,106515.81,,155515.73,172987.40,186278.64,49547.93
Active Total Throughput (tokens/sec),16542.67,31.82,300691.04,,,,,,137.63,,94171.92,140735.16,177556.69,43539.87
Credit Drop Latency (ms),8.03,1.77,18.53,56.20,1.77,1.78,1.79,2.01,4.85,13.52,17.77,18.15,18.45,6.77
Credit-to-Start Latency (ms),2.03,0.48,91.43,730.87,1.00,1.11,1.16,1.32,1.53,1.75,1.95,2.24,10.68,5.00
E2E Output Token Throughput (tokens/sec/user),48.55,1.56,104.93,17477.82,4.98,8.82,11.12,29.79,53.21,66.71,77.18,81.53,96.33,24.04
Effective Concurrency,1.70,0.00,4.00,,,,,,2.00,,3.00,3.00,4.00,1.03
Effective Decode Concurrency,1.55,0.00,4.00,,,,,,2.00,,3.00,3.00,4.00,1.00
Effective Decode Throughput (tokens/sec),99.27,0.00,35859.70,,,,,,94.44,,187.13,222.79,313.45,104.01
Effective Decode Throughput Per User (tokens/sec/user),54.12,0.00,35859.70,,,,,,54.16,,101.43,116.36,157.48,74.54
Effective Latency (CO-aware) (ms),8589.28,286.50,147285.20,3092139.52,420.42,637.82,687.35,1239.11,3199.46,8860.04,21535.94,32745.83,80110.27,15850.95
Effective Prefill Concurrency,0.15,0.00,3.00,,,,,,0.00,,1.00,1.00,2.00,0.43
Effective Prefill Throughput (tokens/sec),14144.38,0.00,300577.83,,,,,,0.00,,73832.21,131831.44,174894.64,40815.53
Effective Prefill Throughput Per User (tokens/sec/user),13081.22,0.00,197873.65,,,,,,0.00,,61411.35,121492.61,158691.58,38288.21
Effective Total Throughput (tokens/sec),14245.31,0.00,300691.04,,,,,,124.72,,73891.62,131902.88,175007.85,40806.61
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,505.62,2.00,8699.00,182022.00,2.00,3.00,5.00,19.50,178.00,548.00,1287.50,2025.55,4897.93,954.80
HTTP Chunks Sent,1.00,1.00,1.00,360.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.41,0.00,4.01,148.39,0.00,0.00,0.00,0.00,0.62,0.69,0.75,0.98,1.21,0.41
HTTP Connection Overhead (ms),0.43,0.00,4.01,156.57,0.00,0.00,0.00,0.00,0.62,0.69,0.75,1.04,1.78,0.46
HTTP Connection Reused (ratio),0.43,0.00,1.00,156.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),126.10,1.10,2144.21,45394.62,1.11,1.36,1.87,5.46,44.91,137.07,320.50,503.47,1213.45,236.52
HTTP Data Sent (KB),277.67,1.72,513.13,99961.51,2.10,80.89,104.62,193.90,295.02,370.31,404.42,418.47,466.81,115.09
HTTP DNS Lookup (ms),0.02,0.00,0.61,8.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.10
HTTP Duration (excl. conn) (ms),8587.14,267.33,147283.55,3091370.01,410.93,630.02,685.37,1237.64,3197.68,8858.45,21534.38,32744.30,80108.73,15851.20
HTTP Receiving (ms),7807.63,0.40,145772.37,2810747.85,0.71,4.94,33.77,257.74,2579.77,8045.45,19305.17,30902.98,77652.75,15553.48
HTTP Sending (ms),0.67,0.11,4.17,242.51,0.20,0.21,0.22,0.25,0.87,0.97,1.04,1.24,1.49,0.43
HTTP Total Time (ms),8587.57,268.05,147284.17,3091526.58,410.93,630.73,685.79,1238.12,3198.37,8858.45,21535.01,32744.97,80109.12,15851.24
HTTP Waiting (TTFB) (ms),778.83,78.12,14703.72,280379.66,156.81,259.92,347.41,495.91,625.05,728.87,1030.28,1448.99,5026.11,1064.84
Input Sequence Length (tokens),71434.05,432.00,132966.00,25716258.00,490.00,20580.05,26988.00,49574.50,76009.50,95496.00,104247.90,107815.30,121020.26,29729.10
Inter Chunk Latency (ms),17.29,0.00,3034.10,2810424.30,0.80,1.53,9.60,11.50,14.45,19.33,27.77,35.28,42.72,27.77
Inter Token Latency (ms),13.04,0.08,81.22,4692.65,0.14,0.99,5.55,10.21,13.53,16.53,19.17,20.30,24.84,6.45
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),510.73,4.00,8749.00,183863.00,6.00,6.00,8.70,21.50,180.00,554.00,1296.00,2034.40,4924.49,959.87
Output Token Count (tokens),510.73,4.00,8749.00,183863.00,6.00,6.00,8.70,21.50,180.00,554.00,1296.00,2034.40,4924.49,959.87
Output Token Throughput Per User (tokens/sec/user),381.11,12.31,12975.59,137200.04,40.26,49.26,52.15,60.49,73.91,97.90,180.18,1026.18,7133.36,1399.29
Prefill Throughput Per User (tokens/sec/user),110809.64,1014.65,197873.67,39891471.62,3655.85,24856.45,51716.56,84784.56,113646.89,144805.56,157004.31,174976.16,187012.35,42403.15
Request Latency (ms),8586.36,267.45,147270.11,3091088.50,411.04,630.14,685.49,1237.74,3197.79,8858.57,21515.43,32744.40,80108.83,15849.74
Requested OSL (tokens),510.73,4.00,8749.00,183863.00,6.00,6.00,8.70,21.50,180.00,554.00,1296.00,2034.40,4924.49,959.87
Time to First Output Token (ms),779.62,78.50,14704.66,280664.20,157.18,260.24,348.38,496.32,626.14,729.86,1031.30,1450.31,5026.49,1064.84
Time to First Token (ms),779.62,78.50,14704.66,280664.20,157.18,260.24,348.38,496.32,626.14,729.86,1031.30,1450.31,5026.49,1064.84
Time to Second Token (ms),6.46,0.00,693.98,2323.90,0.10,0.16,0.23,0.29,0.37,0.47,1.06,14.49,61.60,48.37
Tokens In Flight (tokens),139095.28,0.00,428164.13,,,,,,127169.98,,275978.60,310118.77,351384.16,94528.78
Usage Completion Tokens (tokens),510.73,4.00,8749.00,183863.00,6.00,6.00,8.70,21.50,180.00,554.00,1296.00,2034.40,4924.49,959.87
Usage Prompt Tokens (tokens),71434.05,432.00,132966.00,25716258.00,490.00,20580.05,26988.00,49574.50,76009.50,95496.00,104247.90,107815.30,121020.26,29729.10
Usage Total Tokens (tokens),71944.78,447.00,136551.00,25900121.00,511.54,20806.15,27546.20,50144.75,76777.50,95599.25,104395.30,107966.10,125039.43,29870.08

Metric,Value
Benchmark Duration (sec),1818.11
Input Token Throughput (tokens/sec),14144.48
Maximum Response Timestamp (ns),1780553549503114752.00
Minimum Request Timestamp (ns),1780551731390168576.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),101.13
Request Count,360.00
Request Throughput (requests/sec),0.20
Theoretical Prefix Cache Hit (%),97.25
Total Input Sequence Length (tokens),25716258.00
Total Output Sequence Length (tokens),183863.00
Total Output Tokens (tokens),183863.00
Total Token Throughput (tokens/sec),14245.61
Total Usage Completion Tokens (tokens),183863.00
Total Usage Prompt Tokens (tokens),25716258.00
Total Usage Total Tokens (tokens),25900121.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
