Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),205.05,0.00,106274.85,,,,,,164.31,,388.57,474.42,588.02,146.17
Active Decode Throughput Per User (tokens/sec/user),3.99,0.00,2184.99,,,,,,2.94,,6.81,8.42,10.18,11.50
Active Prefill Throughput (tokens/sec),24493.57,1125.48,223210.03,,,,,,19244.37,,44926.44,61534.37,96673.83,19069.30
Active Prefill Throughput Per User (tokens/sec/user),8288.98,901.36,122496.03,,,,,,6158.94,,15610.71,21407.74,36847.50,7196.43
Active Total Throughput (tokens/sec),22920.15,4.29,223478.53,,,,,,18655.24,,43264.79,59874.05,95605.56,19431.73
Credit Drop Latency (ms),3.90,2.20,7.36,74.04,2.22,2.27,2.61,2.92,3.17,4.43,6.60,7.13,7.31,1.52
Credit-to-Start Latency (ms),2.19,1.00,57.36,1398.66,1.10,1.23,1.29,1.39,1.52,1.71,3.93,5.73,11.17,2.96
E2E Output Token Throughput (tokens/sec/user),3.59,0.23,10.14,2289.03,0.71,1.61,2.24,2.87,3.40,4.27,5.10,5.72,8.06,1.34
Effective Concurrency,58.22,1.00,71.00,,,,,,61.00,,66.00,67.00,69.00,9.96
Effective Decode Concurrency,54.84,0.00,68.00,,,,,,57.00,,63.00,65.00,67.00,10.27
Effective Decode Throughput (tokens/sec),204.92,0.00,106274.85,,,,,,164.20,,388.57,474.41,588.02,146.21
Effective Decode Throughput Per User (tokens/sec/user),3.99,0.00,2184.99,,,,,,2.94,,6.81,8.42,10.18,11.49
Effective Latency (CO-aware) (ms),166863.69,2933.42,1594753.27,106459035.68,7238.00,17259.96,30160.17,53829.77,98890.35,189676.23,377908.80,551685.42,1053499.44,205364.45
Effective Prefill Concurrency,3.38,0.00,19.00,,,,,,3.00,,6.00,7.00,14.00,2.51
Effective Prefill Throughput (tokens/sec),22706.09,0.00,223210.03,,,,,,18443.16,,43001.85,59575.18,95334.95,19434.18
Effective Prefill Throughput Per User (tokens/sec/user),7684.07,0.00,122496.03,,,,,,5663.54,,15308.44,19858.39,34470.11,7256.54
Effective Total Throughput (tokens/sec),22920.15,4.29,223478.53,,,,,,18655.24,,43264.79,59874.05,95605.56,19431.73
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,603.59,4.00,6117.00,385088.00,12.00,22.85,95.70,183.00,334.50,725.75,1410.60,2028.45,3851.77,763.68
HTTP Chunks Sent,1.00,1.00,1.00,638.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.55,0.00,3.04,350.77,0.00,0.00,0.00,0.00,0.67,0.76,1.17,1.24,1.32,0.47
HTTP Connection Overhead (ms),0.65,0.00,3.04,412.52,0.00,0.00,0.00,0.00,0.67,0.76,1.63,1.72,1.87,0.61
HTTP Connection Reused (ratio),0.36,0.00,1.00,232.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.48
HTTP Data Received (KB),162.03,1.89,1631.27,103373.74,4.05,6.93,26.45,49.74,90.16,194.65,377.58,542.71,1028.77,203.82
HTTP Data Sent (KB),223.03,1.39,422.96,142294.02,1.56,59.03,123.93,170.38,218.67,289.38,345.36,355.36,415.31,88.69
HTTP DNS Lookup (ms),0.10,0.00,0.64,61.75,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.50,0.55,0.19
HTTP Duration (excl. conn) (ms),166861.38,2931.62,1594749.44,106457557.65,7235.32,17258.27,30158.83,53828.04,98888.41,189669.60,377903.68,551683.74,1053497.73,205364.32
HTTP Receiving (ms),157182.31,570.10,1579442.52,100282314.47,1112.39,7141.18,21116.29,44472.51,88794.62,183175.46,371003.00,535796.10,1043131.80,204945.03
HTTP Sending (ms),0.92,0.20,3.35,588.22,0.30,0.31,0.32,0.38,1.03,1.17,1.55,1.63,1.74,0.48
HTTP Total Time (ms),166862.02,2931.62,1594750.08,106457970.18,7236.76,17259.54,30159.04,53828.55,98888.41,189670.33,377905.10,551684.41,1053498.47,205364.39
