Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),219.17,0.00,143098.74,,,,,,227.32,,315.40,330.97,392.18,178.44
Active Decode Throughput Per User (tokens/sec/user),21.78,0.00,16409.74,,,,,,21.63,,26.80,29.06,33.47,50.49
Active Prefill Throughput (tokens/sec),58092.12,187.86,275151.28,,,,,,52533.85,,105018.92,129850.24,184553.38,38935.79
Active Prefill Throughput Per User (tokens/sec/user),43020.60,187.86,249433.60,,,,,,36511.54,,88986.98,104879.58,156104.04,34990.79
Active Total Throughput (tokens/sec),23257.24,6.23,275386.31,,,,,,297.93,,79621.71,98669.86,160429.54,37523.81
Credit Drop Latency (ms),9.35,2.40,48.04,112.20,2.41,2.46,2.52,2.83,4.41,7.84,15.32,30.10,44.45,12.41
Credit-to-Start Latency (ms),2.58,1.11,55.86,1157.69,1.17,1.22,1.27,1.41,1.67,1.98,2.33,4.91,20.45,5.04
E2E Output Token Throughput (tokens/sec/user),18.01,0.09,30.55,8088.02,1.08,3.21,5.95,14.72,20.32,23.32,24.70,25.51,27.11,7.03
Effective Concurrency,11.08,1.00,16.00,,,,,,11.00,,14.00,15.00,16.00,2.66
Effective Decode Concurrency,10.13,0.00,16.00,,,,,,11.00,,13.00,14.00,15.00,2.68
Effective Decode Throughput (tokens/sec),219.03,0.00,143098.74,,,,,,227.31,,315.40,330.97,391.82,178.47
Effective Decode Throughput Per User (tokens/sec/user),21.77,0.00,16409.74,,,,,,21.62,,26.80,29.06,33.44,50.48
Effective Latency (CO-aware) (ms),45100.68,604.12,528668.60,20250203.64,964.21,1493.90,2183.40,9678.75,25391.49,56235.46,107435.45,161178.68,267636.04,59237.18
Effective Prefill Concurrency,0.95,0.00,11.00,,,,,,0.00,,3.00,5.00,11.00,1.90
Effective Prefill Throughput (tokens/sec),23036.19,0.00,275151.28,,,,,,0.00,,79378.75,98451.58,160222.44,37532.88
Effective Prefill Throughput Per User (tokens/sec/user),17059.64,0.00,249433.60,,,,,,0.00,,64992.03,83963.26,113399.48,30469.62
Effective Total Throughput (tokens/sec),23257.24,6.23,275386.31,,,,,,297.93,,79621.71,98669.86,160429.54,37523.81
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,872.94,2.00,9336.00,391952.00,6.00,10.00,12.00,155.00,464.00,1091.00,2113.40,3197.80,5201.00,1192.07
HTTP Chunks Sent,1.00,1.00,1.00,449.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.57,0.00,1.55,254.19,0.00,0.00,0.00,0.00,0.66,0.74,1.12,1.18,1.25,0.40
HTTP Connection Overhead (ms),0.64,0.00,1.86,286.90,0.00,0.00,0.00,0.00,0.66,0.74,1.55,1.64,1.77,0.52
HTTP Connection Reused (ratio),0.29,0.00,1.00,128.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.45
HTTP Data Received (KB),233.97,1.35,2493.51,105054.74,2.42,3.49,4.04,42.27,124.81,292.21,565.82,855.62,1388.61,318.24
HTTP Data Sent (KB),322.64,1.42,876.57,144867.60,1.70,115.40,142.53,177.35,314.49,411.05,507.42,692.56,847.86,173.79
HTTP DNS Lookup (ms),0.07,0.00,0.62,32.70,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.47,0.54,0.17
HTTP Duration (excl. conn) (ms),45097.97,602.53,528666.73,20248988.57,958.89,1492.03,2181.40,9676.29,25390.19,56233.52,107433.84,161176.98,267633.94,59236.59
HTTP Receiving (ms),41241.57,41.13,514547.82,18517466.00,177.39,340.36,518.70,7123.54,22736.81,52186.17,97940.01,148531.82,264369.41,57577.97
HTTP Sending (ms),0.94,0.29,1.88,424.05,0.30,0.32,0.35,0.39,1.02,1.16,1.50,1.59,1.65,0.41
HTTP Total Time (ms),45098.61,602.53,528668.17,20249275.47,959.24,1492.71,2181.53,9676.96,25390.19,56234.20,107434.65,161178.29,267635.45,59236.71
HTTP Waiting (TTFB) (ms),3855.45,137.32,67148.69,1731098.53,362.13,660.83,788.84,1091.49,1561.85,2674.95,5504.54,12875.34,60210.17,8941.01
Input Sequence Length (tokens),93800.55,407.00,256132.00,42116448.00,471.44,33937.40,40736.00,51543.00,91256.00,119065.00,146960.00,202768.40,247732.60,50664.40
Inter Chunk Latency (ms),47.28,0.00,77622.51,18516729.58,0.26,29.01,30.78,32.20,35.21,36.63,37.81,54.64,151.90,380.64
Inter Token Latency (ms),62.87,28.12,2478.73,28228.71,30.77,33.86,35.67,38.37,41.61,48.61,59.75,85.25,553.81,151.79
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),901.08,2.00,10455.00,404586.00,6.00,10.00,12.00,155.00,464.00,1098.00,2143.20,3342.00,5481.64,1266.93
Output Token Count (tokens),901.08,2.00,10455.00,404586.00,6.00,10.00,12.00,155.00,464.00,1098.00,2143.20,3342.00,5481.64,1266.93
Output Token Throughput Per User (tokens/sec/user),22.84,0.40,35.56,10253.07,1.90,11.73,16.74,20.57,24.03,26.06,28.03,29.54,32.50,5.60
Prefill Throughput Per User (tokens/sec/user),57484.55,187.86,249433.52,25810563.22,1202.22,4474.42,12916.67,28420.36,51269.19,80585.23,104393.87,127415.11,182126.21,40149.22
Request Latency (ms),45096.46,602.67,528622.17,20248309.63,959.04,1492.15,2181.53,9676.42,25390.31,56233.67,107433.96,161162.21,267634.08,59233.05
Requested OSL (tokens),901.08,2.00,10455.00,404586.00,6.00,10.00,12.00,155.00,464.00,1098.00,2143.20,3342.00,5481.64,1266.93
Time to First Output Token (ms),3856.53,137.81,67150.01,1731580.05,362.98,661.68,789.64,1092.74,1562.30,2676.01,5505.68,12876.94,60211.51,8941.07
Time to First Token (ms),3856.53,137.81,67150.01,1731580.05,362.98,661.68,789.64,1092.74,1562.30,2676.01,5505.68,12876.94,60211.51,8941.07
Time to Second Token (ms),1346.24,0.11,76187.67,604459.52,2.90,30.20,32.05,33.97,37.16,262.19,1455.39,3628.91,25560.30,7457.07
Tokens In Flight (tokens),1313929.31,57197.75,2053401.14,,,,,,1360839.14,,1754772.84,1816866.01,2008423.72,373041.24
Usage Completion Tokens (tokens),901.08,2.00,10455.00,404586.00,6.00,10.00,12.00,155.00,464.00,1098.00,2143.20,3342.00,5481.64,1266.93
Usage Prompt Tokens (tokens),93800.55,407.00,256132.00,42116448.00,471.44,33937.40,40736.00,51543.00,91256.00,119065.00,146960.00,202768.40,247732.60,50664.40
Usage Total Tokens (tokens),94701.63,426.00,257203.00,42521034.00,487.84,34282.20,41985.60,51950.00,91509.00,120043.00,148661.40,206861.80,249680.56,51094.87

Metric,Value
Benchmark Duration (sec),1828.27
Input Token Throughput (tokens/sec),23036.19
Maximum Response Timestamp (ns),1780537936750781952.00
Minimum Request Timestamp (ns),1780536108477836800.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),221.29
Request Count,449.00
Request Throughput (requests/sec),0.25
Theoretical Prefix Cache Hit (%),94.49
Total Input Sequence Length (tokens),42116448.00
Total Output Sequence Length (tokens),404586.00
Total Output Tokens (tokens),404586.00
Total Token Throughput (tokens/sec),23257.49
Total Usage Completion Tokens (tokens),404586.00
Total Usage Prompt Tokens (tokens),42116448.00
Total Usage Total Tokens (tokens),42521034.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
