Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),90.27,0.00,18896.79,,,,,,96.24,,156.82,159.71,176.10,49.80
Active Decode Throughput Per User (tokens/sec/user),90.27,0.00,18896.79,,,,,,96.24,,156.82,159.71,176.10,49.80
Active Prefill Throughput (tokens/sec),103421.51,4850.56,239097.43,,,,,,107117.58,,185340.88,220802.67,237306.87,67468.65
Active Prefill Throughput Per User (tokens/sec/user),103421.51,4850.56,239097.43,,,,,,107117.58,,185340.88,220802.67,237306.87,67468.65
Active Total Throughput (tokens/sec),6746.53,86.75,239097.43,,,,,,97.77,,105.24,24382.24,180525.98,30590.76
Credit Drop Latency (ms),6.43,3.67,9.20,12.87,3.73,3.95,4.22,5.05,6.43,7.82,8.65,8.92,9.14,2.77
Credit-to-Start Latency (ms),1.75,1.13,11.14,108.54,1.13,1.21,1.28,1.38,1.49,1.59,1.67,1.75,7.77,1.40
E2E Output Token Throughput (tokens/sec/user),79.40,10.69,101.24,4922.95,19.01,42.65,58.63,77.06,82.17,91.12,95.39,97.41,100.80,17.85
Effective Concurrency,0.44,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.50
Effective Decode Concurrency,0.41,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.49
Effective Decode Throughput (tokens/sec),39.66,0.00,18896.79,,,,,,0.00,,105.22,155.12,172.34,54.35
Effective Decode Throughput Per User (tokens/sec/user),36.93,0.00,18896.79,,,,,,0.00,,105.16,155.11,172.34,54.63
Effective Latency (CO-aware) (ms),12155.82,237.84,96102.87,753660.87,267.87,580.94,1121.09,2655.09,5192.65,12320.84,31540.77,44825.38,84774.87,17777.14
Effective Prefill Concurrency,0.03,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.17
Effective Prefill Throughput (tokens/sec),2910.56,0.00,239097.43,,,,,,0.00,,0.00,0.00,134503.24,20509.74
Effective Prefill Throughput Per User (tokens/sec/user),2910.56,0.00,239097.43,,,,,,0.00,,0.00,0.00,134503.24,20509.74
Effective Total Throughput (tokens/sec),2950.24,0.00,239097.43,,,,,,0.00,,100.90,105.24,134503.24,20504.17
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1099.97,3.00,9656.00,68198.00,7.88,18.00,55.40,199.25,410.50,1098.00,2758.00,4142.65,8513.47,1741.11
