Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),99.89,0.00,55482.72,,,,,,86.74,,167.03,172.57,176.66,48.78
Active Decode Throughput Per User (tokens/sec/user),77.63,0.00,55482.72,,,,,,84.12,,89.14,90.29,97.75,34.40
Active Prefill Throughput (tokens/sec),58231.08,131.58,299557.28,,,,,,57314.11,,102735.07,105864.42,195832.95,43125.83
Active Prefill Throughput Per User (tokens/sec/user),54045.67,131.58,199286.20,,,,,,52932.21,,102134.72,103942.89,194015.78,42784.99
Active Total Throughput (tokens/sec),17121.70,31.44,299557.28,,,,,,118.45,,92320.40,99816.01,114352.19,35270.56
Credit Drop Latency (ms),830.67,17.21,3602.91,4984.00,17.22,17.25,17.29,17.46,20.49,984.97,2454.22,3028.56,3488.04,1325.82
Credit-to-Start Latency (ms),22.63,0.36,3603.18,5249.06,0.51,0.63,0.68,0.79,0.93,1.14,1.41,2.50,24.72,250.62
E2E Output Token Throughput (tokens/sec/user),52.61,6.93,86.60,12205.13,7.64,15.39,23.84,40.20,56.00,67.01,75.58,78.91,83.53,19.33
Effective Concurrency,1.16,0.00,4.00,,,,,,1.00,,2.00,3.00,4.00,0.90
Effective Decode Concurrency,0.89,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.72
Effective Decode Throughput (tokens/sec),68.18,0.00,55482.72,,,,,,82.87,,159.51,170.53,176.52,61.47
Effective Decode Throughput Per User (tokens/sec/user),52.83,0.00,55482.72,,,,,,79.96,,88.42,89.36,94.45,45.99
Effective Latency (CO-aware) (ms),8784.12,453.91,72208.83,2037916.57,848.76,1770.50,2005.51,2837.96,5143.26,10711.60,19090.46,26584.86,56168.53,10484.73
Effective Prefill Concurrency,0.27,0.00,4.00,,,,,,0.00,,1.00,1.00,2.00,0.54
Effective Prefill Throughput (tokens/sec),12962.11,0.00,299557.28,,,,,,0.00,,66377.39,96939.70,107320.16,31635.06
Effective Prefill Throughput Per User (tokens/sec/user),12030.45,0.00,199286.20,,,,,,0.00,,58752.03,96108.49,104118.22,30214.89
Effective Total Throughput (tokens/sec),13030.62,0.00,299557.28,,,,,,86.64,,66454.61,96939.70,107320.16,31623.97
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,519.35,7.00,5240.00,120490.00,12.41,88.55,101.30,127.75,216.50,505.75,1400.90,2070.35,4275.51,790.99
HTTP Chunks Sent,1.00,1.00,1.00,232.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.15,0.00,1.89,34.78,0.00,0.00,0.00,0.00,0.00,0.35,0.48,0.67,0.81,0.26
HTTP Connection Overhead (ms),0.16,0.00,1.89,37.91,0.00,0.00,0.00,0.00,0.00,0.35,0.48,0.76,1.15,0.29
HTTP Connection Reused (ratio),0.69,0.00,1.00,161.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.46
HTTP Data Received (KB),127.76,2.31,1274.72,29639.54,3.65,22.23,25.50,31.96,53.49,124.64,346.22,506.08,1048.99,193.34
HTTP Data Sent (KB),388.27,1.81,822.56,90078.44,124.10,150.25,204.42,235.46,357.15,463.23,697.22,729.42,805.42,179.04
HTTP DNS Lookup (ms),0.01,0.00,0.40,3.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.06
HTTP Duration (excl. conn) (ms),8761.43,430.16,72207.59,2032652.56,848.03,1769.65,2004.72,2836.95,5142.24,10522.28,19089.34,26583.82,56166.58,10486.65
HTTP Receiving (ms),6737.89,69.20,70113.79,1563189.65,146.85,1040.86,1229.13,1548.57,2790.13,6683.98,17826.48,25301.32,52294.87,10191.31
HTTP Sending (ms),0.30,0.05,2.04,69.28,0.09,0.11,0.11,0.12,0.15,0.49,0.65,0.86,1.09,0.28
HTTP Total Time (ms),8761.60,431.37,72207.59,2032690.47,848.27,1769.65,2005.04,2837.34,5142.48,10522.36,19089.39,26584.01,56167.09,10486.66
HTTP Waiting (TTFB) (ms),2023.25,195.48,16789.11,469393.63,442.52,486.19,577.11,847.44,1195.50,2149.46,4149.08,6332.65,12235.31,2266.03
Input Sequence Length (tokens),98226.65,436.00,207994.00,22788582.00,31506.93,37699.05,51937.60,59343.00,90214.00,116548.75,176534.70,184588.10,203841.69,45306.48
Inter Chunk Latency (ms),13.02,0.03,3391.43,1563188.10,9.94,11.05,11.24,11.49,11.85,12.37,12.70,12.83,17.69,31.79
Inter Token Latency (ms),13.14,8.68,35.15,3047.56,10.98,11.12,11.27,11.64,12.21,12.77,16.23,19.24,29.73,3.32
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),520.12,7.00,5246.00,120669.00,12.41,89.00,103.10,128.00,217.50,505.75,1400.90,2073.10,4281.20,792.14
Output Token Count (tokens),520.12,7.00,5246.00,120669.00,12.41,89.00,103.10,128.00,217.50,505.75,1400.90,2073.10,4281.20,792.14
Output Token Throughput Per User (tokens/sec/user),78.99,28.45,115.19,18324.54,33.64,52.00,61.63,78.30,81.89,85.88,88.76,89.94,91.12,11.95
Prefill Throughput Per User (tokens/sec/user),80313.45,131.58,199286.22,18632721.24,3543.85,8779.77,12884.52,52718.54,93038.63,98522.21,104503.71,192489.40,197254.58,45126.07
Request Latency (ms),8761.50,430.24,72207.65,2032667.51,848.08,1769.71,2004.77,2837.01,5142.31,10522.35,19089.41,26583.89,56166.68,10486.65
Requested OSL (tokens),520.12,7.00,5246.00,120669.00,12.41,89.00,103.10,128.00,217.50,505.75,1400.90,2073.10,4281.20,792.14
Time to First Output Token (ms),2023.62,196.59,16789.37,469479.41,442.72,487.16,577.30,847.62,1195.99,2149.65,4149.22,6333.04,12235.52,2266.00
Time to First Token (ms),2023.62,196.59,16789.37,469479.41,442.72,487.16,577.30,847.62,1195.99,2149.65,4149.22,6333.04,12235.52,2266.00
Time to Second Token (ms),22.90,8.77,831.07,5313.41,9.62,9.85,9.95,10.19,10.74,11.50,12.28,12.56,618.83,90.53
Tokens In Flight (tokens),135445.70,0.00,432424.96,,,,,,124903.43,,271932.20,315079.63,386898.25,104963.07
Usage Completion Tokens (tokens),520.12,7.00,5246.00,120669.00,12.41,89.00,103.10,128.00,217.50,505.75,1400.90,2073.10,4281.20,792.14
Usage Prompt Tokens (tokens),98226.65,436.00,207994.00,22788582.00,31506.93,37699.05,51937.60,59343.00,90214.00,116548.75,176534.70,184588.10,203841.69,45306.48
Usage Total Tokens (tokens),98746.77,456.00,213240.00,22909251.00,31637.35,37949.65,52089.90,59465.75,91072.50,119633.25,176701.20,185277.85,205346.60,45582.42

Metric,Value
Benchmark Duration (sec),1758.09
Input Token Throughput (tokens/sec),12962.11
Maximum Response Timestamp (ns),1780206169903538176.00
Minimum Request Timestamp (ns),1780204411811653376.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),68.64
Request Count,232.00
Request Throughput (requests/sec),0.13
Theoretical Prefix Cache Hit (%),96.49
Total Input Sequence Length (tokens),22788582.00
Total Output Sequence Length (tokens),120669.00
Total Output Tokens (tokens),120669.00
Total Token Throughput (tokens/sec),13030.75
Total Usage Completion Tokens (tokens),120669.00
Total Usage Prompt Tokens (tokens),22788582.00
Total Usage Total Tokens (tokens),22909251.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
