Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),130.05,0.00,21341.65,,,,,,123.19,,191.31,222.88,664.98,130.67
Active Decode Throughput Per User (tokens/sec/user),27.77,0.00,21341.65,,,,,,25.00,,38.02,46.80,115.60,49.51
Active Prefill Throughput (tokens/sec),91982.75,3187.21,312660.34,,,,,,95472.05,,159329.08,180434.68,235530.62,56165.24
Active Prefill Throughput Per User (tokens/sec/user),81860.08,3187.21,195374.71,,,,,,82822.79,,146127.00,165369.05,183805.70,53457.98
Active Total Throughput (tokens/sec),16397.58,25.18,312749.44,,,,,,147.69,,78160.03,132539.01,176093.64,42293.50
Credit Drop Latency (ms),10.72,2.27,36.08,117.93,2.53,3.56,4.86,6.61,7.52,11.48,16.05,26.07,34.08,8.85
Credit-to-Start Latency (ms),2.61,0.88,105.21,956.65,0.99,1.12,1.21,1.31,1.56,1.77,2.00,7.54,24.80,6.55
E2E Output Token Throughput (tokens/sec/user),22.16,0.97,51.23,8134.10,1.97,7.26,9.53,18.65,22.65,26.25,32.26,38.18,45.40,8.85
Effective Concurrency,5.25,1.00,9.00,,,,,,5.00,,7.00,8.00,8.00,1.52
Effective Decode Concurrency,5.02,0.00,8.00,,,,,,5.00,,7.00,7.00,8.00,1.54
Effective Decode Throughput (tokens/sec),129.97,0.00,21341.65,,,,,,123.18,,191.29,222.87,664.68,130.67
Effective Decode Throughput Per User (tokens/sec/user),27.75,0.00,21341.65,,,,,,25.00,,38.02,46.80,115.55,49.50
Effective Latency (CO-aware) (ms),26000.31,498.16,263260.93,9542112.96,653.58,830.26,1009.87,4240.30,9540.88,30887.47,75535.51,102953.29,191096.49,39621.13
Effective Prefill Concurrency,0.23,0.00,5.00,,,,,,0.00,,1.00,1.00,3.00,0.59
Effective Prefill Throughput (tokens/sec),16264.97,0.00,312660.34,,,,,,0.00,,78100.34,132418.23,176024.04,42300.73
Effective Prefill Throughput Per User (tokens/sec/user),14475.01,0.00,195374.71,,,,,,0.00,,70710.26,126324.98,164059.11,38480.21
Effective Total Throughput (tokens/sec),16397.58,25.18,312749.44,,,,,,147.69,,78160.03,132539.01,176093.64,42293.50
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,654.33,4.00,6501.00,240139.00,5.00,6.00,10.00,92.00,228.00,767.50,1852.60,2755.00,4856.10,1021.24
HTTP Chunks Sent,1.00,1.00,1.00,367.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.45,0.00,2.63,163.74,0.00,0.00,0.00,0.00,0.62,0.70,0.94,1.15,1.47,0.43
HTTP Connection Overhead (ms),0.50,0.00,4.17,182.34,0.00,0.00,0.00,0.00,0.62,0.70,0.94,1.63,1.89,0.55
HTTP Connection Reused (ratio),0.43,0.00,1.00,157.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),163.04,1.59,1611.72,59836.83,1.85,2.09,3.08,23.48,57.39,190.85,461.21,684.30,1209.73,253.30
HTTP Data Sent (KB),312.92,1.72,751.39,114841.17,9.60,93.88,139.39,209.22,338.80,383.76,457.47,514.20,738.22,139.83
HTTP DNS Lookup (ms),0.05,0.00,1.54,18.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.59,0.17
HTTP Duration (excl. conn) (ms),25997.59,481.20,263259.24,9541115.89,648.96,828.28,1007.97,4238.69,9539.53,30885.75,75533.72,102952.16,191094.45,39621.34
HTTP Receiving (ms),24840.70,36.59,259794.38,9116537.10,83.62,128.16,277.52,3459.41,8778.39,29629.73,74131.91,100884.17,189889.28,39279.52
HTTP Sending (ms),0.71,0.15,2.75,261.26,0.18,0.22,0.23,0.25,0.88,1.00,1.24,1.43,1.76,0.45
HTTP Total Time (ms),25998.09,481.90,263259.24,9541298.23,650.07,828.99,1008.71,4238.69,9539.53,30886.45,75534.43,102952.74,191095.73,39621.45
HTTP Waiting (TTFB) (ms),1156.18,135.08,14824.30,424317.52,196.72,396.66,482.43,611.22,693.96,1006.81,1686.56,3622.77,8035.28,1558.04
Input Sequence Length (tokens),80525.71,434.00,193380.00,29552937.00,2394.22,24150.40,35937.40,53732.50,87411.00,98683.50,116963.00,132174.10,191001.18,35939.97
Inter Chunk Latency (ms),41.43,0.06,3266.06,9114538.81,0.70,0.98,3.60,25.41,39.00,41.01,77.69,80.34,179.10,60.02
Inter Token Latency (ms),37.27,7.32,153.64,13678.04,14.96,19.58,24.18,30.85,38.58,41.94,44.80,50.11,85.03,12.66
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),657.57,4.00,6543.00,241327.00,6.00,6.00,10.00,92.50,230.00,774.00,1860.60,2760.20,4877.80,1025.87
Output Token Count (tokens),657.57,4.00,6543.00,241327.00,6.00,6.00,10.00,92.50,230.00,774.00,1860.60,2760.20,4877.80,1025.87
Output Token Throughput Per User (tokens/sec/user),29.76,6.51,136.70,10923.30,11.76,19.96,22.32,23.84,25.92,32.41,41.35,51.08,66.86,11.61
Prefill Throughput Per User (tokens/sec/user),100689.19,3187.21,195374.73,36952931.58,4549.24,14500.72,29435.74,68256.19,106443.16,137318.11,156772.03,170519.73,184725.10,46633.40
Request Latency (ms),25992.26,481.35,263259.34,9539161.10,649.08,828.40,1008.09,4238.80,9539.67,30863.41,75533.83,102952.23,191094.56,39614.73
Requested OSL (tokens),657.57,4.00,6543.00,241327.00,6.00,6.00,10.00,92.50,230.00,774.00,1860.60,2760.20,4877.80,1025.87
Time to First Output Token (ms),1157.01,136.17,14825.34,424622.29,197.76,397.21,483.41,611.98,694.95,1007.56,1687.72,3623.82,8036.30,1558.10
Time to First Token (ms),1157.01,136.17,14825.34,424622.29,197.76,397.21,483.41,611.98,694.95,1007.56,1687.72,3623.82,8036.30,1558.10
Time to Second Token (ms),19.60,0.10,639.42,7194.44,0.13,0.22,0.25,0.35,0.49,10.49,34.14,50.13,431.35,71.62
Tokens In Flight (tokens),542932.28,77352.07,912157.67,,,,,,553145.52,,716815.26,777122.97,875476.75,151646.97
Usage Completion Tokens (tokens),657.57,4.00,6543.00,241327.00,6.00,6.00,10.00,92.50,230.00,774.00,1860.60,2760.20,4877.80,1025.87
Usage Prompt Tokens (tokens),80525.71,434.00,193380.00,29552937.00,2394.22,24150.40,35937.40,53732.50,87411.00,98683.50,116963.00,132174.10,191001.18,35939.97
Usage Total Tokens (tokens),81183.28,449.00,196381.00,29794264.00,2409.52,24614.50,36839.20,54549.00,87890.00,98892.50,118132.20,132776.90,194736.74,36356.57

Metric,Value
Benchmark Duration (sec),1816.97
Input Token Throughput (tokens/sec),16264.97
Maximum Response Timestamp (ns),1780480756480892160.00
Minimum Request Timestamp (ns),1780478939512210432.00
