Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),61.69,0.00,32038.58,,,,,,54.16,,123.72,141.02,173.54,48.68
Active Decode Throughput Per User (tokens/sec/user),16.64,0.00,6407.72,,,,,,15.04,,33.03,36.53,43.45,11.93
Active Prefill Throughput (tokens/sec),4475.00,42.36,162973.54,,,,,,4132.92,,8071.43,10716.49,18442.70,5859.54
Active Prefill Throughput Per User (tokens/sec/user),205.56,42.36,151265.44,,,,,,95.98,,170.27,249.22,942.73,2759.67
Active Total Throughput (tokens/sec),4487.85,5.30,162973.54,,,,,,4136.36,,8107.66,10747.17,18507.90,5844.10
Credit Drop Latency (ms),3.43,0.76,7.99,17.13,0.77,0.82,0.87,1.04,2.33,5.01,6.79,7.39,7.87,2.73
Credit-to-Start Latency (ms),8.88,0.69,76.71,852.96,0.90,1.10,1.24,1.52,2.91,8.28,20.60,46.84,59.67,14.52
E2E Output Token Throughput (tokens/sec/user),2.50,0.01,13.93,240.31,0.02,0.10,0.14,0.27,0.83,3.27,7.46,10.92,13.52,3.43
Effective Concurrency,37.17,1.00,50.00,,,,,,47.00,,50.00,50.00,50.00,15.43
Effective Decode Concurrency,3.71,0.00,8.00,,,,,,4.00,,5.00,6.00,6.00,1.23
Effective Decode Throughput (tokens/sec),61.37,0.00,32038.58,,,,,,53.44,,123.64,141.02,173.53,48.74
Effective Decode Throughput Per User (tokens/sec/user),16.56,0.00,6407.72,,,,,,14.98,,32.98,36.51,43.44,11.95
Effective Latency (CO-aware) (ms),707919.81,14075.46,1331974.24,67960302.20,21420.38,59030.09,97924.78,434290.56,849866.85,999797.47,1028927.86,1083355.88,1330006.62,355436.79
Effective Prefill Concurrency,33.46,0.00,48.00,,,,,,42.00,,46.00,47.00,47.00,15.04
Effective Prefill Throughput (tokens/sec),4425.13,0.00,162973.54,,,,,,4084.67,,8071.43,10716.49,18442.70,5845.71
Effective Prefill Throughput Per User (tokens/sec/user),203.27,0.00,151265.44,,,,,,95.75,,170.27,249.22,900.92,2744.33
Effective Total Throughput (tokens/sec),4487.85,5.30,162973.54,,,,,,4136.36,,8107.66,10747.17,18507.90,5844.10
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1194.85,6.00,10565.00,114706.00,8.85,74.25,101.00,197.75,438.00,1171.25,3130.50,6076.75,7581.05,1866.82
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.84,0.00,1.41,81.01,0.00,0.00,0.00,0.64,1.02,1.20,1.29,1.34,1.39,0.44
HTTP Connection Overhead (ms),1.12,0.00,2.05,107.88,0.00,0.00,0.00,0.64,1.41,1.73,1.87,1.94,2.04,0.68
HTTP Connection Reused (ratio),0.15,0.00,1.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.35
HTTP Data Received (KB),297.03,2.09,2607.40,28514.95,2.80,19.07,25.68,49.78,109.59,290.52,777.90,1506.00,1870.44,462.15
HTTP Data Sent (KB),327.04,9.12,743.49,31395.38,9.80,80.34,101.26,188.35,330.99,424.83,564.63,696.44,740.01,175.12
HTTP DNS Lookup (ms),0.28,0.00,0.66,26.87,0.00,0.00,0.00,0.00,0.39,0.52,0.58,0.62,0.65,0.26
HTTP Duration (excl. conn) (ms),707910.82,14068.82,1331972.12,67959438.35,21416.25,59025.77,97872.15,434270.93,849864.54,999783.81,1028926.31,1083354.59,1330002.60,355441.09
HTTP Receiving (ms),70634.74,130.45,602916.64,6780935.24,479.41,3925.88,4735.09,16107.06,31221.56,68693.94,173635.40,334036.29,463748.47,107855.58
HTTP Sending (ms),1.13,0.25,1.75,108.36,0.25,0.27,0.29,0.89,1.30,1.51,1.62,1.66,1.73,0.46
