Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),136.99,0.00,120543.25,,,,,,139.82,,208.28,212.04,257.65,145.66
Active Decode Throughput Per User (tokens/sec/user),29.05,0.00,120543.25,,,,,,29.07,,35.37,36.93,45.55,74.22
Active Prefill Throughput (tokens/sec),61753.65,954.60,289393.47,,,,,,61174.46,,101354.28,116042.69,160743.54,32869.44
Active Prefill Throughput Per User (tokens/sec/user),52233.41,954.60,189498.53,,,,,,49949.08,,91348.96,106679.17,138166.43,30740.99
Active Total Throughput (tokens/sec),16714.76,26.53,289477.22,,,,,,163.42,,69950.77,85762.48,125657.09,32221.95
Credit Drop Latency (ms),11.13,2.45,30.34,66.78,2.56,2.99,3.53,5.25,7.23,13.02,22.64,26.49,29.57,9.41
Credit-to-Start Latency (ms),2.50,1.13,90.66,791.40,1.20,1.27,1.39,1.53,1.80,2.00,2.24,2.44,17.85,5.70
E2E Output Token Throughput (tokens/sec/user),21.73,0.30,34.26,6888.12,1.33,3.52,5.67,16.36,25.49,28.69,30.55,31.43,33.41,9.37
Effective Concurrency,5.10,1.00,8.00,,,,,,5.00,,7.00,8.00,8.00,1.53
Effective Decode Concurrency,4.74,0.00,8.00,,,,,,5.00,,7.00,7.00,8.00,1.51
Effective Decode Throughput (tokens/sec),136.93,0.00,120543.25,,,,,,139.79,,208.28,212.04,257.65,145.66
Effective Decode Throughput Per User (tokens/sec/user),29.04,0.00,120543.25,,,,,,29.07,,35.37,36.93,45.55,74.20
Effective Latency (CO-aware) (ms),28967.65,638.42,333252.62,9182743.90,914.20,1281.56,1582.43,4125.42,13218.85,33648.28,75436.98,105958.26,201665.42,44075.39
Effective Prefill Concurrency,0.36,0.00,4.00,,,,,,0.00,,1.00,2.00,3.00,0.67
Effective Prefill Throughput (tokens/sec),16576.89,0.00,289393.47,,,,,,0.00,,69865.52,85645.23,125541.20,32232.10
Effective Prefill Throughput Per User (tokens/sec/user),14021.32,0.00,189498.53,,,,,,0.00,,61591.72,78334.07,110509.67,28097.30
Effective Total Throughput (tokens/sec),16714.76,26.53,289477.22,,,,,,163.42,,69950.77,85762.48,125657.09,32221.95
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,762.86,4.00,9481.00,241828.00,6.00,6.00,10.00,83.00,306.00,972.00,2012.60,2748.60,5295.36,1197.31
HTTP Chunks Sent,1.00,1.00,1.00,317.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.51,0.00,1.31,161.96,0.00,0.00,0.00,0.00,0.65,0.70,1.07,1.14,1.24,0.38
HTTP Connection Overhead (ms),0.56,0.00,1.87,178.57,0.00,0.00,0.00,0.00,0.65,0.70,1.47,1.61,1.73,0.48
HTTP Connection Reused (ratio),0.32,0.00,1.00,103.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),204.64,1.89,2532.34,64870.45,2.42,2.42,3.49,23.04,82.94,260.74,538.29,734.64,1414.51,319.77
HTTP Data Sent (KB),324.45,2.76,849.54,102849.17,16.32,93.86,154.19,236.49,324.12,386.93,473.83,657.80,676.26,144.84
HTTP DNS Lookup (ms),0.05,0.00,0.60,16.61,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.45,0.51,0.15
HTTP Duration (excl. conn) (ms),28965.02,636.29,333250.43,9181912.57,911.51,1279.34,1580.54,4123.45,13217.13,33646.24,75434.95,105956.08,201663.36,44075.48
HTTP Receiving (ms),26931.50,95.75,330793.30,8537284.60,147.98,154.68,272.26,2742.39,10980.80,31031.01,72568.12,102018.42,199160.63,43748.65
HTTP Sending (ms),0.87,0.29,1.76,277.21,0.30,0.31,0.32,0.36,1.00,1.10,1.41,1.53,1.64,0.40
HTTP Total Time (ms),28965.59,636.97,333252.00,9182091.14,912.10,1279.89,1581.25,4124.04,13217.13,33646.94,75435.61,105956.87,201664.83,44075.61
HTTP Waiting (TTFB) (ms),2032.65,316.54,19699.90,644350.77,475.23,696.59,791.40,1092.20,1483.74,1982.10,3867.25,5193.18,10304.63,2061.27
Input Sequence Length (tokens),94204.05,729.00,248699.00,29862683.00,4673.44,27466.60,44428.80,68664.00,93866.00,112419.00,137988.00,191905.80,198276.28,42345.83
Inter Chunk Latency (ms),35.33,0.00,12321.41,8537014.09,0.19,22.30,27.40,28.95,29.40,29.95,34.46,39.93,68.66,121.56
Inter Token Latency (ms),39.23,19.65,580.14,12434.78,22.88,28.48,29.06,30.02,32.52,35.68,40.12,48.20,239.96,44.55
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),784.48,4.00,9887.00,248681.00,6.00,6.00,10.00,83.00,308.00,999.00,2034.20,2851.00,5515.88,1253.97
Output Token Count (tokens),784.48,4.00,9887.00,248681.00,6.00,6.00,10.00,83.00,308.00,999.00,2034.20,2851.00,5515.88,1253.97
