Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),249.35,0.00,3389.40,,,,,,238.89,,406.12,471.19,625.87,132.92
Active Decode Throughput Per User (tokens/sec/user),74.08,0.00,3389.40,,,,,,77.50,,99.39,112.90,146.24,32.13
Active Prefill Throughput (tokens/sec),19449.39,663.62,57006.94,,,,,,17988.64,,27869.86,31466.45,43663.38,7087.53
Active Prefill Throughput Per User (tokens/sec/user),1392.03,508.66,10433.96,,,,,,1181.02,,2030.15,2413.85,4750.58,731.95
Active Total Throughput (tokens/sec),19068.70,97.34,57079.20,,,,,,18119.20,,27982.13,31267.12,43663.38,7770.45
Credit Drop Latency (ms),11.60,1.68,129.28,185.62,1.71,1.82,1.94,2.08,3.11,5.08,8.43,39.04,111.23,30.46
Credit-to-Start Latency (ms),2.73,0.76,129.81,872.55,0.84,0.95,1.04,1.20,1.38,1.58,2.42,6.35,19.25,9.28
E2E Output Token Throughput (tokens/sec/user),12.66,0.06,80.19,4052.12,0.11,0.40,1.47,4.03,8.47,17.42,28.42,40.61,53.58,12.34
Effective Concurrency,17.55,1.00,26.00,,,,,,18.00,,21.00,22.00,25.00,4.46
Effective Decode Concurrency,3.41,0.00,9.00,,,,,,3.00,,6.00,6.00,8.00,1.68
Effective Decode Throughput (tokens/sec),245.07,0.00,3389.40,,,,,,233.69,,402.31,471.14,610.88,134.92
Effective Decode Throughput Per User (tokens/sec/user),72.51,0.00,3389.40,,,,,,76.97,,99.37,112.55,146.24,33.53
Effective Latency (CO-aware) (ms),77555.82,17000.65,252087.26,24817861.07,21312.03,31031.14,40711.71,52793.36,70647.43,97799.63,121962.35,134280.60,164735.33,34314.52
Effective Prefill Concurrency,14.14,0.00,26.00,,,,,,15.00,,18.00,20.00,21.00,4.34
Effective Prefill Throughput (tokens/sec),18818.82,0.00,57006.94,,,,,,17852.88,,27754.56,31003.14,43663.38,7776.32
Effective Prefill Throughput Per User (tokens/sec/user),1346.90,0.00,10433.96,,,,,,1178.27,,2007.96,2381.73,4750.58,761.03
Effective Total Throughput (tokens/sec),19068.70,97.34,57079.20,,,,,,18119.20,,27982.13,31267.12,43663.38,7770.45
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,56.68,2.00,604.00,18138.00,2.00,2.00,6.00,14.00,33.00,62.25,127.70,187.10,437.16,79.38
HTTP Chunks Sent,1.00,1.00,1.00,320.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.41,0.00,1.20,130.18,0.00,0.00,0.00,0.00,0.47,0.59,0.79,0.88,1.05,0.30
HTTP Connection Overhead (ms),0.48,0.00,1.73,153.83,0.00,0.00,0.00,0.00,0.47,0.60,1.14,1.27,1.47,0.41
HTTP Connection Reused (ratio),0.28,0.00,1.00,90.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.45
HTTP Data Received (KB),20.23,1.17,197.49,6473.45,1.17,1.24,2.67,5.39,12.07,22.24,44.87,66.15,151.47,27.34
HTTP Data Sent (KB),328.32,1.45,1019.50,105062.81,1.60,15.60,95.45,191.39,290.34,443.74,598.62,857.86,973.27,215.97
HTTP DNS Lookup (ms),0.07,0.00,0.64,23.65,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.40,0.48,0.15
HTTP Duration (excl. conn) (ms),77553.01,16999.24,252085.90,24816962.46,21309.72,31017.72,40709.22,52791.38,70646.05,97798.14,121960.99,134279.07,164733.55,34315.89
HTTP Receiving (ms),15071.35,56.18,139784.91,4822833.33,63.98,310.70,1419.64,3562.71,8942.09,17233.59,35099.24,48674.97,107215.44,19766.73
HTTP Sending (ms),0.61,0.14,1.33,194.25,0.16,0.17,0.18,0.22,0.65,0.80,0.99,1.07,1.27,0.31
HTTP Total Time (ms),77553.49,16999.56,252086.27,24817116.28,21310.28,31018.20,40709.28,52791.60,70646.34,97798.71,121961.89,134279.88,164733.65,34315.92
HTTP Waiting (TTFB) (ms),62481.05,7187.41,126389.50,19993934.88,11072.49,21390.73,32370.13,43617.32,58381.96,78628.38,102248.43,109993.93,118067.59,25991.59
Input Sequence Length (tokens),83174.05,418.00,258976.00,26615695.00,421.00,4009.00,23894.00,48411.75,73774.50,112454.00,152177.30,217335.00,247218.37,54821.79
Inter Chunk Latency (ms),270.67,8.02,12752.80,4822830.84,136.90,162.84,184.72,208.74,228.64,254.29,283.24,376.80,1564.57,347.78
Inter Token Latency (ms),15.65,8.27,207.74,5006.45,9.60,10.45,11.08,12.17,13.36,16.11,20.30,22.71,38.75,12.59
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1105.41,6.00,12055.00,353730.00,6.00,20.00,99.80,251.50,632.50,1216.50,2529.60,3707.10,8707.86,1586.68
Output Token Count (tokens),1105.41,6.00,12055.00,353730.00,6.00,20.00,99.80,251.50,632.50,1216.50,2529.60,3707.10,8707.86,1586.68
Output Token Throughput Per User (tokens/sec/user),71.78,4.81,120.95,22968.99,25.86,44.04,49.26,62.07,74.83,82.18,90.24,95.68,104.15,16.74
Prefill Throughput Per User (tokens/sec/user),1635.04,4.79,14393.16,523212.75,8.10,70.34,416.58,704.95,1135.96,1997.25,3337.20,4094.65,7899.34,1689.48
Request Latency (ms),77553.09,16999.31,252085.97,24816988.52,21309.81,31017.80,40709.31,52791.46,70646.13,97798.23,121961.08,134279.16,164733.64,34315.89
Requested OSL (tokens),1105.41,6.00,12055.00,353730.00,6.00,20.00,99.80,251.50,632.50,1216.50,2529.60,3707.10,8707.86,1586.68
Time to First Output Token (ms),72411.25,14586.61,133877.88,10137574.47,18308.41,26879.20,39007.27,51981.75,67794.09,90787.16,114468.33,122122.06,132335.92,28186.07
Time to First Token (ms),62481.74,7188.38,126390.27,19994157.68,11073.12,21391.64,32370.46,43618.14,58382.63,78628.68,102249.18,109994.87,118068.33,25991.58
Time to Second Token (ms),422.75,56.17,3814.22,135279.09,63.98,202.79,211.25,231.55,264.12,354.27,762.95,1502.64,2212.44,460.43
Tokens In Flight (tokens),1553424.50,46543.00,2184590.00,,,,,,1631711.81,,1916908.49,1964305.57,2086437.73,369521.26
Usage Completion Tokens (tokens),1105.41,6.00,12055.00,353730.00,6.00,20.00,99.80,251.50,632.50,1216.50,2529.60,3707.10,8707.86,1586.68
Usage Prompt Tokens (tokens),83174.05,418.00,258976.00,26615695.00,421.00,4009.00,23894.00,48411.75,73774.50,112454.00,152177.30,217335.00,247218.37,54821.79
Usage Total Tokens (tokens),84279.45,439.00,260293.00,26969425.00,440.00,4780.95,25094.10,49172.00,74066.00,113458.00,154239.70,217614.65,248227.14,55154.89

Metric,Value
Benchmark Duration (sec),1414.31
Input Token Throughput (tokens/sec),18818.82
Maximum Response Timestamp (ns),1780442693858107392.00
Minimum Request Timestamp (ns),1780441279545728000.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),250.11
Request Count,320.00
Request Throughput (requests/sec),0.23
Theoretical Prefix Cache Hit (%),94.01
Total Input Sequence Length (tokens),26615695.00
Total Output Sequence Length (tokens),353730.00
Total Output Tokens (tokens),353730.00
Total Token Throughput (tokens/sec),19068.93
Total Usage Completion Tokens (tokens),353730.00
Total Usage Prompt Tokens (tokens),26615695.00
Total Usage Total Tokens (tokens),26969425.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
