Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),105.03,0.00,24454.13,,,,,,104.69,,162.61,187.13,228.39,58.08
Active Decode Throughput Per User (tokens/sec/user),30.47,0.00,12414.75,,,,,,28.75,,45.88,53.42,74.47,27.98
Active Prefill Throughput (tokens/sec),14914.39,805.96,329712.04,,,,,,8838.63,,23445.79,46577.53,115440.54,21542.37
Active Prefill Throughput Per User (tokens/sec/user),8914.76,805.96,201817.27,,,,,,4196.68,,13813.15,35396.63,101503.55,18233.27
Active Total Throughput (tokens/sec),12026.89,26.22,329712.04,,,,,,7538.14,,20937.35,34182.69,109018.16,20158.70
Credit Drop Latency (ms),19.00,2.42,66.44,151.99,2.59,3.25,4.09,6.76,11.13,20.07,42.92,54.68,64.09,20.04
Credit-to-Start Latency (ms),2.80,0.99,95.37,737.18,1.05,1.16,1.20,1.33,1.58,1.74,2.09,6.89,27.90,7.70
E2E Output Token Throughput (tokens/sec/user),16.91,0.08,49.03,4446.87,0.20,0.56,1.55,8.01,16.05,25.53,29.71,33.28,46.67,10.84
Effective Concurrency,5.58,1.00,8.00,,,,,,6.00,,8.00,8.00,8.00,1.54
Effective Decode Concurrency,3.52,0.00,6.00,,,,,,4.00,,5.00,5.00,6.00,1.13
Effective Decode Throughput (tokens/sec),103.89,0.00,24454.13,,,,,,104.32,,162.56,186.95,228.27,58.68
Effective Decode Throughput Per User (tokens/sec/user),30.10,0.00,12414.75,,,,,,28.29,,45.83,52.87,72.54,28.00
Effective Latency (CO-aware) (ms),38770.91,468.32,214776.48,10196750.42,853.62,1180.11,4120.37,11988.27,27338.59,51560.77,86185.65,123085.61,181898.01,38543.95
Effective Prefill Concurrency,2.06,0.00,7.00,,,,,,2.00,,4.00,5.00,6.00,1.59
Effective Prefill Throughput (tokens/sec),11921.80,0.00,329712.04,,,,,,7416.38,,20790.70,34132.12,108942.77,20165.16
Effective Prefill Throughput Per User (tokens/sec/user),7126.00,0.00,201817.27,,,,,,3081.91,,11787.71,22298.94,93124.24,16688.07
Effective Total Throughput (tokens/sec),12026.89,26.22,329712.04,,,,,,7538.14,,20937.35,34182.69,109018.16,20158.70
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,729.33,4.00,5517.00,191813.00,4.62,8.10,10.20,97.50,309.00,965.00,1972.40,2790.60,4900.12,1030.37
HTTP Chunks Sent,1.00,1.00,1.00,263.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.48,0.00,1.29,126.36,0.00,0.00,0.00,0.00,0.64,0.71,1.08,1.17,1.24,0.41
HTTP Connection Overhead (ms),0.55,0.00,1.82,143.37,0.00,0.00,0.00,0.00,0.64,0.71,1.54,1.65,1.80,0.53
HTTP Connection Reused (ratio),0.38,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),181.60,1.61,1369.34,47760.15,1.75,2.63,3.14,24.90,77.35,240.40,489.20,696.19,1210.31,255.19
HTTP Data Sent (KB),322.09,1.72,759.20,84709.56,3.23,93.14,143.46,211.01,338.80,374.44,461.76,718.00,751.79,154.54
HTTP DNS Lookup (ms),0.06,0.00,0.60,17.01,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.49,0.55,0.17
HTTP Duration (excl. conn) (ms),38768.00,466.58,214774.54,10195984.51,851.79,1154.39,4115.05,11986.98,27337.08,51559.25,86183.67,123083.63,181896.06,38544.53
HTTP Receiving (ms),24474.68,25.75,197133.70,6436841.10,64.59,174.59,289.55,3264.18,11866.64,31613.26,63936.64,91675.18,157640.28,33087.74
HTTP Sending (ms),0.75,0.19,1.59,197.61,0.20,0.22,0.23,0.26,0.91,1.02,1.36,1.45,1.53,0.43
HTTP Total Time (ms),38768.55,467.27,214776.19,10196127.88,851.79,1155.95,4115.71,11986.98,27337.08,51559.56,86184.28,123085.14,181897.10,38544.68
HTTP Waiting (TTFB) (ms),14292.57,186.08,89602.05,3758945.80,299.92,519.81,691.80,1344.72,9194.51,18931.53,36248.02,54463.10,75550.80,17197.23
Input Sequence Length (tokens),82856.60,433.00,195263.00,21791286.00,792.16,23884.80,37022.40,53964.50,87411.00,96461.00,117895.00,184711.20,193479.18,39741.90
Inter Chunk Latency (ms),37.55,0.00,14598.99,6436337.74,12.22,18.50,21.61,26.99,27.89,35.84,54.22,59.66,89.65,86.95
Inter Token Latency (ms),38.73,5.15,344.13,10186.16,12.92,18.62,23.98,28.28,32.53,38.18,49.50,74.55,170.67,30.17
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
