Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),51.94,1.12,6576.22,,,,,,25.99,,130.32,199.65,403.25,73.14
Active Decode Throughput Per User (tokens/sec/user),2.76,0.05,1096.04,,,,,,1.28,,5.38,12.54,24.30,5.17
Active Prefill Throughput (tokens/sec),9767.30,355.52,342550.98,,,,,,6505.93,,14799.12,26340.10,97721.19,18375.37
Active Prefill Throughput Per User (tokens/sec/user),3392.96,355.52,187565.48,,,,,,1545.05,,4432.04,6816.30,57278.46,9248.54
Active Total Throughput (tokens/sec),9425.41,1.52,342650.19,,,,,,6348.87,,14909.50,26006.34,92870.00,18115.06
Credit Drop Latency (ms),1.86,0.95,2.67,5.58,0.97,1.05,1.15,1.46,1.96,2.32,2.53,2.60,2.65,0.71
Credit-to-Start Latency (ms),4.41,0.97,95.18,838.69,1.02,1.18,1.26,1.37,1.57,1.96,8.20,14.91,53.76,10.73
E2E Output Token Throughput (tokens/sec/user),3.71,0.12,38.96,704.72,0.16,0.32,0.82,1.27,1.94,3.55,6.58,17.45,26.47,5.50
Effective Concurrency,25.83,1.00,34.00,,,,,,29.00,,33.00,34.00,34.00,8.34
Effective Decode Concurrency,22.20,0.00,32.00,,,,,,24.00,,29.00,30.00,31.00,7.37
Effective Decode Throughput (tokens/sec),51.92,0.00,6576.22,,,,,,25.98,,130.32,199.61,403.25,73.13
Effective Decode Throughput Per User (tokens/sec/user),2.76,0.00,1096.04,,,,,,1.28,,5.38,12.54,24.30,5.17
Effective Latency (CO-aware) (ms),247474.06,2057.50,1477203.50,47020071.43,3065.94,7325.67,16041.33,68028.75,147118.80,305908.99,624813.00,822340.53,1120748.97,271820.91
Effective Prefill Concurrency,3.63,0.00,12.00,,,,,,3.00,,6.00,7.00,10.00,1.97
Effective Prefill Throughput (tokens/sec),9368.75,0.00,342550.98,,,,,,6297.64,,14799.12,25918.57,92791.27,18100.00
