Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),71.19,0.00,32599.90,,,,,,62.10,,115.00,137.61,526.21,90.01
Active Decode Throughput Per User (tokens/sec/user),6.57,0.00,2506.97,,,,,,5.50,,9.98,11.92,46.43,16.67
Active Prefill Throughput (tokens/sec),6276.35,383.62,99051.41,,,,,,5664.30,,7143.22,11932.19,28126.03,6082.36
Active Prefill Throughput Per User (tokens/sec/user),319.35,185.24,26450.66,,,,,,222.37,,341.29,450.26,1775.32,900.43
Active Total Throughput (tokens/sec),6302.75,4.20,99054.16,,,,,,5755.90,,6904.69,11223.33,28150.86,6079.79
Credit Drop Latency (ms),9.71,0.97,22.58,38.86,0.99,1.11,1.25,1.67,7.66,15.70,19.83,21.20,22.31,8.90
Credit-to-Start Latency (ms),6.41,0.81,104.24,846.69,0.94,1.17,1.24,1.39,1.65,4.88,14.67,22.82,62.45,13.29
E2E Output Token Throughput (tokens/sec/user),1.81,0.01,7.02,238.73,0.02,0.05,0.21,0.44,1.27,2.45,4.61,6.37,6.79,1.79
Effective Concurrency,34.31,1.00,41.00,,,,,,39.00,,41.00,41.00,41.00,9.67
Effective Decode Concurrency,10.93,0.00,16.00,,,,,,11.00,,14.00,14.00,15.00,2.38
Effective Decode Throughput (tokens/sec),70.98,0.00,32599.90,,,,,,61.05,,115.00,137.60,525.48,89.92
Effective Decode Throughput Per User (tokens/sec/user),6.55,0.00,2506.97,,,,,,5.49,,9.98,11.92,46.38,16.64
Effective Latency (CO-aware) (ms),470540.69,41493.21,1618852.67,62111371.07,46697.79,95005.67,184579.91,353298.72,446992.01,546093.95,692241.45,914455.88,1288918.96,241496.56
Effective Prefill Concurrency,23.38,0.00,32.00,,,,,,27.00,,29.00,30.00,31.00,8.05
Effective Prefill Throughput (tokens/sec),6227.66,0.00,99051.41,,,,,,5664.30,,6815.64,11156.44,28126.03,6083.70
Effective Prefill Throughput Per User (tokens/sec/user),316.87,0.00,26450.66,,,,,,221.66,,341.29,429.09,1775.32,897.37
Effective Total Throughput (tokens/sec),6302.75,4.20,99054.16,,,,,,5755.90,,6904.69,11223.33,28150.86,6079.79
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1028.01,5.00,10545.00,135697.00,6.93,13.55,59.20,163.00,415.00,1110.25,2681.80,4410.35,7349.96,1643.70
HTTP Chunks Sent,1.00,1.00,1.00,132.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.96,0.00,5.73,126.23,0.00,0.00,0.00,0.68,1.06,1.19,1.33,1.43,4.54,0.81
HTTP Connection Overhead (ms),1.32,0.00,9.92,174.55,0.00,0.00,0.00,0.69,1.51,1.70,1.88,2.03,6.69,1.28
HTTP Connection Reused (ratio),0.20,0.00,1.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.40
HTTP Data Received (KB),255.84,1.84,2614.89,33770.61,2.32,3.98,15.39,41.05,103.96,275.90,664.36,1095.99,1829.75,407.83
HTTP Data Sent (KB),331.36,9.12,748.89,43738.96,9.38,93.73,124.27,192.88,327.21,436.30,546.43,717.97,746.04,169.75
HTTP DNS Lookup (ms),0.37,0.00,4.19,48.32,0.00,0.00,0.00,0.00,0.44,0.51,0.56,0.61,2.57,0.52
HTTP Duration (excl. conn) (ms),470534.16,41478.37,1618839.45,62110509.39,46686.50,95001.37,184564.95,353297.07,446990.42,546092.28,692240.02,914447.47,1288908.18,241498.73
HTTP Receiving (ms),149928.57,222.58,1579087.22,19790571.03,291.85,815.38,6201.11,28158.49,57813.50,168909.77,380610.58,659601.12,1020385.06,230706.53
HTTP Sending (ms),1.24,0.12,6.03,164.13,0.22,0.25,0.26,0.96,1.34,1.51,1.69,1.80,4.79,0.81
HTTP Total Time (ms),470535.48,41485.50,1618841.33,62110683.94,46688.38,95003.10,184566.93,353297.46,446992.18,546093.60,692241.61,914449.18,1288909.13,241498.56
HTTP Waiting (TTFB) (ms),320604.35,1205.31,477585.49,42319774.23,4042.21,11502.35,45377.89,270284.93,389379.57,418154.96,444179.15,449746.62,461010.82,139827.67
Input Sequence Length (tokens),85402.27,2350.00,194540.00,11273100.00,2371.84,23922.00,31774.60,49777.00,84601.50,112452.00,141084.80,185540.55,193849.68,43944.24
Inter Chunk Latency (ms),157.02,0.00,9127.33,19790172.03,1.08,1.73,3.29,58.53,66.69,126.25,324.62,829.15,1564.34,305.88
Inter Token Latency (ms),163.17,42.12,668.49,21538.90,51.69,62.80,68.27,102.73,140.58,210.39,257.42,350.88,433.97,90.98
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1030.72,5.00,10571.00,136055.00,6.93,13.55,60.10,163.75,416.00,1113.00,2689.40,4422.20,7368.79,1647.41
