Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),131.25,0.00,36750.34,,,,,,109.75,,223.92,255.43,345.17,79.90
Active Decode Throughput Per User (tokens/sec/user),78.47,0.00,36750.34,,,,,,82.35,,112.44,133.43,159.81,46.52
Active Prefill Throughput (tokens/sec),121726.95,3275.04,292903.89,,,,,,132405.88,,170884.17,194476.02,252053.64,52564.15
Active Prefill Throughput Per User (tokens/sec/user),115497.95,3275.04,200273.10,,,,,,126017.92,,167368.64,185527.49,197200.95,50630.22
Active Total Throughput (tokens/sec),17979.63,49.05,292983.80,,,,,,152.70,,104221.00,150329.87,186846.03,47512.91
Credit Drop Latency (ms),7.90,1.57,19.10,55.28,1.59,1.67,1.77,1.99,4.58,13.03,17.68,18.39,18.96,6.83
Credit-to-Start Latency (ms),1.89,0.72,84.75,696.49,0.93,1.04,1.10,1.22,1.43,1.69,1.83,2.07,10.07,4.63
E2E Output Token Throughput (tokens/sec/user),55.64,4.84,111.39,20530.36,6.13,9.69,11.42,35.18,63.89,75.43,84.82,89.09,97.78,26.82
Effective Concurrency,1.53,0.00,4.00,,,,,,1.00,,3.00,3.00,4.00,1.02
Effective Decode Concurrency,1.39,0.00,4.00,,,,,,1.00,,3.00,3.00,4.00,1.00
Effective Decode Throughput (tokens/sec),107.31,0.00,36750.34,,,,,,100.69,,215.14,242.64,319.83,86.74
Effective Decode Throughput Per User (tokens/sec/user),62.56,0.00,36750.34,,,,,,67.58,,109.87,126.66,147.71,52.16
Effective Latency (CO-aware) (ms),7446.06,252.92,118401.23,2747595.11,374.05,561.08,621.36,1006.52,2844.17,7307.63,18475.40,30536.86,72503.46,13286.96
Effective Prefill Concurrency,0.14,0.00,3.00,,,,,,0.00,,1.00,1.00,2.00,0.39
Effective Prefill Throughput (tokens/sec),14825.56,0.00,292903.89,,,,,,0.00,,67337.49,143548.19,184177.51,43833.64
Effective Prefill Throughput Per User (tokens/sec/user),14066.91,0.00,200273.10,,,,,,0.00,,65375.87,138592.75,169162.42,41701.67
Effective Total Throughput (tokens/sec),14933.77,0.00,292983.80,,,,,,139.47,,67337.49,143709.13,184177.51,43823.88
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,522.61,2.00,8704.00,192843.00,2.00,2.00,4.00,18.00,182.00,552.00,1407.40,2070.00,4966.28,978.44
HTTP Chunks Sent,1.00,1.00,1.00,369.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.39,0.00,1.22,144.92,0.00,0.00,0.00,0.00,0.60,0.64,0.69,0.92,1.18,0.35
HTTP Connection Overhead (ms),0.42,0.00,1.79,154.12,0.00,0.00,0.00,0.00,0.60,0.64,0.69,1.16,1.73,0.41
HTTP Connection Reused (ratio),0.42,0.00,1.00,156.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),130.38,1.11,2147.90,48109.30,1.12,1.12,1.61,5.08,45.89,137.95,349.47,514.65,1237.07,242.54
HTTP Data Sent (KB),280.64,1.72,513.13,103554.40,2.11,81.51,105.69,194.50,307.75,371.58,406.85,423.47,477.40,115.52
