Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),136.77,0.00,62425.28,,,,,,133.45,,199.60,214.55,265.09,117.66
Active Decode Throughput Per User (tokens/sec/user),22.90,0.00,8627.81,,,,,,23.33,,27.84,29.45,31.23,23.41
Active Prefill Throughput (tokens/sec),12333.35,99.92,301103.68,,,,,,11791.92,,16970.70,17629.41,44221.46,8533.57
Active Prefill Throughput Per User (tokens/sec/user),463.54,99.92,301103.68,,,,,,285.97,,411.66,428.94,2605.27,4904.99
Active Total Throughput (tokens/sec),12304.74,16.57,301103.68,,,,,,11908.99,,17116.68,17766.16,44400.20,8590.86
Credit Drop Latency (ms),7.79,1.19,20.68,70.15,1.24,1.46,1.73,2.47,5.13,9.86,18.18,19.43,20.43,6.71
Credit-to-Start Latency (ms),4.78,1.10,103.92,1252.11,1.18,1.24,1.29,1.44,1.65,2.10,10.05,19.18,55.17,10.93
E2E Output Token Throughput (tokens/sec/user),3.46,0.02,23.20,906.17,0.03,0.07,0.28,0.61,1.75,4.48,9.43,12.99,21.35,4.39
Effective Concurrency,42.36,1.00,52.00,,,,,,47.00,,49.00,50.00,52.00,10.93
Effective Decode Concurrency,5.94,0.00,10.00,,,,,,6.00,,8.00,8.00,9.00,1.46
Effective Decode Throughput (tokens/sec),136.74,0.00,62425.28,,,,,,133.45,,199.60,214.55,265.09,117.67
Effective Decode Throughput Per User (tokens/sec/user),22.89,0.00,8627.81,,,,,,23.33,,27.84,29.45,31.23,23.41
Effective Latency (CO-aware) (ms),295469.83,13277.33,583626.01,77413094.65,20293.04,48258.58,179685.94,242476.32,310051.11,352940.22,397583.85,434199.04,544473.22,102475.52
Effective Prefill Concurrency,36.42,0.00,48.00,,,,,,40.00,,44.00,45.00,47.00,10.67
Effective Prefill Throughput (tokens/sec),12166.69,0.00,301103.68,,,,,,11777.75,,16970.70,17629.41,44221.46,8594.51
Effective Prefill Throughput Per User (tokens/sec/user),457.27,0.00,301103.68,,,,,,284.07,,411.66,428.94,2605.27,4872.03
Effective Total Throughput (tokens/sec),12304.74,16.57,301103.68,,,,,,11908.99,,17116.68,17766.16,44400.20,8590.86
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,947.41,5.00,10569.00,248221.00,7.22,15.20,74.60,157.00,405.00,1138.25,2430.90,3612.55,6595.85,1391.84
HTTP Chunks Sent,1.00,1.00,1.00,262.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.70,0.00,1.56,182.25,0.00,0.00,0.00,0.60,0.69,1.07,1.16,1.20,1.38,0.43
HTTP Connection Overhead (ms),0.87,0.00,2.10,228.18,0.00,0.00,0.00,0.60,0.69,1.49,1.62,1.72,1.91,0.62
HTTP Connection Reused (ratio),0.23,0.00,1.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.42
HTTP Data Received (KB),242.00,2.01,2705.67,63403.04,2.56,4.52,19.00,39.11,101.72,291.54,623.09,929.84,1702.48,358.09
HTTP Data Sent (KB),330.62,2.00,764.26,86621.62,8.90,79.34,107.33,193.11,341.94,439.24,553.41,695.13,756.31,176.23
HTTP DNS Lookup (ms),0.18,0.00,0.67,45.93,0.00,0.00,0.00,0.00,0.00,0.41,0.46,0.52,0.57,0.22
HTTP Duration (excl. conn) (ms),295464.92,13266.32,583609.02,77411808.42,20282.19,48240.75,179683.68,242474.67,310021.38,352938.34,397582.45,434197.22,544471.12,102478.37
HTTP Receiving (ms),41464.22,144.05,409841.58,10863626.20,216.10,692.08,2807.20,6456.50,20468.92,49354.22,103449.13,163545.93,283615.67,58531.94
HTTP Sending (ms),1.07,0.29,2.05,281.60,0.31,0.32,0.35,0.94,1.10,1.45,1.54,1.61,1.78,0.45
HTTP Total Time (ms),295465.79,13267.92,583609.70,77412036.60,20283.85,48242.45,179683.83,242475.06,310021.38,352939.54,397583.07,434197.30,544472.72,102478.23
HTTP Waiting (TTFB) (ms),253999.62,267.01,390518.58,66547900.62,6680.57,20786.00,120173.57,216021.21,282195.43,317435.72,346106.64,351243.75,364625.94,90750.41
Input Sequence Length (tokens),84861.50,466.00,196007.00,22233713.00,2317.61,20639.65,27245.50,49257.00,87690.00,112791.75,142597.80,178783.55,193972.93,45311.07
Inter Chunk Latency (ms),43.80,0.00,13382.54,10863472.91,15.69,33.07,33.97,36.07,37.72,38.41,38.94,40.01,79.25,169.57
Inter Token Latency (ms),43.79,29.60,158.98,11473.51,33.65,35.75,36.24,38.04,40.21,45.25,53.71,59.62,104.31,12.73
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),963.91,5.00,10571.00,252544.00,7.83,15.20,74.60,157.00,411.50,1164.75,2488.50,3653.05,6703.86,1417.21
Output Token Count (tokens),963.91,5.00,10571.00,252544.00,7.83,15.20,74.60,157.00,411.50,1164.75,2488.50,3653.05,6703.86,1417.21
Output Token Throughput Per User (tokens/sec/user),23.82,6.29,33.78,6241.85,9.74,16.77,18.62,22.10,24.87,26.29,27.60,27.97,29.71,3.85
Prefill Throughput Per User (tokens/sec/user),2477.29,1.61,301103.70,649050.61,8.66,69.01,100.30,187.49,324.20,475.66,789.27,4209.58,42008.07,20119.86
Request Latency (ms),295464.46,13266.44,583609.15,77411689.28,20282.32,48240.87,179683.81,242474.79,310021.50,352938.46,397582.58,434197.36,544471.27,102478.35
Requested OSL (tokens),963.91,5.00,10571.00,252544.00,7.83,15.20,74.60,157.00,411.50,1164.75,2488.50,3653.05,6703.86,1417.21
Time to First Output Token (ms),263668.77,14049.31,388655.24,42714340.25,20207.75,36436.68,131174.16,224665.53,292047.91,325484.84,357887.38,365362.87,378795.88,90677.13
Time to First Token (ms),254000.83,268.74,390519.02,66548216.37,6682.33,20787.88,120175.23,216022.75,282196.33,317436.77,346107.21,351244.82,364627.03,90750.28
Time to Second Token (ms),326.26,0.11,10837.07,85481.13,6.57,30.50,31.64,32.88,34.53,36.01,53.29,1579.16,7389.51,1351.58
Tokens In Flight (tokens),3693169.03,112505.91,4656203.12,,,,,,4120046.11,,4375309.31,4482143.22,4654170.53,1048748.99
Usage Completion Tokens (tokens),963.91,5.00,10571.00,252544.00,7.83,15.20,74.60,157.00,411.50,1164.75,2488.50,3653.05,6703.86,1417.21
Usage Prompt Tokens (tokens),84861.50,466.00,196007.00,22233713.00,2317.61,20639.65,27245.50,49257.00,87690.00,112791.75,142597.80,178783.55,193972.93,45311.07
Usage Total Tokens (tokens),85825.41,490.00,196384.00,22486257.00,2330.00,20770.10,28264.10,50055.00,88475.50,114713.50,144326.80,183185.55,194372.86,45625.80

Metric,Value
Benchmark Duration (sec),1827.43
Input Token Throughput (tokens/sec),12166.69
Maximum Response Timestamp (ns),1780510194778986240.00
Minimum Request Timestamp (ns),1780508367353620480.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),138.20
Request Count,262.00
Request Throughput (requests/sec),0.14
Theoretical Prefix Cache Hit (%),94.96
Total Input Sequence Length (tokens),22233713.00
Total Output Sequence Length (tokens),252544.00
Total Output Tokens (tokens),252544.00
Total Token Throughput (tokens/sec),12304.88
Total Usage Completion Tokens (tokens),252544.00
Total Usage Prompt Tokens (tokens),22233713.00
Total Usage Total Tokens (tokens),22486257.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
