Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),477.52,0.00,6144.12,,,,,,473.97,,621.38,678.78,782.04,121.30
Active Decode Throughput Per User (tokens/sec/user),33.70,0.00,1191.70,,,,,,33.54,,43.33,46.66,56.10,13.92
Active Prefill Throughput (tokens/sec),113695.06,75.15,390934.37,,,,,,122338.68,,192638.90,233625.39,282933.65,63016.53
Active Prefill Throughput Per User (tokens/sec/user),84617.18,75.15,170725.07,,,,,,93454.00,,147734.55,152439.34,160030.53,52545.92
Active Total Throughput (tokens/sec),46546.07,43.70,391329.05,,,,,,595.94,,148040.23,171572.13,255077.37,68712.47
Inter Token Latency (error-adjusted) (ms),,0.00,,,17.34,19.61,21.25,24.29,28.06,33.50,41.85,50.19,97.55,
Request Latency (error-adjusted) (ms),,351.47,,,606.37,965.47,1952.60,5250.08,12435.92,30181.13,69099.55,104078.28,225129.74,
Time to First Token (error-adjusted) (ms),,62.73,,,100.74,321.98,392.91,513.34,732.75,1212.16,2635.16,4133.75,12107.20,
Credit Drop Latency (ms),16.30,1.33,134.69,586.94,1.41,1.60,1.87,2.37,4.30,8.34,39.78,95.02,126.93,30.99
Credit-to-Start Latency (ms),2.04,0.55,134.98,2133.27,0.74,0.84,0.92,1.06,1.25,1.46,1.72,2.54,18.14,7.00
E2E Output Token Throughput (tokens/sec/user),29.53,0.59,55.01,30830.38,3.14,8.63,12.99,23.47,31.04,37.35,41.24,45.36,50.73,10.73
Effective Concurrency,15.48,1.00,27.00,,,,,,15.00,,21.00,22.00,24.00,3.90
Effective Decode Concurrency,14.72,0.00,24.00,,,,,,15.00,,20.00,21.00,23.00,3.86
Effective Decode Throughput (tokens/sec),474.51,0.00,6144.12,,,,,,472.35,,620.01,678.75,782.04,126.69
Effective Decode Throughput Per User (tokens/sec/user),33.49,0.00,1191.70,,,,,,33.46,,43.30,46.66,55.75,14.13
Effective Latency (CO-aware) (ms),26986.89,3.34,453286.00,28201298.83,605.06,966.39,1935.95,5245.98,12430.21,30088.89,68216.58,102957.86,214253.28,42362.61
Effective Prefill Concurrency,0.76,0.00,10.00,,,,,,0.00,,2.00,3.00,7.00,1.37
Effective Prefill Throughput (tokens/sec),46059.49,0.00,390934.37,,,,,,0.00,,147547.00,171027.88,254531.05,68731.38
Effective Prefill Throughput Per User (tokens/sec/user),34279.62,0.00,170725.07,,,,,,0.00,,136460.57,145964.08,155541.17,53330.13
Effective Total Throughput (tokens/sec),46546.07,43.70,391329.05,,,,,,595.94,,148040.23,171572.13,255077.37,68712.47
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,43.92,2.00,635.00,45850.00,2.00,2.00,2.00,9.00,19.00,50.00,110.70,168.55,334.82,68.02
HTTP Chunks Sent,1.00,1.00,1.00,1044.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.33,0.00,2.44,340.32,0.00,0.00,0.00,0.00,0.38,0.51,0.66,0.77,0.96,0.29
HTTP Connection Overhead (ms),0.36,0.00,2.44,379.52,0.00,0.00,0.00,0.00,0.38,0.51,0.87,1.12,1.36,0.36
HTTP Connection Reused (ratio),0.37,0.00,1.00,384.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.48
HTTP Data Received (KB),15.77,1.16,218.64,16466.08,1.17,1.20,1.25,3.64,7.29,18.04,38.64,58.41,117.26,23.52
HTTP Data Sent (KB),317.58,1.45,1019.50,331554.35,1.81,114.04,155.32,207.34,296.44,401.36,491.10,577.24,926.36,160.53
HTTP DNS Lookup (ms),0.04,0.00,0.63,39.20,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.37,0.43,0.11
HTTP Duration (excl. conn) (ms),27010.61,351.39,453284.60,28199080.50,611.85,965.48,1956.70,5248.73,12432.47,30111.08,68225.74,102996.08,214261.44,42374.70
