Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),244.17,0.00,1912.27,,,,,,234.85,,375.48,437.12,533.27,109.92
Active Decode Throughput Per User (tokens/sec/user),83.20,0.00,789.06,,,,,,86.53,,110.01,117.71,165.00,28.01
Active Prefill Throughput (tokens/sec),19799.74,32.37,208705.33,,,,,,19590.87,,26462.01,27044.03,60758.01,9423.55
Active Prefill Throughput Per User (tokens/sec/user),451.95,32.37,206771.64,,,,,,339.73,,464.67,482.76,2016.48,3582.57
Active Total Throughput (tokens/sec),19853.41,88.38,208705.33,,,,,,19798.67,,26735.36,27275.98,60874.01,9565.16
Credit Drop Latency (ms),3.63,0.47,13.38,32.66,0.50,0.66,0.86,1.42,1.67,3.63,8.49,10.94,12.89,3.95
Credit-to-Start Latency (ms),5.55,0.45,981.29,1971.95,0.48,0.54,0.58,0.66,0.83,1.19,5.26,12.26,43.49,52.34
E2E Output Token Throughput (tokens/sec/user),5.02,0.02,91.74,1782.88,0.03,0.18,0.34,0.68,2.14,5.33,12.87,18.75,31.94,8.76
Effective Concurrency,55.69,1.00,66.00,,,,,,61.00,,64.00,65.00,66.00,14.21
Effective Decode Concurrency,2.98,0.00,8.00,,,,,,3.00,,5.00,5.00,6.00,1.26
Effective Decode Throughput (tokens/sec),241.77,0.00,1912.27,,,,,,232.52,,375.35,436.14,533.26,111.41
Effective Decode Throughput Per User (tokens/sec/user),82.17,0.00,789.06,,,,,,85.90,,109.97,117.69,164.99,29.31
Effective Latency (CO-aware) (ms),277422.98,14709.94,546086.54,98485159.23,17175.85,64870.86,190791.55,224306.96,275076.90,330392.41,385169.55,426208.40,478882.67,93565.66
Effective Prefill Concurrency,52.71,0.00,64.00,,,,,,58.00,,62.00,63.00,64.00,14.22
Effective Prefill Throughput (tokens/sec),19610.23,0.00,208705.33,,,,,,19590.87,,26462.01,27041.53,60758.01,9574.43
Effective Prefill Throughput Per User (tokens/sec/user),447.63,0.00,206771.64,,,,,,339.07,,464.67,482.76,2016.48,3565.65
Effective Total Throughput (tokens/sec),19853.41,88.38,208705.33,,,,,,19798.67,,26735.36,27275.98,60874.01,9565.16
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,62.02,2.00,747.00,22017.00,2.00,4.00,6.00,10.50,28.00,67.50,147.40,261.30,513.26,98.83
HTTP Chunks Sent,1.00,1.00,1.00,355.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.31,0.00,1.11,109.65,0.00,0.00,0.00,0.00,0.33,0.46,0.52,0.57,0.78,0.21
HTTP Connection Overhead (ms),0.37,0.00,1.37,130.73,0.00,0.00,0.00,0.00,0.33,0.63,0.72,0.78,1.06,0.28
HTTP Connection Reused (ratio),0.25,0.00,1.00,90.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.44
HTTP Data Received (KB),21.29,1.12,248.89,7557.70,1.14,1.85,2.51,4.02,9.96,23.08,48.82,87.71,173.33,33.00
