Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),103.74,0.00,19253.43,,,,,,90.61,,180.02,180.97,188.62,49.74
Active Decode Throughput Per User (tokens/sec/user),81.89,0.00,19253.43,,,,,,88.85,,92.50,93.92,125.96,32.24
Active Prefill Throughput (tokens/sec),27931.19,1376.71,192606.03,,,,,,14763.13,,77096.56,87513.47,101093.66,30435.13
Active Prefill Throughput Per User (tokens/sec/user),24316.48,688.35,192606.03,,,,,,10199.50,,72451.05,85109.79,101093.66,29443.62
Active Total Throughput (tokens/sec),10119.51,30.85,192606.03,,,,,,90.96,,36988.01,69046.90,96157.16,22608.16
Credit Drop Latency (ms),14.81,1.95,92.55,207.39,2.42,4.32,5.86,7.29,8.20,12.76,14.24,41.77,82.39,21.82
Credit-to-Start Latency (ms),3.11,0.82,94.34,646.74,0.90,0.99,1.07,1.19,1.33,1.52,2.14,16.82,26.32,7.97
E2E Output Token Throughput (tokens/sec/user),46.49,0.86,88.91,9670.91,1.48,4.94,11.31,26.89,47.46,66.32,80.47,84.03,86.44,24.57
Effective Concurrency,1.25,0.00,7.00,,,,,,1.00,,3.00,4.00,6.00,1.32
Effective Decode Concurrency,0.82,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.71
Effective Decode Throughput (tokens/sec),67.06,0.00,19253.43,,,,,,86.55,,176.35,180.47,183.81,63.45
Effective Decode Throughput Per User (tokens/sec/user),52.44,0.00,19253.43,,,,,,83.59,,92.03,92.73,106.86,47.01
Effective Latency (CO-aware) (ms),10828.08,286.93,116326.87,2252241.31,565.15,965.66,1817.68,3165.53,5199.56,9753.18,25674.24,46056.28,94158.78,17257.02
Effective Prefill Concurrency,0.43,0.00,7.00,,,,,,0.00,,2.00,2.00,4.00,0.93
Effective Prefill Throughput (tokens/sec),7211.10,0.00,192606.03,,,,,,0.00,,22916.72,58230.09,91439.81,19711.93
Effective Prefill Throughput Per User (tokens/sec/user),6277.87,0.00,192606.03,,,,,,0.00,,16239.74,51725.75,88827.56,18359.24
Effective Total Throughput (tokens/sec),7278.39,0.00,192606.03,,,,,,88.11,,22947.57,58230.09,91524.84,19705.45
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,580.23,6.00,9343.00,120687.00,6.14,10.75,25.90,102.50,202.00,430.50,1066.30,2664.50,6791.68,1257.92
HTTP Chunks Sent,1.00,1.00,1.00,208.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.34,0.00,6.03,70.19,0.00,0.00,0.00,0.00,0.00,0.65,0.76,1.11,2.79,0.64
HTTP Connection Overhead (ms),0.37,0.00,6.03,76.10,0.00,0.00,0.00,0.00,0.00,0.65,0.76,1.56,2.79,0.73
HTTP Connection Reused (ratio),0.63,0.00,1.00,132.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.48
HTTP Data Received (KB),142.88,2.06,2288.28,29719.89,2.11,3.25,6.96,25.77,50.17,105.96,262.34,653.08,1666.95,308.29
HTTP Data Sent (KB),246.14,1.62,858.94,51197.96,8.67,72.82,106.09,154.80,233.63,267.56,377.27,466.22,855.06,159.91
HTTP DNS Lookup (ms),0.03,0.00,2.08,5.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.17
HTTP Duration (excl. conn) (ms),10824.87,276.62,116306.20,2251573.95,508.24,962.78,1816.09,3163.85,5198.00,9751.55,25667.88,46054.95,94156.77,17256.36
HTTP Receiving (ms),7061.22,54.58,110285.18,1468734.57,65.13,122.46,282.87,1271.88,2672.64,5461.95,12573.93,31141.77,82083.14,15026.96
HTTP Sending (ms),0.58,0.15,6.19,119.91,0.16,0.19,0.20,0.22,0.26,0.91,1.06,1.38,2.90,0.64
HTTP Total Time (ms),10825.24,276.62,116306.20,2251650.05,508.29,963.17,1817.28,3164.50,5198.64,9752.02,25667.88,46054.95,94156.77,17256.38
HTTP Waiting (TTFB) (ms),3763.07,126.41,53406.34,782719.47,262.22,501.47,617.84,813.42,1438.48,2874.74,7193.05,16086.79,38249.18,7227.23
Input Sequence Length (tokens),62412.12,398.00,218218.00,12981720.00,2216.90,18602.15,26860.20,39329.75,59228.50,67827.00,95860.30,118774.60,217222.18,40666.64
Inter Chunk Latency (ms),12.21,0.00,1359.05,1468732.85,7.09,10.71,10.86,11.06,11.28,11.48,12.19,12.97,20.78,20.71
Inter Token Latency (ms),12.81,9.37,56.96,2664.84,10.81,10.90,11.01,11.19,11.52,12.67,15.14,17.63,32.19,4.52
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),583.42,6.00,9379.00,121351.00,6.21,10.75,25.90,102.75,202.00,430.75,1066.30,2674.85,6832.38,1263.46
Output Token Count (tokens),583.42,6.00,9379.00,121351.00,6.21,10.75,25.90,102.75,202.00,430.75,1066.30,2674.85,6832.38,1263.46
Output Token Throughput Per User (tokens/sec/user),81.97,17.56,106.69,17048.74,31.09,56.71,66.06,78.93,86.78,89.38,90.86,91.78,92.51,12.68
Prefill Throughput Per User (tokens/sec/user),47130.21,498.15,192605.97,9803084.07,903.35,1645.95,4212.30,15278.32,41809.74,72542.24,87907.72,96638.43,185641.52,36476.39
Request Latency (ms),10824.97,276.73,116306.29,2251594.57,508.33,962.89,1816.18,3163.96,5198.11,9751.66,25667.98,46055.05,94156.89,17256.36
Requested OSL (tokens),583.42,6.00,9379.00,121351.00,6.21,10.75,25.90,102.75,202.00,430.75,1066.30,2674.85,6832.38,1263.46
Time to First Output Token (ms),3763.76,126.76,53406.66,782861.72,262.65,502.65,618.67,814.45,1439.08,2875.03,7193.42,16087.61,38249.56,7227.32
Time to First Token (ms),3763.76,126.76,53406.66,782861.72,262.65,502.65,618.67,814.45,1439.08,2875.03,7193.42,16087.61,38249.56,7227.32
Time to Second Token (ms),15.29,0.25,562.58,3181.21,5.56,6.69,7.35,9.00,10.24,11.78,14.09,16.84,61.16,42.73
Tokens In Flight (tokens),87327.45,0.00,290246.24,,,,,,68417.82,,215244.13,250876.00,287410.77,80821.86
Usage Completion Tokens (tokens),583.42,6.00,9379.00,121351.00,6.21,10.75,25.90,102.75,202.00,430.75,1066.30,2674.85,6832.38,1263.46
Usage Prompt Tokens (tokens),62412.12,398.00,218218.00,12981720.00,2216.90,18602.15,26860.20,39329.75,59228.50,67827.00,95860.30,118774.60,217222.18,40666.64
Usage Total Tokens (tokens),62995.53,418.00,218599.00,13103071.00,2240.27,18864.90,26958.80,39539.25,60079.00,68153.00,99330.70,118982.00,217717.66,40820.20

Metric,Value
Benchmark Duration (sec),1800.24
Input Token Throughput (tokens/sec),7211.10
Maximum Response Timestamp (ns),1780469577000023552.00
Minimum Request Timestamp (ns),1780467776757481984.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),67.41
Request Count,208.00
Request Throughput (requests/sec),0.12
Theoretical Prefix Cache Hit (%),91.92
Total Input Sequence Length (tokens),12981720.00
Total Output Sequence Length (tokens),121351.00
Total Output Tokens (tokens),121351.00
Total Token Throughput (tokens/sec),7278.50
Total Usage Completion Tokens (tokens),121351.00
Total Usage Prompt Tokens (tokens),12981720.00
Total Usage Total Tokens (tokens),13103071.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
