Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),264.77,0.00,86336.00,,,,,,278.58,,376.36,407.84,443.69,166.02
Active Decode Throughput Per User (tokens/sec/user),9.45,0.00,14389.33,,,,,,9.08,,11.71,12.35,14.55,28.99
Active Prefill Throughput (tokens/sec),55084.99,150.16,301069.74,,,,,,48576.16,,102414.01,124955.35,173667.52,37361.44
Active Prefill Throughput Per User (tokens/sec/user),29959.19,150.16,204133.76,,,,,,24693.04,,59548.62,77300.37,110033.47,23209.96
Active Total Throughput (tokens/sec),35989.80,6.04,301307.16,,,,,,24991.52,,91316.01,111680.77,161880.15,39957.39
Credit Drop Latency (ms),13.27,0.96,51.55,212.24,1.11,1.70,2.08,2.77,4.90,18.19,40.05,49.14,51.07,16.15
Credit-to-Start Latency (ms),2.68,1.09,87.96,1995.30,1.17,1.28,1.34,1.46,1.64,1.90,2.23,5.78,34.13,5.89
E2E Output Token Throughput (tokens/sec/user),8.49,0.32,15.21,6313.92,0.73,2.76,4.38,7.16,9.12,10.20,11.31,12.18,13.79,2.72
Effective Concurrency,30.30,1.00,41.00,,,,,,32.00,,37.00,38.00,40.00,6.56
Effective Decode Concurrency,28.69,0.00,40.00,,,,,,30.00,,35.00,36.00,38.00,6.55
Effective Decode Throughput (tokens/sec),264.69,0.00,86336.00,,,,,,278.58,,376.36,407.84,443.69,166.06
Effective Decode Throughput Per User (tokens/sec/user),9.45,0.00,14389.33,,,,,,9.08,,11.71,12.35,14.55,28.99
Effective Latency (CO-aware) (ms),74395.67,1241.39,1142389.79,55350375.68,1775.65,3332.18,7794.54,16203.06,34233.07,88619.83,177272.32,275724.62,575540.70,110338.87
Effective Prefill Concurrency,1.61,0.00,11.00,,,,,,1.00,,4.00,5.00,8.00,1.90
Effective Prefill Throughput (tokens/sec),35720.21,0.00,301069.74,,,,,,24693.04,,91044.47,111403.27,161541.54,39960.97
Effective Prefill Throughput Per User (tokens/sec/user),19427.23,0.00,204133.76,,,,,,13682.31,,49347.16,65110.65,97496.93,23535.75
Effective Total Throughput (tokens/sec),35989.80,6.04,301307.16,,,,,,24991.52,,91316.01,111680.77,161880.15,39957.39
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,647.68,5.00,9999.00,481872.00,6.00,12.00,45.40,130.00,286.00,779.75,1562.10,2445.15,4925.02,980.52
HTTP Chunks Sent,1.00,1.00,1.00,744.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.53,0.00,1.53,393.84,0.00,0.00,0.00,0.00,0.68,0.76,1.17,1.24,1.35,0.45
HTTP Connection Overhead (ms),0.62,0.00,2.20,458.81,0.00,0.00,0.00,0.00,0.68,0.76,1.62,1.72,1.88,0.60
HTTP Connection Reused (ratio),0.38,0.00,1.00,285.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),173.80,2.16,2670.12,129309.39,2.42,4.04,12.97,35.63,77.36,209.07,417.94,653.08,1315.49,261.72
HTTP Data Sent (KB),300.73,1.33,851.24,223740.16,1.65,83.00,127.55,174.82,269.54,397.55,531.53,635.85,796.42,164.76
HTTP DNS Lookup (ms),0.09,0.00,0.67,64.97,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.49,0.55,0.18
HTTP Duration (excl. conn) (ms),74392.85,1239.95,1142376.24,55348282.25,1773.27,3330.52,7792.89,16201.51,34231.52,88618.39,177270.32,275721.85,575537.48,110337.93
HTTP Receiving (ms),70445.78,178.54,1132754.76,52411661.72,418.36,985.45,4620.24,12971.65,31723.98,85710.38,173354.44,269903.17,540793.84,108826.89
HTTP Sending (ms),0.91,0.30,1.97,675.60,0.31,0.32,0.33,0.38,1.05,1.18,1.56,1.65,1.78,0.47
HTTP Total Time (ms),74393.47,1239.95,1142378.05,55348741.07,1774.47,3331.17,7794.49,16202.18,34231.87,88619.97,177271.02,275721.96,575538.22,110338.07
HTTP Waiting (TTFB) (ms),3946.16,246.31,62804.48,2935944.94,464.80,857.64,1056.34,1701.62,2544.58,4054.23,6707.10,9230.62,32402.40,6376.33
Input Sequence Length (tokens),87709.66,405.00,247882.00,65255989.00,410.00,23887.00,37038.30,50808.50,78684.50,116259.75,155451.90,184773.05,232932.41,48066.68
Inter Chunk Latency (ms),108.93,0.00,75768.23,52409801.51,0.56,52.85,54.21,57.19,59.80,62.19,65.84,112.51,1039.29,783.36
Inter Token Latency (ms),117.91,35.71,2069.69,87722.84,57.72,62.05,69.68,84.46,98.27,114.69,151.49,220.01,526.78,118.04
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),662.96,5.00,10571.00,493239.00,6.00,12.00,45.40,130.00,286.00,789.50,1633.50,2483.60,5563.73,1032.14
Output Token Count (tokens),662.96,5.00,10571.00,493239.00,6.00,12.00,45.40,130.00,286.00,789.50,1633.50,2483.60,5563.73,1032.14
Output Token Throughput Per User (tokens/sec/user),10.31,0.48,28.00,7668.45,1.90,4.55,6.60,8.72,10.18,11.84,14.35,16.12,17.33,3.19
Prefill Throughput Per User (tokens/sec/user),37605.10,150.16,204133.77,27978196.67,461.49,4709.37,9707.93,16743.43,30237.86,48853.04,76951.06,96691.13,133843.13,29247.82
Request Latency (ms),74390.49,1240.07,1142376.39,55346520.86,1773.38,3330.68,7793.02,16201.64,34231.66,88618.51,177270.46,275722.00,575407.58,110334.92
