Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),35.46,0.00,192.80,,,,,,25.53,,77.36,84.06,138.07,27.34
Active Decode Throughput Per User (tokens/sec/user),2.10,0.00,50.56,,,,,,1.53,,3.22,4.89,15.30,2.75
Active Prefill Throughput (tokens/sec),7095.69,532.97,200780.52,,,,,,6179.38,,8605.54,12300.08,36178.41,7407.31
Active Prefill Throughput Per User (tokens/sec/user),455.10,250.89,182159.38,,,,,,323.43,,423.12,532.97,1715.45,3277.18
Active Total Throughput (tokens/sec),6789.69,2.25,200780.52,,,,,,6183.52,,8228.84,12328.42,36131.86,7381.72
Credit Drop Latency (ms),4.27,0.96,12.92,25.64,1.00,1.14,1.32,1.80,2.48,4.54,9.02,10.97,12.53,4.08
Credit-to-Start Latency (ms),8.46,0.91,374.41,1227.34,0.99,1.11,1.19,1.33,1.62,5.58,12.27,35.88,68.17,32.54
E2E Output Token Throughput (tokens/sec/user),0.87,0.02,1.91,125.82,0.03,0.07,0.22,0.44,0.81,1.28,1.54,1.63,1.88,0.50
Effective Concurrency,37.52,1.00,49.00,,,,,,44.00,,48.00,48.00,49.00,12.77
Effective Decode Concurrency,20.47,0.00,32.00,,,,,,22.00,,28.00,29.00,31.00,7.17
Effective Decode Throughput (tokens/sec),35.45,0.00,192.80,,,,,,25.53,,77.36,84.06,138.07,27.34
Effective Decode Throughput Per User (tokens/sec/user),2.10,0.00,50.56,,,,,,1.53,,3.22,4.89,15.30,2.75
Effective Latency (CO-aware) (ms),467627.41,70527.60,1677275.84,67805974.81,91000.31,215152.34,262075.58,305242.53,368524.57,528402.56,770031.97,903252.53,1552402.39,274842.23
Effective Prefill Concurrency,17.05,0.00,34.00,,,,,,18.00,,25.00,26.00,32.00,7.03
Effective Prefill Throughput (tokens/sec),6748.89,0.00,200780.52,,,,,,6123.95,,8187.67,12300.08,36124.84,7384.25
Effective Prefill Throughput Per User (tokens/sec/user),432.85,0.00,182159.38,,,,,,321.27,,423.12,532.97,1642.04,3197.59
Effective Total Throughput (tokens/sec),6789.69,2.25,200780.52,,,,,,6183.52,,8228.84,12328.42,36131.86,7381.72
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,509.48,5.00,3154.00,73875.00,7.32,15.80,62.20,132.00,294.00,695.00,1171.60,1460.80,2930.48,584.47
HTTP Chunks Sent,1.00,1.00,1.00,145.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.68,0.00,1.50,99.18,0.00,0.00,0.00,0.00,0.71,1.07,1.14,1.23,1.30,0.45
HTTP Connection Overhead (ms),0.89,0.00,1.96,129.73,0.00,0.00,0.00,0.00,0.71,1.54,1.66,1.74,1.86,0.66
HTTP Connection Reused (ratio),0.26,0.00,1.00,37.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.44
HTTP Data Received (KB),125.42,1.82,773.91,18185.76,2.39,4.47,15.80,32.90,72.97,170.28,286.88,358.37,718.38,143.24
HTTP Data Sent (KB),332.20,2.00,829.39,48168.74,12.43,84.09,105.98,188.07,334.24,454.99,575.56,695.58,797.43,184.74
HTTP DNS Lookup (ms),0.21,0.00,0.59,30.55,0.00,0.00,0.00,0.00,0.00,0.46,0.50,0.53,0.57,0.23
HTTP Duration (excl. conn) (ms),467618.84,70513.99,1677244.86,67804731.27,90960.98,215150.33,262074.06,305241.27,368523.19,528401.20,770030.28,903251.13,1552385.88,274837.48
HTTP Receiving (ms),255107.75,327.27,1612631.58,36990623.57,331.10,10952.16,23595.32,63065.21,158486.18,324434.51,576120.08,751704.60,1492580.57,291081.00
HTTP Sending (ms),0.96,0.22,1.78,139.32,0.24,0.25,0.27,0.32,1.00,1.34,1.43,1.53,1.66,0.46
HTTP Total Time (ms),467619.73,70515.60,1677246.53,67804861.00,90962.68,215151.90,262074.42,305241.27,368523.19,528402.66,770031.50,903252.51,1552387.02,274837.54
HTTP Waiting (TTFB) (ms),212510.13,671.93,367741.23,30813968.38,2388.40,23448.48,47262.96,194422.47,239806.99,261909.84,296011.52,313699.58,354343.08,87524.97
Input Sequence Length (tokens),84109.63,467.00,210208.00,12195897.00,3065.04,21368.20,26709.20,47337.00,84137.00,115270.00,145247.00,176664.00,201659.20,46821.06
Inter Chunk Latency (ms),503.31,23.06,10633.82,36989913.45,32.11,39.15,39.79,40.51,50.92,860.97,1417.62,1788.49,2481.09,624.80
Inter Token Latency (ms),519.31,40.91,1300.89,75299.66,41.39,188.01,300.09,394.92,493.33,605.20,801.03,926.36,1179.76,219.21
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),509.48,5.00,3154.00,73875.00,7.32,15.80,62.20,132.00,294.00,695.00,1171.60,1460.80,2930.48,584.47
Output Token Count (tokens),509.48,5.00,3154.00,73875.00,7.32,15.80,62.20,132.00,294.00,695.00,1171.60,1460.80,2930.48,584.47
Output Token Throughput Per User (tokens/sec/user),2.71,0.77,24.44,393.49,0.85,1.08,1.25,1.65,2.03,2.53,3.33,5.32,24.17,3.36
Prefill Throughput Per User (tokens/sec/user),2285.53,7.59,182159.37,331401.16,12.72,88.08,130.91,210.36,353.63,606.53,1961.94,2981.23,25781.04,15328.76
Request Latency (ms),467614.06,70514.13,1677244.99,67804038.19,90961.10,215150.49,262074.16,305241.38,368523.31,528401.30,770030.38,903251.25,1552385.99,274840.19
Requested OSL (tokens),509.48,5.00,3154.00,73875.00,7.32,15.80,62.20,132.00,294.00,695.00,1171.60,1460.80,2930.48,584.47
Time to First Output Token (ms),212511.21,672.37,367742.29,30814124.74,2390.10,23450.02,47264.42,194423.38,239808.03,261910.19,296012.33,313700.12,354344.08,87524.78
Time to First Token (ms),212511.21,672.37,367742.29,30814124.74,2390.10,23450.02,47264.42,194423.38,239808.03,261910.19,296012.33,313700.12,354344.08,87524.78
Time to Second Token (ms),228.59,23.11,382.70,33145.72,33.68,37.34,38.91,40.19,293.72,336.61,365.45,380.04,382.59,138.58
Tokens In Flight (tokens),3334514.61,122479.00,4404329.88,,,,,,3835410.31,,4308357.01,4342690.64,4390890.06,1145670.84
Usage Completion Tokens (tokens),509.48,5.00,3154.00,73875.00,7.32,15.80,62.20,132.00,294.00,695.00,1171.60,1460.80,2930.48,584.47
Usage Prompt Tokens (tokens),84109.63,467.00,210208.00,12195897.00,3065.04,21368.20,26709.20,47337.00,84137.00,115270.00,145247.00,176664.00,201659.20,46821.06
