Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),295.79,0.00,3738.90,,,,,,294.42,,399.30,473.08,587.98,110.62
Active Decode Throughput Per User (tokens/sec/user),82.95,0.00,1246.30,,,,,,83.60,,103.05,106.18,146.57,23.09
Active Prefill Throughput (tokens/sec),22784.60,1954.92,222235.74,,,,,,19791.25,,28405.60,36343.55,88983.55,14198.16
Active Prefill Throughput Per User (tokens/sec/user),1327.44,507.48,220280.82,,,,,,640.23,,1684.57,3210.05,6213.31,7919.50
Active Total Throughput (tokens/sec),22674.08,100.84,222235.74,,,,,,20049.46,,28595.43,36594.10,89016.13,14357.71
Credit Drop Latency (ms),0.91,0.46,1.37,1.83,0.47,0.50,0.55,0.69,0.91,1.14,1.28,1.32,1.36,0.45
Credit-to-Start Latency (ms),5.59,0.42,79.70,536.82,0.50,0.54,0.61,0.75,1.14,5.16,12.96,28.79,54.97,11.56
E2E Output Token Throughput (tokens/sec/user),11.09,0.05,63.81,1064.39,0.06,0.68,0.90,1.87,5.14,14.26,28.95,38.78,62.64,14.04
Effective Concurrency,31.05,1.00,40.00,,,,,,36.00,,38.00,39.00,40.00,10.23
Effective Decode Concurrency,3.60,0.00,7.00,,,,,,4.00,,5.00,6.00,7.00,1.24
Effective Decode Throughput (tokens/sec),295.38,0.00,3738.90,,,,,,294.40,,399.29,473.08,587.98,111.09
Effective Decode Throughput Per User (tokens/sec/user),82.83,0.00,1246.30,,,,,,83.60,,103.04,106.18,146.57,23.28
Effective Latency (CO-aware) (ms),129945.79,13731.88,247961.15,12474796.16,13853.73,16486.41,21467.07,89044.25,147008.45,169671.59,193864.90,205552.73,238417.18,58569.47
Effective Prefill Concurrency,27.45,0.00,37.00,,,,,,32.00,,35.00,37.00,37.00,9.97
Effective Prefill Throughput (tokens/sec),22374.62,0.00,222235.74,,,,,,19623.05,,28405.60,36343.55,88983.55,14392.13
