Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),230.28,0.00,30650.67,,,,,,230.51,,402.88,439.94,501.38,135.26
Active Decode Throughput Per User (tokens/sec/user),3.43,0.00,1142.40,,,,,,3.06,,5.15,5.82,11.31,5.44
Active Prefill Throughput (tokens/sec),23953.51,727.14,169532.76,,,,,,22810.07,,29346.14,32321.16,108315.28,14829.86
Active Prefill Throughput Per User (tokens/sec/user),862.50,490.07,67106.66,,,,,,761.43,,1077.15,1178.71,2215.73,815.25
Active Total Throughput (tokens/sec),23948.98,5.39,169534.54,,,,,,22956.64,,29623.94,32604.37,108344.81,14940.83
Credit Drop Latency (ms),4.27,2.03,16.30,72.65,2.06,2.16,2.24,2.75,3.47,4.53,5.35,7.91,14.62,3.18
Credit-to-Start Latency (ms),2.61,1.13,59.79,1747.44,1.16,1.28,1.35,1.46,1.60,1.88,5.06,7.11,15.19,3.76
E2E Output Token Throughput (tokens/sec/user),1.97,0.07,3.82,1322.13,0.12,0.24,0.83,1.30,1.93,2.72,3.18,3.43,3.58,0.90
Effective Concurrency,94.82,1.00,118.00,,,,,,104.00,,113.00,115.00,118.00,24.00
Effective Decode Concurrency,67.20,0.00,92.00,,,,,,73.00,,85.00,86.00,90.00,19.66
Effective Decode Throughput (tokens/sec),230.09,0.00,30650.67,,,,,,230.51,,402.88,439.94,501.38,135.36
Effective Decode Throughput Per User (tokens/sec/user),3.43,0.00,1142.40,,,,,,3.06,,5.15,5.82,11.31,5.44
Effective Latency (CO-aware) (ms),258546.12,61429.93,1761171.96,173225903.49,66597.52,89416.09,99507.52,125936.24,178202.66,304772.81,487138.55,684408.29,1377953.51,238140.57
Effective Prefill Concurrency,27.62,0.00,62.00,,,,,,28.00,,35.00,39.00,59.00,9.23
Effective Prefill Throughput (tokens/sec),23707.94,0.00,169532.76,,,,,,22655.36,,29346.14,32321.16,108315.28,14949.65
Effective Prefill Throughput Per User (tokens/sec/user),853.65,0.00,67106.66,,,,,,760.66,,1075.95,1176.87,2206.60,815.70
Effective Total Throughput (tokens/sec),23948.98,5.39,169534.54,,,,,,22956.64,,29623.94,32604.37,108344.81,14940.83
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,645.31,5.00,6125.00,432355.00,11.69,20.45,90.00,171.50,339.50,784.50,1477.10,2199.10,4540.97,853.22
HTTP Chunks Sent,1.00,1.00,1.00,670.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.57,0.00,3.13,384.49,0.00,0.00,0.00,0.00,0.68,0.78,1.15,1.20,1.35,0.45
HTTP Connection Overhead (ms),0.67,0.00,3.55,445.85,0.00,0.00,0.00,0.00,0.68,0.78,1.60,1.66,1.88,0.59
HTTP Connection Reused (ratio),0.33,0.00,1.00,218.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),173.14,2.16,1632.87,116001.69,3.95,6.28,24.88,46.74,91.53,210.27,394.90,587.40,1213.76,227.65
HTTP Data Sent (KB),221.49,1.46,421.11,148400.60,1.62,60.20,135.19,166.44,220.09,289.79,338.14,353.86,404.92,86.74
HTTP DNS Lookup (ms),0.09,0.00,0.61,61.36,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.47,0.53,0.18
HTTP Duration (excl. conn) (ms),258543.39,61428.33,1761167.55,173224068.68,66595.82,89414.44,99503.27,125934.53,178201.00,304770.00,487136.89,684402.68,1377949.34,238140.21
HTTP Receiving (ms),183229.03,339.11,1711553.64,122763446.75,1014.94,7510.92,21550.25,46564.04,98662.49,230036.62,412451.34,600648.22,1326049.63,241789.44
HTTP Sending (ms),0.96,0.29,3.36,641.02,0.31,0.32,0.34,0.39,1.06,1.20,1.54,1.61,1.78,0.47
HTTP Total Time (ms),258544.05,61429.05,1761168.31,173224514.53,66596.31,89415.13,99503.88,125935.94,178201.33,304770.74,487136.96,684403.37,1377950.32,238140.27
HTTP Waiting (TTFB) (ms),75313.40,1502.79,118202.34,50459980.91,8113.69,27107.81,53382.52,64148.45,76757.38,92420.57,98957.71,102312.06,107738.76,21449.61
Input Sequence Length (tokens),64644.84,407.00,123782.00,43312044.00,409.69,17363.00,39426.00,48262.00,64629.50,84748.75,99041.90,103906.95,118583.43,25466.91
Inter Chunk Latency (ms),284.38,0.00,105360.71,122762871.94,2.37,69.82,70.92,72.45,80.54,83.61,93.18,1274.29,5213.92,1312.44
Inter Token Latency (ms),299.10,72.25,3679.74,200395.29,84.88,183.24,206.60,246.76,271.17,312.16,382.97,491.15,926.70,175.52
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),658.25,5.00,6142.00,441028.00,11.69,20.45,90.00,171.50,339.50,791.75,1503.80,2225.65,4801.86,890.03
Output Token Count (tokens),658.25,5.00,6142.00,441028.00,11.69,20.45,90.00,171.50,339.50,791.75,1503.80,2225.65,4801.86,890.03
Output Token Throughput Per User (tokens/sec/user),3.80,0.27,13.84,2546.04,1.08,2.04,2.61,3.20,3.69,4.05,4.84,5.46,11.78,1.45
Prefill Throughput Per User (tokens/sec/user),1173.39,3.93,67106.67,786171.80,4.97,230.73,452.83,604.14,852.18,1165.21,1565.10,2584.11,6567.54,2826.74
Request Latency (ms),258542.66,61428.47,1761167.69,173223581.19,66595.96,89414.57,99503.38,125934.65,178201.13,304770.14,487137.03,684402.81,1377949.46,238139.65
Requested OSL (tokens),658.25,5.00,6142.00,441028.00,11.69,20.45,90.00,171.50,339.50,791.75,1503.80,2225.65,4801.86,890.03
Time to First Output Token (ms),75314.49,1504.38,118203.46,50460709.25,8115.44,27109.02,53383.03,64149.97,76758.46,92421.54,98958.33,102312.58,107739.65,21449.51
Time to First Token (ms),75314.49,1504.38,118203.46,50460709.25,8115.44,27109.02,53383.03,64149.97,76758.46,92421.54,98958.33,102312.58,107739.65,21449.51
Time to Second Token (ms),8324.35,0.99,105360.71,5577313.12,2.69,76.98,79.15,87.39,96.81,1873.39,30121.94,73777.11,97935.30,22157.17
Tokens In Flight (tokens),6361092.64,71367.00,7878038.18,,,,,,7070946.02,,7605916.86,7715627.78,7786977.55,1664337.50
Usage Completion Tokens (tokens),658.25,5.00,6142.00,441028.00,11.69,20.45,90.00,171.50,339.50,791.75,1503.80,2225.65,4801.86,890.03
Usage Prompt Tokens (tokens),64644.84,407.00,123782.00,43312044.00,409.69,17363.00,39426.00,48262.00,64629.50,84748.75,99041.90,103906.95,118583.43,25466.91
Usage Total Tokens (tokens),65303.09,425.00,124547.00,43753072.00,429.00,17772.20,40093.50,48623.25,65004.00,85328.50,99601.70,104217.05,121174.17,25540.32

Metric,Value
Benchmark Duration (sec),1826.90
Input Token Throughput (tokens/sec),23707.94
Maximum Response Timestamp (ns),1780502078109115136.00
Minimum Request Timestamp (ns),1780500251208925696.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),241.41
Request Count,670.00
Request Throughput (requests/sec),0.37
Theoretical Prefix Cache Hit (%),96.48
Total Input Sequence Length (tokens),43312044.00
Total Output Sequence Length (tokens),441028.00
Total Output Tokens (tokens),441028.00
Total Token Throughput (tokens/sec),23949.35
Total Usage Completion Tokens (tokens),441028.00
Total Usage Prompt Tokens (tokens),43312044.00
Total Usage Total Tokens (tokens),43753072.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
