Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),115.47,0.00,36168.00,,,,,,101.98,,202.20,230.53,314.36,107.04
Active Decode Throughput Per User (tokens/sec/user),65.41,0.00,36168.00,,,,,,57.48,,104.55,113.87,145.65,80.97
Active Prefill Throughput (tokens/sec),107324.12,2809.25,292561.12,,,,,,114643.17,,157789.58,175305.18,197750.48,49318.46
Active Prefill Throughput Per User (tokens/sec/user),101519.11,2809.25,198995.94,,,,,,110705.94,,155117.01,172435.63,184656.59,49702.57
Active Total Throughput (tokens/sec),16466.27,50.84,292618.73,,,,,,136.63,,94509.58,140823.49,171760.24,43086.90
Credit Drop Latency (ms),8.09,1.77,18.98,56.62,1.78,1.80,1.84,2.06,4.82,13.47,18.12,18.55,18.89,6.90
Credit-to-Start Latency (ms),2.00,0.79,92.64,715.94,1.02,1.10,1.19,1.29,1.51,1.75,1.95,2.13,10.03,5.06
E2E Output Token Throughput (tokens/sec/user),48.98,2.45,106.36,17536.07,5.41,9.17,10.96,32.90,52.26,65.43,79.36,83.64,100.68,24.21
Effective Concurrency,1.67,0.00,4.00,,,,,,2.00,,3.00,3.00,4.00,1.04
Effective Decode Concurrency,1.53,0.00,4.00,,,,,,2.00,,3.00,3.00,4.00,1.03
Effective Decode Throughput (tokens/sec),97.83,0.00,36168.00,,,,,,89.57,,192.03,220.51,313.20,104.56
Effective Decode Throughput Per User (tokens/sec/user),53.49,0.00,36168.00,,,,,,50.32,,101.41,111.62,141.51,77.45
Effective Latency (CO-aware) (ms),8542.19,288.60,149939.50,3058104.54,355.82,617.75,666.50,1214.72,3048.51,8653.74,22097.11,32456.36,79182.97,15933.47
Effective Prefill Concurrency,0.15,0.00,3.00,,,,,,0.00,,1.00,1.00,2.00,0.40
Effective Prefill Throughput (tokens/sec),13952.25,0.00,292561.12,,,,,,0.00,,75155.09,129956.74,165866.27,40236.18
Effective Prefill Throughput Per User (tokens/sec/user),13197.59,0.00,198995.94,,,,,,0.00,,59602.46,124770.53,160026.00,38558.77
Effective Total Throughput (tokens/sec),14051.05,0.00,292618.73,,,,,,121.28,,75155.09,129956.74,165977.65,40225.79
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,499.98,2.00,8683.00,178994.00,2.00,2.85,5.00,18.50,177.00,540.50,1204.00,1989.15,4919.67,947.23
HTTP Chunks Sent,1.00,1.00,1.00,358.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
