Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),197.18,0.00,65647.43,,,,,,198.56,,314.39,361.74,410.78,123.79
Active Decode Throughput Per User (tokens/sec/user),5.45,0.00,3144.83,,,,,,5.05,,7.54,8.84,16.76,9.19
Active Prefill Throughput (tokens/sec),28034.43,375.15,174816.95,,,,,,25893.33,,41790.89,51563.08,78044.06,14403.41
Active Prefill Throughput Per User (tokens/sec/user),4718.99,375.15,174441.80,,,,,,3186.91,,7348.02,13851.37,27774.95,6237.44
Active Total Throughput (tokens/sec),27359.58,4.45,174816.95,,,,,,25793.45,,41546.47,51121.94,78278.01,15002.08
Credit Drop Latency (ms),3.21,0.58,8.44,57.82,0.64,0.90,0.96,1.34,2.16,4.61,6.26,8.04,8.36,2.32
Credit-to-Start Latency (ms),2.27,0.62,352.17,1318.11,0.67,0.73,0.77,0.85,0.95,1.12,2.47,4.70,21.74,14.94
E2E Output Token Throughput (tokens/sec/user),3.78,0.06,10.08,2195.24,0.26,0.75,1.50,2.67,4.06,4.92,5.65,6.06,7.32,1.63
Effective Concurrency,45.18,1.00,55.00,,,,,,48.00,,52.00,53.00,55.00,9.47
Effective Decode Concurrency,36.66,0.00,50.00,,,,,,40.00,,45.00,46.00,48.00,10.64
Effective Decode Throughput (tokens/sec),197.10,0.00,65647.43,,,,,,198.56,,314.21,361.74,410.78,123.83
Effective Decode Throughput Per User (tokens/sec/user),5.45,0.00,3144.83,,,,,,5.05,,7.54,8.84,16.76,9.19
Effective Latency (CO-aware) (ms),142169.06,1834.21,1376403.45,82600221.02,9400.73,23173.05,31786.17,46192.24,82265.89,165933.07,296651.79,502658.01,888632.12,175580.15
Effective Prefill Concurrency,8.52,0.00,54.00,,,,,,7.00,,12.00,18.00,49.00,7.70
Effective Prefill Throughput (tokens/sec),27155.58,0.00,174816.95,,,,,,25578.23,,41284.76,50848.32,78044.06,14994.01
Effective Prefill Throughput Per User (tokens/sec/user),4571.05,0.00,174441.80,,,,,,3141.88,,7319.20,13509.58,27774.95,6193.73
Effective Total Throughput (tokens/sec),27359.58,4.45,174816.95,,,,,,25793.45,,41546.47,51121.94,78278.01,15002.08
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,628.64,5.00,6991.00,365239.00,6.00,17.00,70.00,130.00,289.00,771.00,1456.00,2266.00,4728.60,910.71
HTTP Chunks Sent,1.00,1.00,1.00,581.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.32,0.00,1.15,187.21,0.00,0.00,0.00,0.00,0.38,0.49,0.70,0.76,0.95,0.28
HTTP Connection Overhead (ms),0.39,0.00,1.58,223.87,0.00,0.00,0.00,0.00,0.38,0.50,0.98,1.07,1.30,0.38
HTTP Connection Reused (ratio),0.38,0.00,1.00,222.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),168.71,2.16,1866.63,98021.62,2.42,5.37,19.56,35.58,78.03,206.26,389.96,606.30,1262.01,243.09
HTTP Data Sent (KB),293.06,1.31,792.07,170270.31,1.57,83.00,106.60,174.97,289.34,387.94,499.13,609.41,736.26,158.37
HTTP DNS Lookup (ms),0.06,0.00,0.43,36.66,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.32,0.39,0.12
HTTP Duration (excl. conn) (ms),142166.70,1833.30,1376401.99,82598852.59,9399.63,23171.92,31784.98,46189.53,82260.77,165916.66,296650.71,502656.97,888630.77,175579.18
HTTP Receiving (ms),115341.64,318.88,1362616.18,67013495.42,554.84,2208.47,11085.00,23009.71,55330.40,139997.38,263174.13,453580.40,849737.41,170831.91
HTTP Sending (ms),0.55,0.15,1.55,317.17,0.17,0.18,0.19,0.22,0.59,0.74,0.95,1.02,1.25,0.30
HTTP Total Time (ms),142167.09,1833.30,1376402.47,82599076.45,9400.46,23171.92,31785.49,46189.53,82261.55,165917.49,296650.71,502657.93,888631.20,175579.26
HTTP Waiting (TTFB) (ms),26824.51,701.59,79833.44,15585039.99,1241.81,3691.98,7470.09,17057.83,23883.23,32095.06,44568.97,70588.39,76795.53,17086.67
Input Sequence Length (tokens),85449.25,393.00,231614.00,49646016.00,410.00,23887.00,31152.00,50824.00,84344.00,112609.00,146150.00,177339.00,215433.60,46241.44
Inter Chunk Latency (ms),183.77,0.02,111666.53,67012606.04,1.21,61.87,66.44,78.78,81.20,84.87,88.39,182.06,3139.82,760.58
Inter Token Latency (ms),198.93,62.72,5767.60,115575.80,77.82,101.40,124.16,148.47,172.98,201.79,241.02,275.10,529.56,273.45
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),642.91,5.00,7633.00,373528.00,6.00,17.00,70.00,130.00,289.00,771.00,1465.00,2493.00,4830.20,960.24
Output Token Count (tokens),642.91,5.00,7633.00,373528.00,6.00,17.00,70.00,130.00,289.00,771.00,1465.00,2493.00,4830.20,960.24
Output Token Throughput Per User (tokens/sec/user),6.04,0.17,15.94,3509.65,1.90,3.64,4.15,4.96,5.78,6.74,8.05,9.86,12.85,2.00
Prefill Throughput Per User (tokens/sec/user),6085.38,7.25,174441.81,3535607.64,15.20,702.41,1056.18,1904.11,3268.47,5595.63,12727.30,23788.13,43318.60,10767.83
Request Latency (ms),142165.25,1833.38,1376402.08,82598013.13,9399.72,23172.01,31785.07,46189.60,82260.87,165916.75,296650.80,502657.05,888630.86,175577.20
Requested OSL (tokens),642.91,5.00,7633.00,373528.00,6.00,17.00,70.00,130.00,289.00,771.00,1465.00,2493.00,4830.20,960.24
Time to First Output Token (ms),26825.14,701.91,79834.17,15585407.09,1242.16,3692.26,7471.01,17058.76,23884.00,32095.31,44569.30,70589.93,76796.31,17086.77
Time to First Token (ms),26825.14,701.91,79834.17,15585407.09,1242.16,3692.26,7471.01,17058.76,23884.00,32095.31,44569.30,70589.93,76796.31,17086.77
Time to Second Token (ms),2961.84,0.26,111666.53,1720829.16,59.93,68.81,79.79,83.11,87.09,430.29,5591.62,21038.37,48311.35,9979.55
Tokens In Flight (tokens),4396346.26,122442.00,5486562.93,,,,,,4828583.09,,5165615.77,5226270.95,5306872.00,1009955.30
Usage Completion Tokens (tokens),642.91,5.00,7633.00,373528.00,6.00,17.00,70.00,130.00,289.00,771.00,1465.00,2493.00,4830.20,960.24
Usage Prompt Tokens (tokens),85449.25,393.00,231614.00,49646016.00,410.00,23887.00,31152.00,50824.00,84344.00,112609.00,146150.00,177339.00,215433.60,46241.44
Usage Total Tokens (tokens),86092.16,419.00,232385.00,50019544.00,430.00,24134.00,31612.00,51367.00,84756.00,114747.00,147089.00,178324.00,216231.00,46432.51

Metric,Value
Benchmark Duration (sec),1828.21
Input Token Throughput (tokens/sec),27155.58
Maximum Response Timestamp (ns),1780538397048668928.00
Minimum Request Timestamp (ns),1780536568841897984.00
