Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),243.80,0.00,22267.24,,,,,,255.71,,392.22,426.01,506.45,118.23
Active Decode Throughput Per User (tokens/sec/user),74.57,0.00,4453.45,,,,,,78.53,,101.47,108.40,158.22,34.49
Active Prefill Throughput (tokens/sec),26917.98,1079.48,222181.43,,,,,,26680.51,,39494.60,41793.90,50851.72,11118.26
Active Prefill Throughput Per User (tokens/sec/user),3840.65,544.19,109904.60,,,,,,3236.00,,6582.43,8358.78,10177.22,3333.52
Active Total Throughput (tokens/sec),26698.65,91.12,222181.43,,,,,,26825.50,,39564.17,42277.60,50376.49,11537.81
Credit Drop Latency (ms),20.30,1.91,110.83,182.72,1.91,1.95,1.99,2.56,3.95,13.40,51.43,81.13,104.89,33.67
Credit-to-Start Latency (ms),3.39,0.73,111.27,579.13,0.82,0.88,1.01,1.15,1.29,1.55,4.21,9.71,48.32,10.74
E2E Output Token Throughput (tokens/sec/user),20.04,0.18,67.44,3426.07,0.20,0.71,2.95,8.58,16.94,29.60,42.15,48.47,61.07,14.90
Effective Concurrency,10.91,1.00,16.00,,,,,,11.00,,14.00,15.00,15.00,2.64
Effective Decode Concurrency,3.26,0.00,7.00,,,,,,3.00,,5.00,5.00,6.00,1.31
Effective Decode Throughput (tokens/sec),241.27,0.00,22267.24,,,,,,254.42,,392.09,425.92,506.44,119.38
Effective Decode Throughput Per User (tokens/sec/user),73.53,0.00,4453.45,,,,,,78.28,,101.30,108.30,158.22,35.35
Effective Latency (CO-aware) (ms),36004.45,6989.86,89973.93,6156760.36,10225.43,14985.08,17301.63,24767.57,33300.18,44637.81,59232.92,71426.17,84463.07,16512.67
Effective Prefill Concurrency,7.65,0.00,13.00,,,,,,8.00,,11.00,11.00,12.00,2.47
Effective Prefill Throughput (tokens/sec),26452.61,0.00,222181.43,,,,,,26592.19,,39494.60,41793.90,50214.10,11566.72
Effective Prefill Throughput Per User (tokens/sec/user),3774.25,0.00,109904.60,,,,,,3220.83,,6465.81,8358.78,10177.22,3342.28
Effective Total Throughput (tokens/sec),26698.65,91.12,222181.43,,,,,,26825.50,,39564.17,42277.60,50376.49,11537.81
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,42.04,2.00,229.00,7188.00,2.00,2.00,5.00,13.00,30.00,51.00,105.00,138.50,212.60,44.93
HTTP Chunks Sent,1.00,1.00,1.00,171.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.37,0.00,0.94,63.20,0.00,0.00,0.00,0.00,0.44,0.54,0.72,0.86,0.91,0.28
HTTP Connection Overhead (ms),0.41,0.00,1.35,70.75,0.00,0.00,0.00,0.00,0.44,0.54,0.95,1.13,1.31,0.36
HTTP Connection Reused (ratio),0.31,0.00,1.00,53.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.46
HTTP Data Received (KB),15.16,1.17,80.20,2591.68,1.17,1.21,2.28,5.11,11.08,18.44,36.63,48.49,74.28,15.58
HTTP Data Sent (KB),344.80,1.45,1019.50,58960.96,1.62,130.01,155.97,191.39,339.13,443.74,526.62,829.75,942.96,201.09
HTTP DNS Lookup (ms),0.04,0.00,0.45,7.56,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.37,0.42,0.11
HTTP Duration (excl. conn) (ms),36000.98,6988.73,89972.45,6156167.73,10190.12,14981.95,17300.41,24766.09,33298.66,44636.18,59231.67,71420.64,84461.65,16514.07
HTTP Receiving (ms),10765.75,54.77,55130.26,1840942.96,63.07,240.62,1079.30,2995.34,7265.92,13396.52,25839.02,40663.80,53270.85,11647.49
HTTP Sending (ms),0.56,0.11,1.46,95.61,0.14,0.14,0.15,0.20,0.63,0.74,0.90,1.05,1.12,0.30
HTTP Total Time (ms),36001.39,6989.09,89972.45,6156238.48,10190.65,14982.42,17300.41,24766.64,33298.98,44636.61,59233.03,71420.64,84462.26,16514.12
HTTP Waiting (TTFB) (ms),25234.67,421.91,67662.59,4315129.16,4557.15,9246.31,11729.30,17588.09,24247.68,30945.78,37526.16,49847.88,58994.73,11392.25
Input Sequence Length (tokens),87284.77,420.00,258976.00,14925695.00,421.70,32991.00,39746.00,48333.00,85316.00,112454.00,134161.00,210261.00,239531.80,51048.06
Inter Chunk Latency (ms),262.36,0.93,10897.08,1840708.08,113.60,179.49,189.23,209.94,226.37,248.67,260.24,310.63,1416.67,320.75
Inter Token Latency (ms),14.05,8.59,68.49,2401.94,9.45,10.39,10.69,11.56,12.87,14.91,17.47,20.12,35.22,5.64
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),812.85,6.00,4556.00,138997.00,6.00,16.00,71.00,239.50,563.00,992.00,2077.00,2732.00,4216.70,897.77
Output Token Count (tokens),812.85,6.00,4556.00,138997.00,6.00,16.00,71.00,239.50,563.00,992.00,2077.00,2732.00,4216.70,897.77
Output Token Throughput Per User (tokens/sec/user),76.05,14.60,116.46,13003.78,29.08,49.69,57.23,67.07,77.71,86.51,93.54,96.27,105.80,15.11
Prefill Throughput Per User (tokens/sec/user),5223.99,8.91,109904.63,893301.83,24.57,816.86,1235.29,2082.61,3447.12,5021.09,8138.62,11508.41,43220.60,10916.74
Request Latency (ms),36001.06,6988.80,89972.52,6156181.23,10190.21,14982.05,17300.49,24766.17,33298.74,44636.25,59231.74,71420.71,84461.72,16514.07
Requested OSL (tokens),812.85,6.00,4556.00,138997.00,6.00,16.00,71.00,239.50,563.00,992.00,2077.00,2732.00,4216.70,897.77
Time to First Output Token (ms),33729.70,12701.69,79968.29,2259889.87,13805.77,18203.92,19190.78,25564.67,31932.75,38676.23,49936.01,59581.79,76909.18,13648.78
Time to First Token (ms),25236.69,423.49,67663.26,4315473.15,4557.66,9246.89,11730.11,17588.35,24247.93,30946.54,37526.85,49848.61,58995.18,11393.43
Time to Second Token (ms),399.34,54.76,2559.83,68286.66,63.08,183.96,205.05,226.13,249.95,322.98,800.31,1551.85,1909.25,411.55
Tokens In Flight (tokens),1016813.02,46543.00,1453255.96,,,,,,1054420.37,,1262322.73,1291964.87,1348889.16,222279.10
Usage Completion Tokens (tokens),812.85,6.00,4556.00,138997.00,6.00,16.00,71.00,239.50,563.00,992.00,2077.00,2732.00,4216.70,897.77
Usage Prompt Tokens (tokens),87284.77,420.00,258976.00,14925695.00,421.70,32991.00,39746.00,48333.00,85316.00,112454.00,134161.00,210261.00,239531.80,51048.06
Usage Total Tokens (tokens),88097.61,439.00,260293.00,15064692.00,445.10,33582.00,40532.00,49171.50,85602.00,113462.00,134649.00,212459.50,240522.80,51355.14

Metric,Value
Benchmark Duration (sec),564.24
Input Token Throughput (tokens/sec),26452.61
Maximum Response Timestamp (ns),1780439664190695424.00
Minimum Request Timestamp (ns),1780439099947929856.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),246.34
Request Count,171.00
Request Throughput (requests/sec),0.30
Theoretical Prefix Cache Hit (%),92.51
Total Input Sequence Length (tokens),14925695.00
Total Output Sequence Length (tokens),138997.00
Total Output Tokens (tokens),138997.00
Total Token Throughput (tokens/sec),26698.95
Total Usage Completion Tokens (tokens),138997.00
Total Usage Prompt Tokens (tokens),14925695.00
Total Usage Total Tokens (tokens),15064692.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
