Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),172.44,0.00,5250.23,,,,,,135.72,,276.85,344.00,419.92,93.27
Active Decode Throughput Per User (tokens/sec/user),112.96,0.00,5250.23,,,,,,119.88,,139.08,143.64,212.83,43.99
Active Prefill Throughput (tokens/sec),107216.26,5161.23,384920.50,,,,,,131052.66,,160770.64,163621.18,252080.79,59729.94
Active Prefill Throughput Per User (tokens/sec/user),99387.51,4452.20,184184.90,,,,,,125055.52,,158812.39,161590.60,164929.73,57469.39
Active Total Throughput (tokens/sec),22189.69,30.84,384920.50,,,,,,213.48,,133290.64,150871.90,163806.24,51052.30
Credit Drop Latency (ms),5.06,0.92,11.84,35.42,0.93,0.97,1.03,1.24,3.21,8.48,11.31,11.58,11.79,4.33
Credit-to-Start Latency (ms),0.99,0.32,64.19,393.16,0.38,0.44,0.47,0.59,0.72,0.85,0.99,1.14,6.62,3.33
E2E Output Token Throughput (tokens/sec/user),76.83,2.36,145.81,30502.12,4.77,8.37,10.20,36.41,92.14,108.82,120.34,125.07,138.16,40.86
Effective Concurrency,1.28,0.00,4.00,,,,,,1.00,,3.00,3.00,4.00,1.00
Effective Decode Concurrency,1.09,0.00,4.00,,,,,,1.00,,2.00,3.00,3.00,0.94
Effective Decode Throughput (tokens/sec),124.27,0.00,5250.23,,,,,,122.49,,269.87,294.94,399.43,108.82
Effective Decode Throughput Per User (tokens/sec/user),78.88,0.00,5250.23,,,,,,102.95,,136.28,140.58,197.48,63.56
Effective Latency (CO-aware) (ms),5782.18,166.46,77380.68,2295527.11,204.08,640.57,710.99,1043.25,2431.40,6203.55,14144.52,23742.97,49826.67,9541.53
Effective Prefill Concurrency,0.19,0.00,4.00,,,,,,0.00,,1.00,1.00,2.00,0.49
Effective Prefill Throughput (tokens/sec),16886.42,0.00,384920.50,,,,,,0.00,,95349.11,147088.31,162746.27,45686.43
Effective Prefill Throughput Per User (tokens/sec/user),15653.40,0.00,184184.90,,,,,,0.00,,91173.85,145304.86,160962.01,42789.01
Effective Total Throughput (tokens/sec),17011.73,0.00,384920.50,,,,,,136.48,,95349.11,147226.45,162975.50,45675.32
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,29.77,2.00,439.00,11818.00,2.00,2.00,2.00,4.00,11.00,33.00,73.40,121.00,265.12,51.53
HTTP Chunks Sent,1.00,1.00,1.00,397.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.21,0.00,0.55,81.68,0.00,0.00,0.00,0.00,0.30,0.34,0.38,0.46,0.53,0.18
