Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),107.55,0.00,14653.14,,,,,,99.35,,196.27,224.04,308.46,72.46
Active Decode Throughput Per User (tokens/sec/user),59.58,0.00,14653.14,,,,,,54.07,,104.14,114.17,160.38,43.84
Active Prefill Throughput (tokens/sec),96069.91,3159.31,293551.90,,,,,,102588.79,,149608.25,167298.88,216054.37,50380.59
Active Prefill Throughput Per User (tokens/sec/user),89985.20,3159.31,193267.91,,,,,,99728.92,,143793.15,154460.44,175641.79,48707.68
Active Total Throughput (tokens/sec),15809.55,36.32,293551.90,,,,,,121.93,,86354.59,127842.43,162433.09,40933.78
Credit Drop Latency (ms),8.20,1.65,19.96,57.43,1.65,1.68,1.72,1.90,4.85,13.58,18.54,19.25,19.82,7.19
Credit-to-Start Latency (ms),2.03,0.96,97.83,701.86,1.02,1.09,1.16,1.28,1.50,1.73,1.96,2.11,10.33,5.46
E2E Output Token Throughput (tokens/sec/user),44.32,0.73,104.84,15290.51,6.22,8.15,9.35,25.85,45.33,59.84,76.28,85.27,96.59,23.94
Effective Concurrency,1.72,0.00,4.00,,,,,,2.00,,3.00,3.00,4.00,1.08
Effective Decode Concurrency,1.56,0.00,4.00,,,,,,2.00,,3.00,3.00,4.00,1.07
Effective Decode Throughput (tokens/sec),90.95,0.00,14653.14,,,,,,86.61,,181.36,215.65,276.20,74.82
Effective Decode Throughput Per User (tokens/sec/user),48.34,0.00,14653.14,,,,,,49.05,,98.96,112.93,160.16,45.86
Effective Latency (CO-aware) (ms),9039.47,288.33,163720.30,3118618.25,413.02,683.99,740.18,1189.93,3636.52,9819.91,20594.10,34339.28,74567.94,16254.64
Effective Prefill Concurrency,0.17,0.00,4.00,,,,,,0.00,,1.00,1.00,2.00,0.46
Effective Prefill Throughput (tokens/sec),13419.05,0.00,293551.90,,,,,,0.00,,64522.58,125218.14,157144.33,38257.44
Effective Prefill Throughput Per User (tokens/sec/user),12569.13,0.00,193267.91,,,,,,0.00,,62292.36,119186.05,149608.25,36116.96
Effective Total Throughput (tokens/sec),13510.75,0.00,293551.90,,,,,,112.09,,64522.58,125315.85,157144.33,38249.10
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,478.46,2.00,8718.00,165069.00,2.00,4.00,5.00,18.00,174.00,517.00,1145.20,1872.80,4119.52,887.88
HTTP Chunks Sent,1.00,1.00,1.00,345.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.42,0.00,1.28,143.91,0.00,0.00,0.00,0.00,0.63,0.69,0.75,1.04,1.24,0.38
HTTP Connection Overhead (ms),0.45,0.00,1.88,154.15,0.00,0.00,0.00,0.00,0.63,0.69,0.75,1.51,1.76,0.45
HTTP Connection Reused (ratio),0.43,0.00,1.00,148.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),119.48,1.10,2168.43,41221.87,1.11,1.60,1.84,5.10,44.04,128.90,285.54,465.29,1024.90,220.55
HTTP Data Sent (KB),273.54,1.72,513.13,94370.60,2.09,79.64,102.17,191.66,287.68,368.85,403.67,410.51,463.53,114.85
HTTP DNS Lookup (ms),0.03,0.00,0.60,10.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.54,0.12
HTTP Duration (excl. conn) (ms),9037.33,287.14,163718.50,3117879.66,399.56,681.17,738.06,1188.66,3635.01,9818.38,20592.74,34337.83,74566.51,16254.89
HTTP Receiving (ms),8158.40,0.60,162032.56,2814649.48,0.78,16.19,48.16,499.59,2814.15,8986.63,19749.57,33342.98,67722.91,15768.64
HTTP Sending (ms),0.68,0.17,1.58,235.32,0.20,0.21,0.22,0.24,0.88,0.98,1.07,1.30,1.56,0.41
HTTP Total Time (ms),9037.78,287.14,163719.20,3118033.81,399.85,681.71,738.80,1189.29,3635.66,9818.38,20593.01,34339.29,74567.59,16254.95
HTTP Waiting (TTFB) (ms),878.25,86.65,18145.94,302994.85,131.61,283.98,395.52,517.16,666.37,748.82,1125.78,1589.16,6346.27,1426.47
Input Sequence Length (tokens),70375.94,433.00,132967.00,24279699.00,490.00,20385.80,26208.00,49176.00,74036.00,95054.00,104104.80,105895.20,118747.16,29659.09
Inter Chunk Latency (ms),18.01,0.07,2074.54,2814430.51,7.89,9.18,9.87,11.58,14.69,20.35,23.09,33.38,44.83,29.16
Inter Token Latency (ms),16.16,0.12,187.77,5576.78,0.16,2.39,6.90,10.70,15.32,20.14,23.40,25.03,49.70,12.44
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),481.92,4.00,8749.00,166264.00,6.00,6.00,7.20,20.00,177.00,518.00,1148.80,1877.20,4134.04,890.89
Output Token Count (tokens),481.92,4.00,8749.00,166264.00,6.00,6.00,7.20,20.00,177.00,518.00,1148.80,1877.20,4134.04,890.89
Output Token Throughput Per User (tokens/sec/user),261.73,5.33,8559.14,90297.39,20.21,39.95,42.73,49.65,65.27,93.45,144.86,419.44,6449.19,1021.35
Prefill Throughput Per User (tokens/sec/user),102960.30,3159.31,193267.89,35521302.67,3822.34,15904.19,44149.21,78064.08,108135.67,132467.12,147624.62,161349.37,176659.15,40994.98
Request Latency (ms),9036.81,287.24,163718.61,3117700.78,399.65,681.28,738.18,1188.76,3635.12,9818.48,20592.85,34337.93,74566.60,16254.25
Requested OSL (tokens),481.92,4.00,8749.00,166264.00,6.00,6.00,7.20,20.00,177.00,518.00,1148.80,1877.20,4134.04,890.89
Time to First Output Token (ms),879.04,87.03,18146.99,303270.27,131.97,284.30,396.13,517.77,666.77,749.15,1126.60,1590.73,6347.06,1426.50
Time to First Token (ms),879.04,87.03,18146.99,303270.27,131.97,284.30,396.13,517.77,666.77,749.15,1126.60,1590.73,6347.06,1426.50
Time to Second Token (ms),35.98,0.10,905.11,12411.59,0.14,0.23,0.26,0.31,0.40,0.55,10.02,333.28,747.93,131.69
Tokens In Flight (tokens),133916.97,0.00,381144.72,,,,,,122322.93,,260762.54,281172.13,358840.97,90730.56
Usage Completion Tokens (tokens),481.92,4.00,8749.00,166264.00,6.00,6.00,7.20,20.00,177.00,518.00,1148.80,1877.20,4134.04,890.89
Usage Prompt Tokens (tokens),70375.94,433.00,132967.00,24279699.00,490.00,20385.80,26208.00,49176.00,74036.00,95054.00,104104.80,105895.20,118747.16,29659.09
Usage Total Tokens (tokens),70857.86,448.00,134556.00,24445963.00,509.76,20733.40,26549.60,49515.00,74637.00,95161.00,104129.20,105907.60,118981.92,29747.79

Metric,Value
Benchmark Duration (sec),1809.35
Input Token Throughput (tokens/sec),13419.05
Maximum Response Timestamp (ns),1780503286203477504.00
Minimum Request Timestamp (ns),1780501476857214208.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),91.89
Request Count,345.00
Request Throughput (requests/sec),0.19
Theoretical Prefix Cache Hit (%),97.17
Total Input Sequence Length (tokens),24279699.00
Total Output Sequence Length (tokens),166264.00
Total Output Tokens (tokens),166264.00
Total Token Throughput (tokens/sec),13510.94
Total Usage Completion Tokens (tokens),166264.00
Total Usage Prompt Tokens (tokens),24279699.00
Total Usage Total Tokens (tokens),24445963.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
