Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),182.26,0.00,4753.34,,,,,,136.87,,292.10,370.39,438.24,97.65
Active Decode Throughput Per User (tokens/sec/user),117.82,0.00,4564.92,,,,,,122.22,,140.62,152.41,251.43,48.40
Active Prefill Throughput (tokens/sec),133490.17,924.75,451091.12,,,,,,157699.91,,181970.69,189746.80,287846.14,63287.31
Active Prefill Throughput Per User (tokens/sec/user),124975.55,924.75,191816.09,,,,,,153861.39,,179727.37,183385.11,189819.17,60597.47
Active Total Throughput (tokens/sec),23141.03,29.55,451091.12,,,,,,221.65,,149014.46,172321.83,187164.67,56780.53
Credit Drop Latency (ms),11.04,1.10,43.80,77.29,1.12,1.19,1.28,1.46,3.63,12.93,28.72,36.26,42.29,14.56
Credit-to-Start Latency (ms),1.71,0.71,72.14,697.84,0.79,0.93,1.02,1.14,1.31,1.49,1.64,1.74,8.18,4.26
E2E Output Token Throughput (tokens/sec/user),81.46,0.76,146.15,33318.29,7.75,9.19,11.30,55.49,95.90,112.63,121.94,127.14,133.95,40.75
Effective Concurrency,1.28,0.00,4.00,,,,,,1.00,,3.00,3.00,4.00,0.99
Effective Decode Concurrency,1.13,0.00,4.00,,,,,,1.00,,2.00,3.00,3.00,0.95
Effective Decode Throughput (tokens/sec),133.38,0.00,4753.34,,,,,,124.94,,278.80,344.77,415.06,114.88
Effective Decode Throughput Per User (tokens/sec/user),84.57,0.00,4564.92,,,,,,111.97,,136.72,142.60,223.49,67.03
Effective Latency (CO-aware) (ms),5678.21,143.20,74422.19,2322388.45,342.19,605.92,640.33,973.22,2245.83,6427.67,14282.35,21749.46,45332.17,9175.84
Effective Prefill Concurrency,0.15,0.00,3.00,,,,,,0.00,,1.00,1.00,2.00,0.42
Effective Prefill Throughput (tokens/sec),17658.19,0.00,451091.12,,,,,,0.00,,88807.56,166874.23,185468.82,50746.48
Effective Prefill Throughput Per User (tokens/sec/user),16531.87,0.00,191816.09,,,,,,0.00,,80496.81,164114.21,180842.45,47733.83
Effective Total Throughput (tokens/sec),17792.31,0.00,451091.12,,,,,,136.46,,88950.30,167104.49,185592.27,50734.67
