Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),135.09,0.00,116331.60,,,,,,132.84,,203.64,220.01,248.76,122.39
Active Decode Throughput Per User (tokens/sec/user),23.04,0.00,12925.73,,,,,,23.16,,28.48,29.13,30.72,24.68
Active Prefill Throughput (tokens/sec),12077.86,249.57,372711.53,,,,,,11125.01,,15607.28,16501.05,33101.97,10315.72
Active Prefill Throughput Per User (tokens/sec/user),700.84,249.57,280458.52,,,,,,372.92,,500.00,543.82,2418.74,6377.19
Active Total Throughput (tokens/sec),11877.16,23.67,372775.22,,,,,,11112.22,,15641.97,16644.16,33201.09,10365.63
Credit Drop Latency (ms),13.87,1.10,54.97,110.98,1.16,1.38,1.66,2.71,6.41,16.08,33.06,44.01,52.78,17.10
Credit-to-Start Latency (ms),4.55,1.07,96.58,1137.72,1.14,1.24,1.29,1.46,1.70,2.02,8.47,17.52,60.08,10.48
E2E Output Token Throughput (tokens/sec/user),4.30,0.02,25.52,1075.57,0.03,0.08,0.37,0.75,2.29,5.00,10.54,19.80,23.61,5.53
Effective Concurrency,34.51,1.00,41.00,,,,,,38.00,,40.00,40.00,41.00,8.94
Effective Decode Concurrency,5.82,0.00,11.00,,,,,,6.00,,8.00,8.00,10.00,1.63
Effective Decode Throughput (tokens/sec),135.03,0.00,116331.60,,,,,,132.78,,203.64,220.01,248.76,122.40
Effective Decode Throughput Per User (tokens/sec/user),23.03,0.00,12925.73,,,,,,23.16,,28.48,29.13,30.72,24.68
Effective Latency (CO-aware) (ms),249630.63,3603.31,580988.45,62407657.22,10410.44,61125.87,159570.94,201988.68,251655.25,296663.52,358068.96,385046.28,488539.24,91833.86
Effective Prefill Concurrency,28.70,0.00,38.00,,,,,,31.00,,35.00,35.00,37.00,8.25
Effective Prefill Throughput (tokens/sec),11741.25,0.00,372711.53,,,,,,10973.44,,15484.72,16495.22,33101.97,10363.42
Effective Prefill Throughput Per User (tokens/sec/user),681.31,0.00,280458.52,,,,,,369.09,,500.00,543.82,2418.74,6288.76
Effective Total Throughput (tokens/sec),11877.16,23.67,372775.22,,,,,,11112.22,,15641.97,16644.16,33201.09,10365.63
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,967.78,5.00,10482.00,241944.00,7.47,15.90,73.80,167.50,495.50,1150.00,2371.60,3593.00,6777.22,1394.70
HTTP Chunks Sent,1.00,1.00,1.00,250.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.73,0.00,1.63,182.52,0.00,0.00,0.00,0.63,0.73,1.12,1.20,1.25,1.34,0.46
HTTP Connection Overhead (ms),0.93,0.00,2.29,231.53,0.00,0.00,0.00,0.63,0.73,1.56,1.66,1.75,1.97,0.65
HTTP Connection Reused (ratio),0.24,0.00,1.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.42
HTTP Data Received (KB),246.93,2.01,2702.36,61732.89,2.61,4.68,18.80,41.66,124.63,293.87,608.98,922.81,1741.49,358.51
HTTP Data Sent (KB),330.92,1.74,765.81,82729.73,8.80,92.71,107.33,193.54,330.05,442.91,519.26,712.61,758.25,174.29
HTTP DNS Lookup (ms),0.20,0.00,0.66,49.01,0.00,0.00,0.00,0.00,0.00,0.43,0.48,0.50,0.60,0.22
HTTP Duration (excl. conn) (ms),249625.95,3592.67,580969.80,62406486.65,10405.20,61121.22,159568.79,201986.77,251653.59,296661.96,358067.26,385044.17,488525.68,91835.87
HTTP Receiving (ms),42067.77,141.92,392957.11,10516942.53,239.35,572.89,2780.66,7406.06,22354.56,50148.31,101324.14,164058.47,273266.58,57940.56
