Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),182.56,0.00,18064.03,,,,,,177.60,,309.86,358.09,427.58,109.80
Active Decode Throughput Per User (tokens/sec/user),3.08,0.00,1235.05,,,,,,2.74,,4.51,5.63,10.14,6.85
Active Prefill Throughput (tokens/sec),21448.55,1165.88,227203.39,,,,,,20592.88,,26746.01,30326.54,67752.39,13591.21
Active Prefill Throughput Per User (tokens/sec/user),1163.87,671.74,45001.90,,,,,,1047.20,,1537.58,1716.77,2119.52,1082.23
Active Total Throughput (tokens/sec),21447.84,4.27,227204.25,,,,,,20783.87,,26951.12,30567.83,67800.99,13674.34
Credit Drop Latency (ms),1.81,1.08,4.69,28.95,1.09,1.13,1.22,1.34,1.61,2.01,2.18,2.85,4.32,0.82
Credit-to-Start Latency (ms),1.24,0.53,20.73,754.16,0.60,0.66,0.69,0.80,0.92,1.10,2.08,3.13,5.10,1.17
E2E Output Token Throughput (tokens/sec/user),2.00,0.10,3.40,1216.01,0.19,0.37,0.91,1.48,2.04,2.63,2.99,3.14,3.28,0.79
Effective Concurrency,77.85,1.00,100.00,,,,,,85.00,,95.00,96.00,100.00,20.37
Effective Decode Concurrency,59.07,0.00,84.00,,,,,,64.00,,75.00,77.00,82.00,17.67
Effective Decode Throughput (tokens/sec),182.41,0.00,18064.03,,,,,,177.40,,309.86,358.09,427.58,109.88
Effective Decode Throughput Per User (tokens/sec/user),3.08,0.00,1235.05,,,,,,2.74,,4.51,5.63,10.14,6.84
Effective Latency (CO-aware) (ms),233468.34,44915.59,1773363.18,141948748.09,52536.93,68004.36,82273.62,112484.80,157149.07,274430.53,456793.17,640356.21,1222732.68,221463.20
Effective Prefill Concurrency,18.78,0.00,49.00,,,,,,19.00,,25.00,28.00,44.00,6.88
Effective Prefill Throughput (tokens/sec),21256.05,0.00,227203.39,,,,,,20565.83,,26746.01,30326.54,67752.39,13680.46
Effective Prefill Throughput Per User (tokens/sec/user),1153.42,0.00,45001.90,,,,,,1042.86,,1529.19,1716.77,2119.52,1082.94
Effective Total Throughput (tokens/sec),21447.84,4.27,227204.25,,,,,,20783.87,,26951.12,30567.83,67800.99,13674.34
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,567.48,5.00,5609.00,345028.00,12.00,20.35,90.00,169.00,311.00,687.50,1337.90,1916.70,3627.62,710.69
HTTP Chunks Sent,1.00,1.00,1.00,608.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.33,0.00,1.34,201.62,0.00,0.00,0.00,0.00,0.39,0.48,0.68,0.72,0.78,0.26
HTTP Connection Overhead (ms),0.39,0.00,1.72,237.52,0.00,0.00,0.00,0.00,0.39,0.48,0.96,1.01,1.09,0.35
HTTP Connection Reused (ratio),0.33,0.00,1.00,202.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),152.37,2.16,1495.20,92641.94,4.03,6.26,24.94,46.11,83.87,184.49,357.76,512.45,968.65,189.64
HTTP Data Sent (KB),218.44,1.46,419.94,132813.18,1.62,59.02,134.55,166.50,218.56,277.19,326.14,351.84,403.65,84.78
HTTP DNS Lookup (ms),0.06,0.00,0.41,35.90,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.30,0.36,0.11
HTTP Duration (excl. conn) (ms),233467.01,44914.67,1773360.68,141947942.23,52534.80,68003.56,82272.39,112483.79,157146.83,274429.52,456792.06,640354.40,1222731.78,221463.05
HTTP Receiving (ms),177135.18,297.11,1726575.08,107698191.21,1175.09,5961.06,23413.99,50302.17,99444.11,214829.56,405922.76,584530.52,1181361.18,223756.02
HTTP Sending (ms),0.57,0.16,1.75,344.43,0.16,0.18,0.20,0.26,0.61,0.74,0.94,0.99,1.11,0.27
HTTP Total Time (ms),233467.40,44915.06,1773361.09,141948179.75,52534.80,68003.79,82272.39,112484.61,157147.04,274429.63,456792.79,640354.79,1222731.80,221463.07
HTTP Waiting (TTFB) (ms),56331.26,1508.21,104670.48,34249406.59,3481.38,26188.85,36768.40,47873.61,58913.34,67186.65,74929.20,77418.21,90581.30,16585.23
Input Sequence Length (tokens),63742.79,408.00,123396.00,38755615.00,409.07,17039.00,39262.50,48326.00,63337.00,81427.25,95320.70,103024.15,118339.87,24890.85
Inter Chunk Latency (ms),312.70,0.00,105271.19,107697960.93,2.31,69.70,71.48,72.62,73.69,78.75,85.18,1933.75,5845.38,1464.36
Inter Token Latency (ms),317.72,73.23,1157.53,193174.88,74.67,177.84,224.58,267.01,294.40,331.32,427.19,532.86,959.79,132.18
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),576.14,5.00,5721.00,350296.00,12.00,20.35,90.00,169.00,311.00,691.00,1366.10,1997.25,3881.79,734.50
Output Token Count (tokens),576.14,5.00,5721.00,350296.00,12.00,20.35,90.00,169.00,311.00,691.00,1366.10,1997.25,3881.79,734.50
Output Token Throughput Per User (tokens/sec/user),3.60,0.86,13.66,2187.40,1.04,1.88,2.34,3.02,3.40,3.75,4.45,5.62,13.39,1.65
Prefill Throughput Per User (tokens/sec/user),1620.45,5.38,59019.31,985231.96,7.32,322.55,578.07,807.67,1126.76,1502.57,2085.89,3003.50,12310.46,3381.47
Request Latency (ms),233466.72,44914.76,1773360.77,141947763.62,52534.88,68003.63,82272.49,112483.88,157146.91,274429.60,456792.16,640354.48,1222731.85,221462.50
Requested OSL (tokens),576.14,5.00,5721.00,350296.00,12.00,20.35,90.00,169.00,311.00,691.00,1366.10,1997.25,3881.79,734.50
Time to First Output Token (ms),56331.91,1509.13,104671.19,34249802.70,3482.30,26189.54,36769.06,47874.64,58914.36,67186.92,74929.79,77419.18,90581.95,16585.19
Time to First Token (ms),56331.91,1509.13,104671.19,34249802.70,3482.30,26189.54,36769.06,47874.64,58914.36,67186.92,74929.79,77419.18,90581.95,16585.19
Time to Second Token (ms),8828.31,1.88,105271.19,5367610.13,8.26,75.02,76.12,78.11,87.32,2122.91,35617.92,72259.06,102090.79,23377.00
Tokens In Flight (tokens),5155652.74,100954.00,6556284.12,,,,,,5682859.83,,6208539.16,6327237.70,6493594.14,1366351.93
Usage Completion Tokens (tokens),576.14,5.00,5721.00,350296.00,12.00,20.35,90.00,169.00,311.00,691.00,1366.10,1997.25,3881.79,734.50
Usage Prompt Tokens (tokens),63742.79,408.00,123396.00,38755615.00,409.07,17039.00,39262.50,48326.00,63337.00,81427.25,95320.70,103024.15,118339.87,24890.85
Usage Total Tokens (tokens),64318.93,425.00,124118.00,39105911.00,430.00,17726.25,39688.70,48567.75,63523.50,82257.50,96503.30,103849.95,120767.92,24953.11

Metric,Value
Benchmark Duration (sec),1823.27
Input Token Throughput (tokens/sec),21256.05
Maximum Response Timestamp (ns),1780499190792785664.00
Minimum Request Timestamp (ns),1780497367518304000.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),192.12
Request Count,608.00
Request Throughput (requests/sec),0.33
Theoretical Prefix Cache Hit (%),96.23
Total Input Sequence Length (tokens),38755615.00
Total Output Sequence Length (tokens),350296.00
Total Output Tokens (tokens),350296.00
Total Token Throughput (tokens/sec),21448.18
Total Usage Completion Tokens (tokens),350296.00
Total Usage Prompt Tokens (tokens),38755615.00
Total Usage Total Tokens (tokens),39105911.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
