Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),203.61,0.00,4062.82,,,,,,193.84,,324.12,357.77,430.12,98.21
Active Decode Throughput Per User (tokens/sec/user),84.85,0.00,1939.27,,,,,,89.38,,109.19,130.62,180.03,34.64
Active Prefill Throughput (tokens/sec),26888.65,1627.59,499080.84,,,,,,15241.97,,45325.11,103714.53,254340.37,41892.93
Active Prefill Throughput Per User (tokens/sec/user),17018.21,1600.13,374977.59,,,,,,5912.35,,31770.76,89813.30,216452.35,38651.77
Active Total Throughput (tokens/sec),20445.55,59.86,499080.84,,,,,,11740.20,,36649.84,81202.66,208969.46,38141.97
Credit Drop Latency (ms),5.80,1.29,22.34,52.20,1.30,1.36,1.43,1.60,2.96,5.18,12.79,17.57,21.39,6.44
Credit-to-Start Latency (ms),1.34,0.40,76.30,478.82,0.47,0.51,0.56,0.69,0.82,0.98,1.26,1.95,11.74,4.35
E2E Output Token Throughput (tokens/sec/user),48.06,0.14,122.20,17205.29,0.27,1.07,4.67,20.25,46.54,75.94,90.03,96.17,112.17,31.85
Effective Concurrency,4.44,0.00,8.00,,,,,,5.00,,7.00,7.00,8.00,1.79
Effective Decode Concurrency,2.31,0.00,5.00,,,,,,2.00,,4.00,4.00,5.00,1.03
Effective Decode Throughput (tokens/sec),195.31,0.00,4062.82,,,,,,188.87,,321.93,356.55,430.07,103.26
Effective Decode Throughput Per User (tokens/sec/user),80.83,0.00,1939.27,,,,,,88.93,,108.63,129.97,180.00,38.31
Effective Latency (CO-aware) (ms),22513.79,246.67,151852.92,8059936.74,389.38,556.42,1422.50,4730.37,14171.24,31721.02,54843.74,75513.25,115239.96,24960.70
Effective Prefill Concurrency,2.14,0.00,8.00,,,,,,2.00,,5.00,6.00,6.00,1.90
Effective Prefill Throughput (tokens/sec),20020.42,0.00,499080.84,,,,,,11570.80,,35844.41,79913.18,208885.85,38003.09
Effective Prefill Throughput Per User (tokens/sec/user),12671.21,0.00,374977.59,,,,,,4363.83,,21903.21,51822.05,179481.72,34167.76
Effective Total Throughput (tokens/sec),20218.79,0.00,499080.84,,,,,,11733.80,,36015.59,80167.91,208969.46,37990.25
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,51.71,2.00,537.00,18512.00,2.00,2.00,2.00,8.00,26.00,57.75,124.30,206.45,427.30,78.07
HTTP Chunks Sent,1.00,1.00,1.00,358.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.26,0.00,0.68,92.26,0.00,0.00,0.00,0.00,0.33,0.36,0.47,0.50,0.62,0.19
HTTP Connection Overhead (ms),0.28,0.00,0.90,99.33,0.00,0.00,0.00,0.00,0.33,0.36,0.63,0.68,0.75,0.22
HTTP Connection Reused (ratio),0.32,0.00,1.00,113.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.46
HTTP Data Received (KB),17.87,1.11,188.44,6395.86,1.12,1.14,1.15,3.23,9.36,19.85,41.70,69.94,142.13,26.19
HTTP Data Sent (KB),400.85,2.75,981.21,143503.76,38.46,108.81,149.53,266.41,375.36,470.65,760.56,802.36,857.85,201.97
HTTP DNS Lookup (ms),0.02,0.00,0.25,7.07,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.18,0.22,0.06
HTTP Duration (excl. conn) (ms),22512.39,243.07,151852.20,8059434.00,388.63,555.45,1421.93,4729.55,14170.26,31719.91,54843.06,75512.19,115238.73,24960.83
HTTP Receiving (ms),11677.86,42.07,129130.44,4180672.22,48.94,89.35,125.31,1470.44,5761.99,13507.39,27535.30,47322.37,92006.60,17856.82
HTTP Sending (ms),0.42,0.10,0.97,151.93,0.11,0.12,0.13,0.16,0.49,0.55,0.66,0.70,0.88,0.21
HTTP Total Time (ms),22512.66,243.07,151852.53,8059533.33,388.80,555.51,1421.93,4729.64,14170.63,31719.99,54843.37,75512.52,115239.13,24960.88
HTTP Waiting (TTFB) (ms),10834.11,64.82,82404.82,3878609.85,179.46,262.02,312.04,659.65,3434.58,17194.44,29747.50,42121.68,75385.21,15549.37
Input Sequence Length (tokens),101400.41,740.00,248748.00,36301345.00,9985.57,27520.50,38226.80,67148.25,94338.50,118942.75,192970.10,203760.10,217335.00,51319.50
Inter Chunk Latency (ms),230.28,7.46,14272.92,4179786.01,113.53,159.52,180.59,188.41,215.71,223.43,228.86,271.67,634.13,328.94
Inter Token Latency (ms),13.61,7.00,154.14,4870.88,7.41,8.99,9.39,10.31,11.27,12.25,14.72,24.92,55.95,13.33
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1005.71,4.00,10710.00,360044.00,6.00,9.00,12.00,134.75,491.00,1132.00,2460.80,4095.65,8517.71,1561.14
Output Token Count (tokens),1005.71,4.00,10710.00,360044.00,6.00,9.00,12.00,134.75,491.00,1132.00,2460.80,4095.65,8517.71,1561.14
Output Token Throughput Per User (tokens/sec/user),86.66,6.49,142.83,31023.20,18.02,40.14,67.95,81.61,88.74,96.97,106.52,111.22,134.95,20.02
Prefill Throughput Per User (tokens/sec/user),79882.12,30.06,374977.64,28597799.44,742.38,1886.10,2949.67,6406.56,28699.10,138626.46,255280.40,293835.68,335916.64,95305.48
Request Latency (ms),22512.45,243.12,151852.26,8059457.92,388.68,555.52,1421.98,4729.63,14170.34,31719.98,54843.11,75512.26,115238.81,24960.83
Requested OSL (tokens),1005.71,4.00,10710.00,360044.00,6.00,9.00,12.00,134.75,491.00,1132.00,2460.80,4095.65,8517.71,1561.14
Time to First Output Token (ms),19544.70,629.18,82528.29,2873071.29,911.06,2072.61,3455.42,6016.92,13220.32,27994.73,46095.64,55593.88,77048.72,17362.04
Time to First Token (ms),10837.07,64.99,82405.41,3879671.91,179.65,262.59,312.59,659.86,3435.16,17195.15,29747.96,42122.28,75385.82,15549.32
Time to Second Token (ms),279.51,42.06,2466.25,100065.25,48.94,89.34,125.31,192.92,222.49,245.66,427.67,649.52,1505.87,253.10
Tokens In Flight (tokens),564120.17,0.00,1140441.22,,,,,,559958.85,,919719.95,957877.90,1135567.34,242456.99
Usage Completion Tokens (tokens),1005.71,4.00,10710.00,360044.00,6.00,9.00,12.00,134.75,491.00,1132.00,2460.80,4095.65,8517.71,1561.14
Usage Prompt Tokens (tokens),101400.41,740.00,248748.00,36301345.00,9985.57,27520.50,38226.80,67148.25,94338.50,118942.75,192970.10,203760.10,217335.00,51319.50
Usage Total Tokens (tokens),102406.11,761.00,251522.00,36661389.00,10355.97,27964.45,38338.00,67419.75,94466.50,119316.25,195405.70,206297.65,219899.11,51985.66

Metric,Value
Benchmark Duration (sec),1813.22
Input Token Throughput (tokens/sec),20020.42
Maximum Response Timestamp (ns),1780557727190604288.00
Minimum Request Timestamp (ns),1780555913974746112.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),198.57
Request Count,358.00
Request Throughput (requests/sec),0.20
Theoretical Prefix Cache Hit (%),95.43
Total Input Sequence Length (tokens),36301345.00
Total Output Sequence Length (tokens),360044.00
Total Output Tokens (tokens),360044.00
Total Token Throughput (tokens/sec),20218.99
Total Usage Completion Tokens (tokens),360044.00
Total Usage Prompt Tokens (tokens),36301345.00
Total Usage Total Tokens (tokens),36661389.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
