Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),80.72,0.00,2613.53,,,,,,69.31,,131.43,158.39,188.26,40.22
Active Decode Throughput Per User (tokens/sec/user),4.15,0.00,435.59,,,,,,3.40,,5.88,6.52,16.85,5.12
Active Prefill Throughput (tokens/sec),11149.11,363.49,183934.40,,,,,,10432.52,,12836.94,17937.04,44735.97,7875.06
Active Prefill Throughput Per User (tokens/sec/user),676.39,363.49,165293.90,,,,,,536.26,,684.88,815.32,2476.53,3058.37
Active Total Throughput (tokens/sec),10920.27,4.83,183934.40,,,,,,10457.84,,12920.94,16748.36,44756.94,7976.65
Credit Drop Latency (ms),6.38,1.08,24.32,51.00,1.13,1.34,1.59,2.15,3.65,6.02,13.82,19.07,23.27,7.21
Credit-to-Start Latency (ms),4.67,0.96,93.42,1116.86,1.07,1.19,1.27,1.38,1.60,2.04,8.10,18.40,59.11,10.75
E2E Output Token Throughput (tokens/sec/user),1.70,0.04,4.08,406.16,0.04,0.10,0.34,0.81,1.62,2.51,3.08,3.39,3.96,1.07
Effective Concurrency,39.78,1.00,48.00,,,,,,44.00,,46.00,47.00,48.00,10.49
Effective Decode Concurrency,21.67,0.00,31.00,,,,,,23.00,,27.00,28.00,30.00,5.80
Effective Decode Throughput (tokens/sec),80.69,0.00,2613.53,,,,,,69.31,,131.43,158.39,188.26,40.24
Effective Decode Throughput Per User (tokens/sec/user),4.15,0.00,435.59,,,,,,3.40,,5.88,6.52,16.85,5.12
Effective Latency (CO-aware) (ms),304185.76,40418.51,1775723.73,72700397.30,63947.06,136815.17,147307.77,180566.65,230464.80,342090.36,501811.88,714141.17,1535159.63,238604.18
Effective Prefill Concurrency,18.11,0.00,28.00,,,,,,19.00,,23.00,24.00,26.00,5.63
Effective Prefill Throughput (tokens/sec),10829.20,0.00,183934.40,,,,,,10349.07,,12827.44,16679.45,44735.97,7981.32
Effective Prefill Throughput Per User (tokens/sec/user),656.98,0.00,165293.90,,,,,,533.84,,676.25,794.26,2363.04,3016.29
Effective Total Throughput (tokens/sec),10920.27,4.83,183934.40,,,,,,10457.84,,12920.94,16748.36,44756.94,7976.65
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
