Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),76.07,0.00,71226.53,,,,,,71.90,,130.11,145.02,155.33,81.02
Active Decode Throughput Per User (tokens/sec/user),60.49,0.00,71226.53,,,,,,64.64,,77.37,81.09,120.69,76.39
Active Prefill Throughput (tokens/sec),46373.93,682.90,193919.25,,,,,,42774.41,,106707.31,140144.73,170757.73,44115.60
Active Prefill Throughput Per User (tokens/sec/user),45320.68,682.90,193919.25,,,,,,42301.79,,104896.74,140144.73,170757.73,44019.53
Active Total Throughput (tokens/sec),6070.32,41.10,193919.25,,,,,,74.03,,2299.31,59845.05,113342.77,22208.47
Credit Drop Latency (ms),3.51,1.99,6.24,17.56,2.00,2.07,2.15,2.39,3.39,3.55,5.16,5.70,6.13,1.49
Credit-to-Start Latency (ms),1.56,1.01,7.59,214.02,1.06,1.21,1.24,1.30,1.43,1.50,1.68,1.91,5.18,0.77
E2E Output Token Throughput (tokens/sec/user),54.47,4.09,77.87,7461.95,4.47,33.56,37.06,47.48,56.72,65.69,69.10,70.72,75.93,14.49
Effective Concurrency,0.94,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.74
Effective Decode Concurrency,0.82,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.72
Effective Decode Throughput (tokens/sec),50.36,0.00,71226.53,,,,,,58.29,,118.04,136.17,154.92,73.85
Effective Decode Throughput Per User (tokens/sec/user),38.57,0.00,71226.53,,,,,,51.88,,75.42,77.74,117.75,67.57
Effective Latency (CO-aware) (ms),12351.04,277.71,105998.43,1692092.97,364.79,1364.97,2486.95,4173.04,6853.49,14472.79,26344.74,49037.21,67432.47,15295.34
Effective Prefill Concurrency,0.12,0.00,2.00,,,,,,0.00,,0.00,1.00,2.00,0.41
Effective Prefill Throughput (tokens/sec),4179.61,0.00,193919.25,,,,,,0.00,,0.00,37216.17,103622.57,18755.34
Effective Prefill Throughput Per User (tokens/sec/user),4084.68,0.00,193919.25,,,,,,0.00,,0.00,37216.17,94562.43,18522.41
Effective Total Throughput (tokens/sec),4230.70,0.00,193919.25,,,,,,67.33,,136.08,37264.10,103622.57,18749.10
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,653.14,6.00,5534.00,89480.00,7.80,22.40,97.00,229.00,370.00,768.00,1396.80,2269.80,3268.60,780.56
HTTP Chunks Sent,1.00,1.00,1.00,137.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.47,0.00,1.20,64.03,0.00,0.00,0.00,0.00,0.65,0.71,0.79,1.12,1.17,0.38
HTTP Connection Overhead (ms),0.50,0.00,1.66,68.35,0.00,0.00,0.00,0.00,0.65,0.71,0.79,1.54,1.64,0.45
HTTP Connection Reused (ratio),0.37,0.00,1.00,51.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.48
HTTP Data Received (KB),175.36,2.42,1480.18,24024.92,2.90,6.79,26.78,62.01,99.89,206.46,374.43,607.85,873.68,208.49
HTTP Data Sent (KB),187.96,1.56,405.22,25750.30,1.64,112.25,120.44,161.58,172.06,215.70,270.97,385.11,402.50,74.83
HTTP DNS Lookup (ms),0.03,0.00,0.48,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.47,0.11
HTTP Duration (excl. conn) (ms),12349.35,273.49,105996.63,1691861.52,360.71,1363.42,2485.33,4171.38,6851.86,14471.53,26343.20,49035.55,67430.92,15295.42
HTTP Receiving (ms),10761.81,72.51,102695.38,1474367.53,122.51,380.31,1544.87,3445.96,5892.40,12835.77,22324.55,37132.83,63341.35,14050.46
HTTP Sending (ms),0.83,0.21,1.62,114.12,0.25,0.30,0.31,0.36,1.02,1.11,1.19,1.48,1.54,0.41
HTTP Total Time (ms),12349.85,273.49,105997.28,1691929.87,360.71,1363.57,2486.04,4172.10,6852.59,14472.13,26343.47,49036.42,67431.33,15295.46
HTTP Waiting (TTFB) (ms),1586.71,121.83,54646.47,217379.87,134.44,267.82,329.18,503.05,782.00,981.22,1269.87,1750.84,35530.81,6414.02
Input Sequence Length (tokens),54894.39,407.00,118957.00,7520532.00,408.72,32613.00,34688.20,47258.00,50423.00,62312.00,79589.40,113138.00,118205.12,22037.39
Inter Chunk Latency (ms),16.50,0.00,2968.04,1474367.32,2.69,12.62,13.27,13.54,14.99,17.27,20.56,20.89,40.20,21.30
