Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),106.50,0.00,72006.62,,,,,,94.44,,200.64,213.75,234.53,71.47
Active Decode Throughput Per User (tokens/sec/user),83.36,0.00,72006.62,,,,,,90.08,,116.37,140.15,210.15,57.38
Active Prefill Throughput (tokens/sec),36419.86,1371.20,333819.75,,,,,,12116.30,,118206.20,146831.52,194220.67,49297.25
Active Prefill Throughput Per User (tokens/sec/user),33039.02,827.64,199358.62,,,,,,7794.59,,114138.37,144753.75,191598.96,48428.49
Active Total Throughput (tokens/sec),10610.26,34.72,333819.75,,,,,,105.51,,23443.25,89608.52,154617.77,31176.08
Credit Drop Latency (ms),11.75,1.60,75.44,199.67,1.65,1.84,2.04,5.90,8.23,11.60,13.19,26.13,65.58,16.33
Credit-to-Start Latency (ms),2.87,0.39,76.98,719.53,0.72,0.98,1.06,1.20,1.32,1.52,2.11,17.32,24.95,6.55
E2E Output Token Throughput (tokens/sec/user),61.40,0.51,109.45,15410.87,2.48,11.21,18.86,43.18,66.70,82.91,94.25,98.41,106.79,27.18
Effective Concurrency,1.15,0.00,7.00,,,,,,1.00,,3.00,4.00,6.00,1.27
Effective Decode Concurrency,0.82,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.73
Effective Decode Throughput (tokens/sec),71.14,0.00,72006.62,,,,,,78.95,,179.65,205.86,233.06,75.25
Effective Decode Throughput Per User (tokens/sec/user),52.77,0.00,72006.62,,,,,,50.92,,109.49,119.29,181.11,60.82
Effective Latency (CO-aware) (ms),8191.62,219.24,111940.14,2056096.22,289.58,516.98,1118.45,1583.94,3292.08,7045.74,14714.15,37431.81,87905.34,15685.30
Effective Prefill Concurrency,0.32,0.00,6.00,,,,,,0.00,,1.00,2.00,4.00,0.82
Effective Prefill Throughput (tokens/sec),7074.70,0.00,333819.75,,,,,,0.00,,11316.00,44759.30,145732.77,26070.83
Effective Prefill Throughput Per User (tokens/sec/user),6417.96,0.00,199358.62,,,,,,0.00,,6651.70,30007.08,143640.67,25028.80
Effective Total Throughput (tokens/sec),7146.37,0.00,333819.75,,,,,,95.75,,11478.53,44927.79,145732.77,26065.19
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,510.94,3.00,9369.00,128246.00,5.00,11.50,49.00,101.50,156.00,347.00,1034.00,2240.50,6615.50,1166.11
HTTP Chunks Sent,1.00,1.00,1.00,251.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.30,0.00,4.15,74.94,0.00,0.00,0.00,0.00,0.00,0.65,0.80,1.22,3.11,0.59
HTTP Connection Overhead (ms),0.32,0.00,5.54,81.38,0.00,0.00,0.00,0.00,0.00,0.65,0.80,1.74,3.11,0.68
HTTP Connection Reused (ratio),0.70,0.00,1.00,176.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.46
HTTP Data Received (KB),127.52,1.36,2333.50,32007.13,1.85,3.49,12.81,25.86,39.51,86.97,257.97,557.71,1644.47,289.64
HTTP Data Sent (KB),196.43,1.68,465.97,49304.27,2.09,66.10,80.97,135.30,200.03,247.56,287.07,330.47,461.39,90.38
HTTP DNS Lookup (ms),0.03,0.00,2.13,6.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.16
HTTP Duration (excl. conn) (ms),8188.64,209.07,111917.82,2055349.25,278.60,515.44,1112.04,1582.24,3290.77,7039.76,14712.57,37429.86,87903.74,15684.77
HTTP Receiving (ms),5891.24,0.63,108106.39,1478701.53,25.37,100.05,515.90,1082.23,1860.80,4242.02,10367.50,24104.21,80232.88,13794.96
HTTP Sending (ms),0.55,0.06,4.32,137.69,0.15,0.20,0.21,0.24,0.26,0.92,1.12,1.47,3.25,0.59
HTTP Total Time (ms),8188.97,209.07,111917.82,2055430.64,278.92,515.83,1113.87,1582.64,3290.77,7040.10,14712.57,37430.98,87903.74,15684.76
HTTP Waiting (TTFB) (ms),2296.85,67.68,54331.55,576510.04,109.18,208.73,283.27,404.63,537.79,1253.62,6008.64,8481.17,34401.61,5849.61
Input Sequence Length (tokens),50594.42,431.00,119005.00,12699200.00,490.00,17131.50,20923.00,34711.00,51466.00,64147.00,74128.00,84259.50,117796.00,23183.63
Inter Chunk Latency (ms),12.52,0.00,936.42,1478623.23,6.58,8.97,9.45,9.73,11.11,12.45,15.05,22.16,27.33,13.84
Inter Token Latency (ms),11.28,0.12,57.80,2830.74,3.82,7.96,8.89,9.42,10.98,12.40,14.36,15.42,21.26,4.05
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),513.49,6.00,9379.00,128886.00,7.50,15.00,51.00,102.50,159.00,349.50,1039.00,2246.00,6632.00,1167.64
Output Token Count (tokens),513.49,6.00,9379.00,128886.00,7.50,15.00,51.00,102.50,159.00,349.50,1039.00,2246.00,6632.00,1167.64
