Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),117.25,0.00,31405.67,,,,,,102.54,,204.86,239.46,270.23,74.42
Active Decode Throughput Per User (tokens/sec/user),92.20,0.00,31405.67,,,,,,98.14,,134.79,166.40,176.10,58.28
Active Prefill Throughput (tokens/sec),42227.84,1225.28,268972.14,,,,,,13175.38,,144259.11,162407.95,195399.82,56081.23
Active Prefill Throughput Per User (tokens/sec/user),38183.53,699.81,230029.29,,,,,,5492.96,,140415.03,160641.53,188365.57,55605.81
Active Total Throughput (tokens/sec),11474.40,63.54,268972.14,,,,,,104.28,,27320.55,103538.66,168168.45,34571.14
Credit Drop Latency (ms),12.50,1.78,91.39,212.56,1.84,2.07,2.33,5.82,7.32,11.37,12.78,28.79,78.87,20.02
Credit-to-Start Latency (ms),2.82,0.91,93.01,717.50,0.95,1.04,1.10,1.17,1.27,1.43,1.73,14.77,24.76,7.17
E2E Output Token Throughput (tokens/sec/user),66.54,0.95,106.89,16901.67,2.21,12.86,20.73,52.72,73.83,86.55,95.53,99.68,104.07,26.82
Effective Concurrency,1.07,0.00,7.00,,,,,,1.00,,3.00,4.00,6.00,1.30
Effective Decode Concurrency,0.76,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.73
Effective Decode Throughput (tokens/sec),71.76,0.00,31405.67,,,,,,90.31,,181.97,205.89,269.97,80.24
Effective Decode Throughput Per User (tokens/sec/user),54.33,0.00,31405.67,,,,,,49.80,,110.47,135.08,175.92,63.71
Effective Latency (CO-aware) (ms),7624.83,240.42,101077.63,1936706.42,294.68,488.30,1010.82,1531.52,2887.06,6506.79,14215.32,38364.98,79804.55,14487.20
Effective Prefill Concurrency,0.31,0.00,6.00,,,,,,0.00,,1.00,2.00,4.00,0.83
Effective Prefill Throughput (tokens/sec),7079.24,0.00,268972.14,,,,,,0.00,,4311.03,48463.49,159315.53,27858.27
Effective Prefill Throughput Per User (tokens/sec/user),6401.24,0.00,230029.29,,,,,,0.00,,3373.80,31725.94,158177.25,26866.38
Effective Total Throughput (tokens/sec),7151.45,0.00,268972.14,,,,,,96.10,,4496.93,48546.86,159410.20,27853.26
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,509.75,2.00,9365.00,129477.00,3.59,11.00,47.60,101.25,157.00,356.50,1034.10,2165.95,6599.25,1158.92
HTTP Chunks Sent,1.00,1.00,1.00,254.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.28,0.00,3.19,70.78,0.00,0.00,0.00,0.00,0.00,0.62,0.76,1.13,2.41,0.50
HTTP Connection Overhead (ms),0.30,0.00,3.19,75.08,0.00,0.00,0.00,0.00,0.00,0.62,0.76,1.59,2.41,0.53
HTTP Connection Reused (ratio),0.69,0.00,1.00,174.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.46
HTTP Data Received (KB),127.23,1.11,2330.87,32315.26,1.51,3.37,12.47,25.84,39.69,89.19,257.02,539.32,1635.92,287.60
HTTP Data Sent (KB),195.02,1.68,465.97,49534.80,2.10,66.17,79.22,134.11,198.54,247.36,286.86,330.29,461.36,90.77
HTTP DNS Lookup (ms),0.02,0.00,0.52,4.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.09
HTTP Duration (excl. conn) (ms),7621.90,230.88,101055.93,1935962.03,287.26,486.96,1009.17,1530.11,2874.30,6494.99,14198.48,38363.29,79803.08,14486.78
