Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),114.00,0.00,20811.36,,,,,,107.30,,194.46,217.19,275.28,75.05
Active Decode Throughput Per User (tokens/sec/user),63.75,0.00,20811.36,,,,,,61.59,,101.55,115.00,170.71,46.49
Active Prefill Throughput (tokens/sec),110840.09,3779.81,299758.78,,,,,,116024.09,,171894.59,189403.64,229663.13,56313.12
Active Prefill Throughput Per User (tokens/sec/user),106057.85,3779.81,208166.69,,,,,,114410.38,,165156.58,180690.20,200861.69,53496.26
Active Total Throughput (tokens/sec),16429.43,42.53,299758.78,,,,,,133.28,,88561.66,147426.48,181716.49,44804.93
Credit Drop Latency (ms),8.10,1.85,18.08,56.72,1.85,1.89,1.93,2.14,4.72,13.89,17.90,17.99,18.06,6.75
Credit-to-Start Latency (ms),2.03,0.68,101.04,726.04,1.02,1.11,1.15,1.31,1.53,1.70,1.90,2.25,10.88,5.50
E2E Output Token Throughput (tokens/sec/user),48.92,1.89,111.77,17464.90,6.48,9.36,10.44,32.18,51.64,65.01,79.35,85.89,99.78,24.44
Effective Concurrency,1.67,0.00,4.00,,,,,,2.00,,3.00,3.00,4.00,1.05
Effective Decode Concurrency,1.54,0.00,4.00,,,,,,2.00,,3.00,3.00,4.00,1.03
Effective Decode Throughput (tokens/sec),97.00,0.00,20811.36,,,,,,91.41,,192.65,211.00,271.43,78.55
Effective Decode Throughput Per User (tokens/sec/user),52.52,0.00,20811.36,,,,,,54.79,,98.65,110.31,158.39,48.69
Effective Latency (CO-aware) (ms),8546.73,250.80,151800.42,3051182.58,401.48,598.57,652.19,1236.06,3075.92,8608.21,20660.24,31343.31,81052.94,16025.53
Effective Prefill Concurrency,0.13,0.00,2.00,,,,,,0.00,,1.00,1.00,1.00,0.36
Effective Prefill Throughput (tokens/sec),13920.64,0.00,299758.78,,,,,,0.00,,62385.38,138985.75,180690.20,41802.56
Effective Prefill Throughput Per User (tokens/sec/user),13320.02,0.00,208166.69,,,,,,0.00,,51259.92,129349.06,170801.44,39933.64
Effective Total Throughput (tokens/sec),14018.68,0.00,299758.78,,,,,,119.23,,62439.12,139049.99,180690.20,41793.69
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,497.78,2.00,8709.00,177709.00,2.00,3.00,5.00,18.00,173.00,518.00,1155.60,1997.00,4948.64,948.82
HTTP Chunks Sent,1.00,1.00,1.00,357.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.41,0.00,4.16,145.29,0.00,0.00,0.00,0.00,0.60,0.67,0.76,0.99,1.18,0.42
HTTP Connection Overhead (ms),0.43,0.00,4.16,153.53,0.00,0.00,0.00,0.00,0.60,0.67,0.76,1.11,1.70,0.47
HTTP Connection Reused (ratio),0.44,0.00,1.00,156.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),124.20,1.10,2152.83,44340.67,1.11,1.36,1.85,5.07,43.69,129.46,287.07,494.08,1230.81,235.22
HTTP Data Sent (KB),276.53,1.72,513.13,98719.74,2.10,80.64,104.44,193.04,290.86,370.07,404.37,416.20,464.75,114.69
HTTP DNS Lookup (ms),0.02,0.00,0.54,8.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.10
HTTP Duration (excl. conn) (ms),8544.59,230.98,151798.63,3050417.60,395.62,594.27,650.36,1233.77,3074.07,8606.61,20658.73,31341.58,81051.28,16025.75
HTTP Receiving (ms),7862.11,0.48,150363.66,2806774.98,0.72,12.11,42.26,394.66,2464.33,8022.94,20028.59,29983.39,78690.00,15743.49
HTTP Sending (ms),0.66,0.13,4.40,236.62,0.20,0.21,0.22,0.24,0.85,0.93,1.07,1.32,1.45,0.43
HTTP Total Time (ms),8545.02,230.98,151799.31,3050571.13,395.62,594.92,650.78,1233.77,3074.07,8606.61,20658.98,31342.25,81051.98,16025.80
HTTP Waiting (TTFB) (ms),681.81,80.70,14942.75,243406.01,110.92,225.76,352.62,462.84,573.41,651.13,926.37,1212.80,3308.51,904.85
Input Sequence Length (tokens),71136.27,431.00,132966.00,25395650.00,490.00,20542.00,26922.00,49310.00,74530.00,95325.00,104229.00,107237.60,119659.28,29619.72
Inter Chunk Latency (ms),17.23,0.00,2928.35,2806590.31,7.91,9.24,10.18,11.82,14.51,19.44,21.95,26.33,43.01,32.09
Inter Token Latency (ms),14.07,0.09,95.72,5022.89,0.14,1.96,5.98,9.81,13.90,17.30,20.71,22.66,40.28,8.48
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),502.04,4.00,8749.00,179227.00,6.00,6.00,7.80,20.00,177.00,522.00,1164.80,2005.80,4969.16,952.89
Output Token Count (tokens),502.04,4.00,8749.00,179227.00,6.00,6.00,7.80,20.00,177.00,522.00,1164.80,2005.80,4969.16,952.89
Output Token Throughput Per User (tokens/sec/user),342.66,10.45,10584.09,122330.21,24.85,44.13,48.28,57.79,71.93,101.96,167.35,513.14,7042.11,1280.70
Prefill Throughput Per User (tokens/sec/user),120436.12,3779.80,208166.66,42995695.96,5256.62,24556.06,63933.90,95198.94,122925.82,152861.03,170157.91,181175.47,201429.20,43771.50
Request Latency (ms),8544.19,231.12,151798.75,3050274.81,395.72,594.37,650.47,1233.87,3074.17,8606.71,20658.84,31341.70,81051.38,16025.32
Requested OSL (tokens),502.04,4.00,8749.00,179227.00,6.00,6.00,7.80,20.00,177.00,522.00,1164.80,2005.80,4969.16,952.89
Time to First Output Token (ms),682.59,81.09,14943.73,243684.50,111.57,226.77,353.77,463.17,574.38,651.49,927.32,1213.68,3309.50,904.87
Time to First Token (ms),682.59,81.09,14943.73,243684.50,111.57,226.77,353.77,463.17,574.38,651.49,927.32,1213.68,3309.50,904.87
Time to Second Token (ms),18.88,0.11,750.01,6739.55,0.17,0.23,0.26,0.31,0.39,0.47,2.24,15.29,515.84,90.14
Tokens In Flight (tokens),134794.04,0.00,417180.93,,,,,,121443.17,,263900.00,295730.67,376971.34,92453.19
Usage Completion Tokens (tokens),502.04,4.00,8749.00,179227.00,6.00,6.00,7.80,20.00,177.00,522.00,1164.80,2005.80,4969.16,952.89
Usage Prompt Tokens (tokens),71136.27,431.00,132966.00,25395650.00,490.00,20542.00,26922.00,49310.00,74530.00,95325.00,104229.00,107237.60,119659.28,29619.72
Usage Total Tokens (tokens),71638.31,446.00,136550.00,25574877.00,511.36,20791.80,27525.80,50000.00,75138.00,95571.00,104319.00,107599.60,120431.28,29748.34

Metric,Value
Benchmark Duration (sec),1824.32
Input Token Throughput (tokens/sec),13920.64
Maximum Response Timestamp (ns),1780504117124943872.00
Minimum Request Timestamp (ns),1780502292808181504.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),98.24
Request Count,357.00
Request Throughput (requests/sec),0.20
Theoretical Prefix Cache Hit (%),97.23
Total Input Sequence Length (tokens),25395650.00
Total Output Sequence Length (tokens),179227.00
Total Output Tokens (tokens),179227.00
Total Token Throughput (tokens/sec),14018.88
Total Usage Completion Tokens (tokens),179227.00
Total Usage Prompt Tokens (tokens),25395650.00
Total Usage Total Tokens (tokens),25574877.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
