Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),226.55,0.00,17713.87,,,,,,230.53,,352.74,394.94,443.68,107.15
Active Decode Throughput Per User (tokens/sec/user),22.99,0.00,17713.87,,,,,,23.52,,33.21,36.65,43.78,19.90
Active Prefill Throughput (tokens/sec),64163.44,305.35,308487.06,,,,,,60878.53,,126119.17,156491.31,201297.62,47156.54
Active Prefill Throughput Per User (tokens/sec/user),41681.56,305.35,200868.67,,,,,,28437.66,,90325.90,94153.45,102353.67,34630.02
Active Total Throughput (tokens/sec),38371.58,23.62,308744.06,,,,,,13342.21,,98670.08,133955.65,181252.76,48097.56
Inter Token Latency (error-adjusted) (ms),,12.05,,,19.22,23.23,24.70,29.34,37.03,48.58,78.99,120.59,299.63,
Request Latency (error-adjusted) (ms),,472.70,,,908.70,1832.67,3404.94,6402.51,13495.40,26536.25,59348.66,101439.68,264722.73,
Time to First Token (error-adjusted) (ms),,172.93,,,316.74,636.77,743.91,1146.56,1540.55,3274.53,6976.08,10956.35,21606.02,
Credit Drop Latency (ms),292.51,3.86,3671.48,6727.78,6.06,13.96,14.84,31.25,90.49,144.86,401.66,942.58,3083.47,749.88
Credit-to-Start Latency (ms),13.57,0.72,3672.00,9882.28,0.98,1.26,1.42,1.60,1.96,2.27,2.77,13.94,161.02,144.91
E2E Output Token Throughput (tokens/sec/user),19.67,0.95,59.45,14303.33,1.92,4.60,6.37,13.79,20.29,25.98,30.35,33.03,37.06,8.86
Effective Concurrency,11.46,1.00,18.00,,,,,,12.00,,15.00,16.00,17.00,2.85
Effective Decode Concurrency,10.24,0.00,16.00,,,,,,10.00,,14.00,15.00,15.00,2.71
Effective Decode Throughput (tokens/sec),226.47,0.00,17713.87,,,,,,230.48,,352.73,394.94,443.68,107.22
Effective Decode Throughput Per User (tokens/sec/user),22.98,0.00,17713.87,,,,,,23.52,,33.21,36.65,43.78,19.90
Effective Latency (CO-aware) (ms),28731.55,7.90,1379986.09,20916571.03,974.68,1821.66,3356.56,6387.89,13436.80,26171.26,58999.07,101217.40,258215.39,66107.64
Effective Prefill Concurrency,1.23,0.00,7.00,,,,,,1.00,,3.00,5.00,6.00,1.49
Effective Prefill Throughput (tokens/sec),38140.08,0.00,308487.06,,,,,,13144.40,,98370.03,133761.49,181153.60,48107.90
Effective Prefill Throughput Per User (tokens/sec/user),24776.38,0.00,200868.67,,,,,,8905.35,,86099.84,91336.78,99402.17,33640.77
