Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),66.69,0.00,6571.00,,,,,,55.51,,105.93,139.63,338.08,92.25
Active Decode Throughput Per User (tokens/sec/user),6.26,0.00,1971.24,,,,,,5.11,,9.53,10.41,30.32,16.25
Active Prefill Throughput (tokens/sec),6496.56,230.95,125572.72,,,,,,5713.63,,9437.56,15126.54,27198.38,6963.51
Active Prefill Throughput Per User (tokens/sec/user),260.31,149.87,27757.52,,,,,,167.23,,241.99,420.18,1472.65,939.80
Active Total Throughput (tokens/sec),6321.22,4.38,125575.25,,,,,,5770.22,,8997.10,15000.17,26580.29,6940.29
Credit Drop Latency (ms),6.01,0.98,17.41,36.06,1.03,1.23,1.48,2.06,3.66,7.54,12.89,15.15,16.95,5.65
Credit-to-Start Latency (ms),7.37,1.07,97.23,994.47,1.10,1.22,1.26,1.43,1.71,6.52,18.04,36.21,67.32,14.18
E2E Output Token Throughput (tokens/sec/user),1.61,0.01,6.53,216.95,0.02,0.05,0.18,0.38,1.04,2.39,4.43,5.54,6.32,1.68
Effective Concurrency,39.39,1.00,50.00,,,,,,46.00,,49.00,49.00,50.00,13.71
Effective Decode Concurrency,10.31,0.00,17.00,,,,,,11.00,,14.00,14.00,16.00,3.06
Effective Decode Throughput (tokens/sec),66.63,0.00,6571.00,,,,,,55.50,,105.93,139.62,338.03,92.23
Effective Decode Throughput Per User (tokens/sec/user),6.25,0.00,1971.24,,,,,,5.11,,9.53,10.41,30.30,16.25
Effective Latency (CO-aware) (ms),529647.25,51324.80,1667722.58,71502378.43,56307.14,104846.03,166953.18,454103.94,544237.75,613114.39,760500.13,974807.12,1387919.38,256119.95
Effective Prefill Concurrency,29.07,0.00,41.00,,,,,,34.00,,38.00,39.00,40.00,11.13
Effective Prefill Throughput (tokens/sec),6250.01,0.00,125572.72,,,,,,5687.01,,8932.20,14947.25,26555.74,6941.98
Effective Prefill Throughput Per User (tokens/sec/user),250.43,0.00,27757.52,,,,,,167.05,,239.42,420.18,1397.67,923.13
Effective Total Throughput (tokens/sec),6321.22,4.38,125575.25,,,,,,5770.22,,8997.10,15000.17,26580.29,6940.29
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,956.30,5.00,10547.00,129101.00,7.02,13.70,85.60,156.50,373.00,989.50,2510.60,3880.20,7349.72,1607.29
HTTP Chunks Sent,1.00,1.00,1.00,135.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.83,0.00,3.94,111.81,0.00,0.00,0.00,0.66,0.76,1.19,1.28,1.36,1.47,0.52
HTTP Connection Overhead (ms),1.10,0.00,7.55,149.15,0.00,0.00,0.00,0.66,0.76,1.71,1.88,1.94,2.15,0.89
HTTP Connection Reused (ratio),0.19,0.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.39
HTTP Data Received (KB),237.88,1.84,2628.69,32114.28,2.34,4.01,21.92,39.53,93.24,246.15,625.56,963.43,1825.31,398.84
HTTP Data Sent (KB),326.08,9.12,747.18,44021.39,9.40,79.34,110.84,191.06,332.92,436.39,552.85,622.77,742.24,170.79
HTTP DNS Lookup (ms),0.28,0.00,3.61,37.33,0.00,0.00,0.00,0.00,0.00,0.53,0.59,0.62,0.68,0.39
HTTP Duration (excl. conn) (ms),529639.76,51314.11,1667710.43,71501368.10,56295.32,104841.63,166902.59,454087.51,544236.07,613112.78,760495.32,974796.86,1387905.36,256122.70
HTTP Receiving (ms),138692.38,217.57,1608985.43,18723471.95,430.79,2495.63,7631.56,24207.01,60088.72,126857.24,345684.75,508135.08,1043742.77,229821.59
HTTP Sending (ms),1.12,0.21,4.17,151.69,0.23,0.26,0.30,0.94,1.07,1.48,1.61,1.71,1.80,0.53
HTTP Total Time (ms),529640.87,51315.86,1667712.28,71501517.24,56297.26,104842.28,166904.55,454088.72,544236.70,613113.13,760496.68,974798.75,1387906.97,256122.63
HTTP Waiting (TTFB) (ms),390946.26,1208.85,575395.19,52777744.46,4063.90,11784.71,51530.95,262010.27,491677.73,521690.03,540271.48,547224.24,561014.75,184700.47
Input Sequence Length (tokens),84039.45,2348.00,194151.00,11345326.00,2374.76,20267.10,28485.40,48938.00,85729.00,112113.50,141200.20,160377.50,192871.64,44119.59
Inter Chunk Latency (ms),161.12,0.26,4454.90,18721662.41,1.12,1.66,3.97,58.48,67.24,129.88,320.47,816.24,1677.30,317.03
Inter Token Latency (ms),164.10,51.04,772.94,22153.58,54.43,60.15,66.37,101.51,142.39,182.15,266.80,349.25,675.62,108.65
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),958.50,5.00,10571.00,129398.00,7.02,13.70,86.20,157.00,373.00,991.50,2516.00,3886.90,7363.06,1610.47
Output Token Count (tokens),958.50,5.00,10571.00,129398.00,7.02,13.70,86.20,157.00,373.00,991.50,2516.00,3886.90,7363.06,1610.47
Output Token Throughput Per User (tokens/sec/user),8.06,1.29,19.59,1088.46,1.52,2.86,3.75,5.49,7.02,9.86,15.07,16.63,18.37,4.10
Prefill Throughput Per User (tokens/sec/user),1307.13,4.74,49082.42,176461.94,6.22,50.00,63.75,119.10,207.77,366.76,1790.25,4558.60,21661.96,5071.20
