Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),140.06,0.00,41101.52,,,,,,144.27,,239.17,279.33,321.73,82.63
Active Decode Throughput Per User (tokens/sec/user),59.48,0.00,41101.52,,,,,,68.11,,83.28,87.86,98.57,41.12
Active Prefill Throughput (tokens/sec),48946.34,2132.54,390323.06,,,,,,42307.09,,93838.49,98068.53,179451.16,39084.50
Active Prefill Throughput Per User (tokens/sec/user),42011.48,2132.54,203586.31,,,,,,30739.83,,91482.84,95490.91,101909.81,36189.86
Active Total Throughput (tokens/sec),17069.38,27.20,390323.06,,,,,,197.04,,73594.88,91207.27,124080.42,32702.59
Credit Drop Latency (ms),439.25,2.08,3545.14,4392.52,2.13,2.29,2.49,7.89,15.37,87.09,929.49,2237.32,3283.58,1051.67
Credit-to-Start Latency (ms),16.87,0.43,3545.48,4791.06,0.51,0.60,0.65,0.77,0.94,1.11,1.27,3.09,63.30,213.27
E2E Output Token Throughput (tokens/sec/user),43.26,2.25,81.87,12285.28,4.02,11.53,16.35,31.57,46.30,56.18,63.50,66.94,74.30,17.33
Effective Concurrency,2.58,0.00,6.00,,,,,,3.00,,4.00,4.00,5.00,1.22
Effective Decode Concurrency,2.14,0.00,4.00,,,,,,2.00,,4.00,4.00,4.00,1.16
Effective Decode Throughput (tokens/sec),125.80,0.00,41101.52,,,,,,139.08,,229.96,257.87,321.64,88.78
Effective Decode Throughput Per User (tokens/sec/user),53.27,0.00,41101.52,,,,,,62.71,,82.80,87.57,97.83,42.95
Effective Latency (CO-aware) (ms),16153.86,632.19,179999.26,4587696.62,1198.11,2180.89,2550.32,3840.60,6722.62,12896.88,39917.06,66213.03,141695.88,27472.93
Effective Prefill Concurrency,0.44,0.00,4.00,,,,,,0.00,,1.00,2.00,3.00,0.72
Effective Prefill Throughput (tokens/sec),16097.59,0.00,390323.06,,,,,,0.00,,70694.49,90628.75,121018.22,32112.09
Effective Prefill Throughput Per User (tokens/sec/user),13816.84,0.00,203586.31,,,,,,0.00,,66612.56,89511.46,96577.55,28640.88
Effective Total Throughput (tokens/sec),16224.22,0.00,390323.06,,,,,,189.43,,70877.47,90765.43,121066.72,32097.03
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,789.91,7.00,10120.00,224334.00,7.83,76.10,98.60,131.75,238.50,554.75,1782.50,3454.50,8290.35,1577.08
HTTP Chunks Sent,1.00,1.00,1.00,284.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.15,0.00,0.82,42.52,0.00,0.00,0.00,0.00,0.00,0.35,0.44,0.61,0.74,0.22
HTTP Connection Overhead (ms),0.17,0.00,1.11,47.43,0.00,0.00,0.00,0.00,0.00,0.35,0.44,0.83,1.01,0.27
HTTP Connection Reused (ratio),0.65,0.00,1.00,186.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.48
HTTP Data Received (KB),194.12,2.31,2474.90,55131.31,2.50,19.18,24.80,32.79,59.10,135.79,438.85,846.96,2031.59,386.02
HTTP Data Sent (KB),395.77,1.82,776.75,112399.16,102.97,159.05,208.15,295.51,388.07,498.19,600.06,627.81,724.31,148.18
HTTP DNS Lookup (ms),0.02,0.00,0.35,4.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.33,0.07
HTTP Duration (excl. conn) (ms),16136.93,442.12,179998.19,4582888.45,1197.22,2135.97,2549.60,3839.51,6721.97,12895.92,39915.84,66211.80,141694.80,27477.59
HTTP Receiving (ms),13360.15,73.37,178887.03,3794283.01,89.00,1064.41,1300.79,2038.66,4078.09,11360.57,31845.81,58550.57,135150.04,26146.03
HTTP Sending (ms),0.29,0.07,1.07,82.42,0.09,0.11,0.11,0.12,0.15,0.49,0.64,0.75,0.98,0.24
HTTP Total Time (ms),16137.10,442.12,179998.19,4582935.88,1197.46,2136.39,2549.60,3839.78,6722.15,12895.92,39916.19,66212.16,141694.86,27477.64
HTTP Waiting (TTFB) (ms),2776.49,193.02,36909.82,788523.01,449.50,622.72,869.48,1061.57,1478.36,2857.34,5908.31,8990.56,20219.10,3976.67
Input Sequence Length (tokens),100497.81,415.00,197896.00,28541378.00,26205.66,39729.60,52422.00,75295.50,98247.00,126973.50,152516.20,159472.00,184625.20,37676.19
Inter Chunk Latency (ms),16.98,0.02,3404.18,3794264.66,9.25,11.34,11.69,12.31,13.52,14.21,14.79,15.55,24.24,66.22
Inter Token Latency (ms),18.44,10.96,196.03,5236.22,11.28,11.50,12.03,13.55,14.56,17.36,26.94,39.51,58.18,14.63
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),791.55,7.00,10151.00,224799.00,7.83,76.25,98.60,131.75,240.00,560.25,1785.60,3464.95,8306.52,1580.52
Output Token Count (tokens),791.55,7.00,10151.00,224799.00,7.83,76.25,98.60,131.75,240.00,560.25,1785.60,3464.95,8306.52,1580.52
Output Token Throughput Per User (tokens/sec/user),64.18,5.10,91.26,18226.35,17.22,25.31,37.12,57.62,68.70,73.81,83.14,86.95,88.68,17.26
Prefill Throughput Per User (tokens/sec/user),65366.04,243.13,203586.27,18563956.53,4392.02,7846.04,10906.90,31997.80,72158.74,90258.42,95446.41,98184.29,201966.94,39306.34
Request Latency (ms),16136.93,442.19,179998.26,4582889.38,1197.27,2136.05,2549.65,3839.57,6722.02,12895.98,39915.90,66211.86,141694.87,27477.57
Requested OSL (tokens),791.55,7.00,10151.00,224799.00,7.83,76.25,98.60,131.75,240.00,560.25,1785.60,3464.95,8306.52,1580.52
Time to First Output Token (ms),2776.85,193.20,36910.38,788624.71,449.70,622.95,869.88,1061.79,1478.84,2857.79,5908.76,8990.87,20219.35,3976.71
Time to First Token (ms),2776.85,193.20,36910.38,788624.71,449.70,622.95,869.88,1061.79,1478.84,2857.79,5908.76,8990.87,20219.35,3976.71
Time to Second Token (ms),78.43,3.97,2795.74,22273.91,7.96,10.73,12.14,13.46,15.06,16.39,80.59,382.12,1513.62,279.83
Tokens In Flight (tokens),318736.75,0.00,643258.92,,,,,,341161.47,,516378.03,561626.66,624087.83,157995.98
Usage Completion Tokens (tokens),791.55,7.00,10151.00,224799.00,7.83,76.25,98.60,131.75,240.00,560.25,1785.60,3464.95,8306.52,1580.52
Usage Prompt Tokens (tokens),100497.81,415.00,197896.00,28541378.00,26205.66,39729.60,52422.00,75295.50,98247.00,126973.50,152516.20,159472.00,184625.20,37676.19
Usage Total Tokens (tokens),101289.36,435.00,205060.00,28766177.00,26321.09,40075.60,52535.00,75420.50,99187.50,127407.25,154479.70,162656.25,188125.00,38218.24

Metric,Value
Benchmark Duration (sec),1773.02
Input Token Throughput (tokens/sec),16097.59
Maximum Response Timestamp (ns),1780246488095095296.00
Minimum Request Timestamp (ns),1780244715073518592.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),126.79
Request Count,284.00
Request Throughput (requests/sec),0.16
Theoretical Prefix Cache Hit (%),94.97
Total Input Sequence Length (tokens),28541378.00
Total Output Sequence Length (tokens),224799.00
Total Output Tokens (tokens),224799.00
Total Token Throughput (tokens/sec),16224.38
Total Usage Completion Tokens (tokens),224799.00
Total Usage Prompt Tokens (tokens),28541378.00
Total Usage Total Tokens (tokens),28766177.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
