Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),246.53,0.00,21462.17,,,,,,219.00,,506.19,620.30,725.09,172.23
Active Decode Throughput Per User (tokens/sec/user),8.70,0.00,631.24,,,,,,7.46,,16.43,18.69,22.30,6.53
Active Prefill Throughput (tokens/sec),28020.18,1361.53,276470.97,,,,,,24427.83,,39820.48,50627.44,144618.40,19562.87
Active Prefill Throughput Per User (tokens/sec/user),1234.31,556.34,149205.14,,,,,,867.58,,1583.77,2322.70,10834.46,3301.49
Active Total Throughput (tokens/sec),27777.68,11.44,276493.29,,,,,,24422.21,,39614.36,51085.46,144937.18,19765.33
Credit Drop Latency (ms),6.26,0.95,26.73,68.83,1.03,1.34,1.72,2.47,3.23,6.72,10.68,18.70,25.12,7.04
Credit-to-Start Latency (ms),4.01,0.90,417.14,2207.50,1.01,1.12,1.18,1.31,1.51,1.82,4.94,10.89,48.30,19.18
E2E Output Token Throughput (tokens/sec/user),3.88,0.04,14.06,2136.34,0.10,0.39,0.75,1.37,2.90,5.41,8.80,10.74,13.29,3.22
Effective Concurrency,54.73,1.00,66.00,,,,,,58.00,,63.00,64.00,65.00,11.57
Effective Decode Concurrency,27.41,0.00,38.00,,,,,,29.00,,34.00,34.00,36.00,6.24
Effective Decode Throughput (tokens/sec),246.42,0.00,21462.17,,,,,,218.99,,506.19,620.30,725.08,172.27
Effective Decode Throughput Per User (tokens/sec/user),8.69,0.00,631.24,,,,,,7.46,,16.43,18.69,22.30,6.53
Effective Latency (CO-aware) (ms),181272.98,9418.38,1662553.04,99881409.64,24773.64,42431.00,57452.15,101002.16,144368.74,204459.72,310261.30,463094.85,893654.76,164363.89
Effective Prefill Concurrency,27.33,0.00,40.00,,,,,,29.00,,34.00,36.00,38.00,7.35
Effective Prefill Throughput (tokens/sec),27522.28,0.00,276470.97,,,,,,24149.70,,39183.80,50627.44,144618.40,19738.51
Effective Prefill Throughput Per User (tokens/sec/user),1212.38,0.00,149205.14,,,,,,864.00,,1559.68,2313.66,10834.46,3276.08
Effective Total Throughput (tokens/sec),27777.68,11.44,276493.29,,,,,,24422.21,,39614.36,51085.46,144937.18,19765.33
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,846.20,5.00,14909.00,466256.00,9.00,26.50,91.00,144.00,345.00,930.50,1889.00,2848.00,7526.50,1530.76
HTTP Chunks Sent,1.00,1.00,1.00,551.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.54,0.00,1.90,294.86,0.00,0.00,0.00,0.00,0.63,0.88,1.07,1.11,1.25,0.42
HTTP Connection Overhead (ms),0.65,0.00,1.90,356.52,0.00,0.00,0.00,0.00,0.63,1.17,1.51,1.60,1.80,0.57
HTTP Connection Reused (ratio),0.33,0.00,1.00,182.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),208.05,1.82,3648.00,114635.52,2.80,7.08,22.84,35.86,85.17,229.35,463.22,697.80,1852.71,375.38
HTTP Data Sent (KB),359.92,1.80,912.24,198318.31,15.93,94.81,124.04,206.87,337.88,465.65,626.83,748.58,860.26,193.70
HTTP DNS Lookup (ms),0.11,0.00,0.59,61.66,0.00,0.00,0.00,0.00,0.00,0.26,0.45,0.48,0.54,0.19
HTTP Duration (excl. conn) (ms),181268.86,9325.73,1662535.38,99879141.86,24769.28,42427.07,57450.31,101000.59,144367.48,204458.15,310259.59,463093.18,893652.83,164364.12
HTTP Receiving (ms),90777.73,160.73,1657560.05,50018529.28,624.82,3195.18,6533.48,13975.12,39119.48,98321.75,199664.70,353219.93,797632.14,164563.41
