Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),89.49,0.00,15895.12,,,,,,93.26,,166.29,169.68,193.13,71.15
Active Decode Throughput Per User (tokens/sec/user),89.49,0.00,15895.12,,,,,,93.26,,166.29,169.68,193.13,71.15
Active Prefill Throughput (tokens/sec),92571.77,5044.76,211349.15,,,,,,96736.20,,164527.63,188868.98,211349.15,59034.10
Active Prefill Throughput Per User (tokens/sec/user),92571.77,5044.76,211349.15,,,,,,96736.20,,164527.63,188868.98,211349.15,59034.10
Active Total Throughput (tokens/sec),6663.57,86.54,211349.15,,,,,,98.95,,102.61,22266.71,161274.62,28489.55
Credit Drop Latency (ms),6.52,3.80,9.24,13.05,3.86,4.08,4.35,5.16,6.52,7.88,8.70,8.97,9.19,2.72
Credit-to-Start Latency (ms),1.74,1.10,11.16,108.06,1.13,1.17,1.21,1.30,1.44,1.61,1.80,1.98,7.92,1.44
E2E Output Token Throughput (tokens/sec/user),77.95,8.69,100.04,4832.99,15.50,39.70,55.62,73.41,81.66,90.23,96.14,97.23,99.22,18.59
Effective Concurrency,0.44,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.50
Effective Decode Concurrency,0.41,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.49
Effective Decode Throughput (tokens/sec),39.45,0.00,15895.12,,,,,,0.00,,104.25,146.10,192.02,62.88
Effective Decode Throughput Per User (tokens/sec/user),36.61,0.00,15895.12,,,,,,0.00,,104.25,146.09,192.02,63.30
Effective Latency (CO-aware) (ms),12307.08,239.42,96556.18,763039.04,281.30,706.89,1094.38,2786.03,5396.50,12249.91,32663.48,44363.63,86472.26,17985.07
Effective Prefill Concurrency,0.03,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.17
Effective Prefill Throughput (tokens/sec),2894.79,0.00,211349.15,,,,,,0.00,,0.00,0.00,129257.67,19198.33
Effective Prefill Throughput Per User (tokens/sec/user),2894.79,0.00,211349.15,,,,,,0.00,,0.00,0.00,129257.67,19198.33
Effective Total Throughput (tokens/sec),2934.26,0.00,211349.15,,,,,,0.00,,102.05,102.50,129257.67,19192.44
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1098.97,2.00,9649.00,68136.00,6.88,17.05,52.70,199.25,410.50,1096.75,2757.00,4140.70,8510.13,1740.42
HTTP Chunks Sent,1.00,1.00,1.00,62.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.49,0.00,1.30,30.63,0.00,0.00,0.00,0.00,0.63,0.70,0.81,1.08,1.24,0.37
HTTP Connection Overhead (ms),0.53,0.00,1.86,33.15,0.00,0.00,0.00,0.00,0.63,0.70,0.81,1.56,1.83,0.46
HTTP Connection Reused (ratio),0.32,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),273.47,1.12,2379.02,16955.26,2.33,4.87,13.75,50.17,102.57,273.41,686.29,1030.79,2118.92,431.72
HTTP Data Sent (KB),316.17,1.74,465.97,19602.77,3.27,215.32,227.15,243.66,290.86,442.22,460.77,463.71,465.97,105.50
HTTP DNS Lookup (ms),0.04,0.00,0.60,2.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.58,0.14
HTTP Duration (excl. conn) (ms),12305.23,233.72,96554.67,762924.54,272.21,705.56,1093.06,2781.51,5394.92,12248.26,32661.84,44362.16,86470.71,17985.25
HTTP Receiving (ms),11431.49,0.94,96109.97,708752.34,49.19,139.99,489.56,2127.59,4610.66,11236.01,29701.99,42130.08,83922.05,17637.06
HTTP Sending (ms),0.76,0.21,1.62,46.85,0.21,0.22,0.22,0.25,0.88,0.99,1.12,1.35,1.52,0.39
HTTP Total Time (ms),12305.77,233.72,96555.39,762957.69,272.21,705.59,1093.66,2782.45,5395.23,12248.26,32661.90,44362.85,86470.99,17985.27
HTTP Waiting (TTFB) (ms),872.99,85.68,4996.87,54125.35,135.75,443.18,500.96,573.89,630.85,747.67,1103.84,3260.92,4474.78,880.56
Input Sequence Length (tokens),80894.55,434.00,119005.00,5015462.00,862.22,55289.35,58262.90,63103.75,74423.00,112664.50,117631.00,118396.10,119005.00,26768.19
Inter Chunk Latency (ms),11.66,0.10,36.56,708729.61,0.87,9.25,9.56,9.91,10.42,11.55,19.78,20.70,23.25,4.20
Inter Token Latency (ms),9.98,0.19,11.55,618.85,3.83,7.66,8.73,9.76,10.20,10.84,11.37,11.43,11.50,1.64
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1103.90,6.00,9659.00,68442.00,10.88,18.15,56.90,204.00,416.00,1102.00,2762.00,4145.75,8516.47,1741.00
Output Token Count (tokens),1103.90,6.00,9659.00,68442.00,10.88,18.15,56.90,204.00,416.00,1102.00,2762.00,4145.75,8516.47,1741.00
Output Token Throughput Per User (tokens/sec/user),184.34,86.54,5331.95,11428.81,86.94,87.52,87.99,92.26,98.06,102.50,114.57,130.50,2178.55,659.21
Prefill Throughput Per User (tokens/sec/user),119076.72,5044.76,211349.16,7382756.70,6090.53,14836.28,66198.63,95737.82,125557.90,157942.64,165904.02,192596.09,206415.23,48487.20
Request Latency (ms),12304.98,233.82,96554.79,762908.78,272.31,705.65,1093.15,2781.60,5395.02,12248.38,32661.93,44352.51,86470.82,17984.67
Requested OSL (tokens),1103.90,6.00,9659.00,68442.00,10.88,18.15,56.90,204.00,416.00,1102.00,2762.00,4145.75,8516.47,1741.00
Time to First Output Token (ms),873.86,86.03,4997.19,54179.17,136.07,444.16,502.64,575.12,631.79,748.71,1104.41,3261.33,4475.55,880.48
Time to First Token (ms),873.86,86.03,4997.19,54179.17,136.07,444.16,502.64,575.12,631.79,748.71,1104.41,3261.33,4475.55,880.48
Time to Second Token (ms),0.61,0.24,7.60,37.85,0.25,0.25,0.28,0.31,0.39,0.45,0.59,0.87,6.89,1.18
Tokens In Flight (tokens),36190.36,0.00,119106.00,,,,,,0.00,,112629.82,115708.02,118083.19,43234.92
Usage Completion Tokens (tokens),1103.90,6.00,9659.00,68442.00,10.88,18.15,56.90,204.00,416.00,1102.00,2762.00,4145.75,8516.47,1741.00
Usage Prompt Tokens (tokens),80894.55,434.00,119005.00,5015462.00,862.22,55289.35,58262.90,63103.75,74423.00,112664.50,117631.00,118396.10,119005.00,26768.19
Usage Total Tokens (tokens),81998.45,452.00,119106.00,5083904.00,879.61,55653.25,60429.00,63437.50,77043.00,113880.75,117826.00,118794.20,119106.00,26741.70

Metric,Value
Benchmark Duration (sec),1732.58
Input Token Throughput (tokens/sec),2894.79
Maximum Response Timestamp (ns),1780481471645000704.00
Minimum Request Timestamp (ns),1780479739065322240.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),39.50
Request Count,62.00
Request Throughput (requests/sec),0.04
Theoretical Prefix Cache Hit (%),95.32
Total Input Sequence Length (tokens),5015462.00
Total Output Sequence Length (tokens),68442.00
Total Output Tokens (tokens),68442.00
Total Token Throughput (tokens/sec),2934.30
Total Usage Completion Tokens (tokens),68442.00
Total Usage Prompt Tokens (tokens),5015462.00
Total Usage Total Tokens (tokens),5083904.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
