Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),285.45,0.00,64295.95,,,,,,285.26,,383.58,415.36,456.15,161.82
Active Decode Throughput Per User (tokens/sec/user),12.22,0.00,9298.31,,,,,,11.57,,14.22,15.01,16.85,37.76
Active Prefill Throughput (tokens/sec),53242.32,146.56,287995.37,,,,,,46962.55,,96327.56,114050.70,164440.94,33069.51
Active Prefill Throughput Per User (tokens/sec/user),32944.52,146.56,156126.76,,,,,,28283.54,,57025.35,68936.34,99329.45,19141.16
Active Total Throughput (tokens/sec),28411.35,12.70,288297.11,,,,,,16436.78,,78721.09,97661.91,149495.02,35827.13
Credit Drop Latency (ms),5.58,2.15,19.11,150.60,2.19,2.31,2.52,3.05,3.99,5.54,11.50,16.32,18.65,4.38
Credit-to-Start Latency (ms),1.98,0.96,54.47,1603.39,1.10,1.23,1.29,1.39,1.51,1.65,1.96,4.33,12.65,2.66
E2E Output Token Throughput (tokens/sec/user),11.12,2.12,22.55,9010.07,3.91,7.40,8.94,10.43,11.55,12.15,12.69,13.27,17.03,2.09
Effective Concurrency,25.02,1.00,35.00,,,,,,26.00,,30.00,31.00,33.00,5.08
Effective Decode Concurrency,24.07,0.00,32.00,,,,,,25.00,,29.00,30.00,32.00,5.00
Effective Decode Throughput (tokens/sec),285.26,0.00,64295.95,,,,,,285.25,,383.58,415.36,456.15,161.94
Effective Decode Throughput Per User (tokens/sec/user),12.21,0.00,9298.31,,,,,,11.57,,14.22,15.01,16.85,37.75
Effective Latency (CO-aware) (ms),56292.12,1238.64,994871.16,45596613.44,1860.81,5397.09,8550.39,15515.90,28063.27,62198.46,115909.06,175813.24,495981.30,92961.70
Effective Prefill Concurrency,0.94,0.00,7.00,,,,,,1.00,,3.00,3.00,5.00,1.19
Effective Prefill Throughput (tokens/sec),28119.57,0.00,287995.37,,,,,,16145.19,,78449.78,97350.73,149162.21,35833.15
Effective Prefill Throughput Per User (tokens/sec/user),17399.43,0.00,156126.76,,,,,,12215.89,,46996.56,58905.46,90190.07,21540.17
Effective Total Throughput (tokens/sec),28411.35,12.70,288297.11,,,,,,16436.78,,78721.09,97661.91,149495.02,35827.13
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,640.90,5.00,11588.00,519130.00,12.00,44.00,91.90,157.00,319.00,727.75,1378.80,2106.35,5241.20,1045.31
HTTP Chunks Sent,1.00,1.00,1.00,810.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.51,0.00,13.98,416.27,0.00,0.00,0.00,0.00,0.64,0.73,1.15,1.23,1.39,0.91
HTTP Connection Overhead (ms),0.59,0.00,13.98,479.54,0.00,0.00,0.00,0.00,0.64,0.73,1.58,1.69,1.92,0.98
HTTP Connection Reused (ratio),0.45,0.00,1.00,363.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),172.00,2.16,3089.32,139319.85,4.03,12.62,25.39,42.83,86.14,194.90,368.38,562.70,1401.15,279.04
HTTP Data Sent (KB),216.84,1.33,405.22,175639.36,1.59,79.01,125.32,160.33,208.08,275.16,349.67,364.67,389.67,89.60
HTTP DNS Lookup (ms),0.08,0.00,0.66,63.27,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.46,0.54,0.17
HTTP Duration (excl. conn) (ms),56290.01,1236.86,994863.96,45594905.35,1853.43,5395.51,8548.80,15514.48,28061.51,62192.56,115906.97,175811.62,495979.26,92961.51
HTTP Receiving (ms),54168.68,280.36,993957.71,43876632.89,838.68,3258.91,6589.68,13145.63,25643.44,60603.43,114194.41,172678.43,495423.98,92978.43
HTTP Sending (ms),0.90,0.29,14.35,732.97,0.30,0.32,0.33,0.37,0.99,1.14,1.54,1.63,1.84,1.03
HTTP Total Time (ms),56290.60,1236.86,994865.61,45595384.90,1853.43,5395.79,8548.88,15514.48,28062.22,62202.80,115907.05,175812.00,495980.08,92961.61
HTTP Waiting (TTFB) (ms),2120.42,238.11,7058.03,1717539.50,527.02,686.77,879.47,1314.95,1965.94,2632.22,3404.55,4507.01,6340.72,1135.77
Input Sequence Length (tokens),63273.04,394.00,118957.00,51251164.00,409.00,22723.20,36335.00,46817.50,60384.00,80068.00,102140.80,106858.85,113438.04,26233.68
Inter Chunk Latency (ms),84.65,0.00,9252.95,43876119.19,0.48,58.31,59.13,59.90,60.55,61.61,64.69,117.63,785.73,227.69
Inter Token Latency (ms),81.89,27.92,190.97,66330.32,49.97,62.41,67.98,75.54,81.14,85.42,93.84,103.09,135.09,14.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),657.54,5.00,11711.00,532608.00,12.00,44.00,91.90,157.00,319.00,727.75,1395.90,2124.95,5957.60,1112.79
Output Token Count (tokens),657.54,5.00,11711.00,532608.00,12.00,44.00,91.90,157.00,319.00,727.75,1395.90,2124.95,5957.60,1112.79
Output Token Throughput Per User (tokens/sec/user),12.55,5.24,35.82,10162.79,7.40,9.70,10.66,11.71,12.32,13.24,14.71,16.02,20.01,2.23
Prefill Throughput Per User (tokens/sec/user),37296.43,146.56,156126.75,30210109.94,394.58,7703.56,12860.49,20288.65,31299.19,49292.03,68978.40,87773.11,119290.50,24739.17
Request Latency (ms),56289.50,1237.01,994864.09,45594496.29,1853.54,5395.65,8548.93,15514.61,28061.64,62192.62,115907.09,175811.75,495979.41,92961.14
Requested OSL (tokens),657.54,5.00,11711.00,532608.00,12.00,44.00,91.90,157.00,319.00,727.75,1395.90,2124.95,5957.60,1112.79
Time to First Output Token (ms),2121.45,238.57,7058.57,1718377.10,528.27,687.58,880.56,1315.64,1966.75,2632.73,3406.46,4507.50,6341.99,1135.74
Time to First Token (ms),2121.45,238.57,7058.57,1718377.10,528.27,687.58,880.56,1315.64,1966.75,2632.73,3406.46,4507.50,6341.99,1135.74
Time to Second Token (ms),484.44,0.11,8140.10,392396.47,15.59,62.41,63.09,64.35,66.34,485.75,1313.09,2388.67,4583.44,919.43
Tokens In Flight (tokens),1698275.59,90094.51,2267932.34,,,,,,1755110.55,,2015691.42,2092074.74,2186039.71,332033.55
Usage Completion Tokens (tokens),657.54,5.00,11711.00,532608.00,12.00,44.00,91.90,157.00,319.00,727.75,1395.90,2124.95,5957.60,1112.79
Usage Prompt Tokens (tokens),63273.04,394.00,118957.00,51251164.00,409.00,22723.20,36335.00,46817.50,60384.00,80068.00,102140.80,106858.85,113438.04,26233.68
Usage Total Tokens (tokens),63930.58,424.00,119058.00,51783772.00,427.09,22967.35,36997.80,47424.75,61334.00,81108.75,102691.00,107202.10,114775.63,26334.13

Metric,Value
Benchmark Duration (sec),1822.62
Input Token Throughput (tokens/sec),28119.57
Maximum Response Timestamp (ns),1780484207477996288.00
Minimum Request Timestamp (ns),1780482384862615808.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),292.22
Request Count,810.00
Request Throughput (requests/sec),0.44
Theoretical Prefix Cache Hit (%),95.53
Total Input Sequence Length (tokens),51251164.00
