Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),308.47,0.00,135048.65,,,,,,299.56,,444.57,477.86,535.49,169.04
Active Decode Throughput Per User (tokens/sec/user),10.93,0.00,5452.44,,,,,,10.10,,13.04,13.77,16.26,28.82
Active Prefill Throughput (tokens/sec),51604.73,49.87,253291.28,,,,,,42939.68,,96293.43,123940.09,165429.94,34426.77
Active Prefill Throughput Per User (tokens/sec/user),29343.93,49.87,166347.83,,,,,,26025.38,,52358.21,64373.84,107031.38,20510.00
Active Total Throughput (tokens/sec),31359.19,16.46,253602.52,,,,,,23251.56,,80823.16,103882.35,153447.98,36753.66
Credit Drop Latency (ms),5.20,1.74,19.25,171.58,1.87,2.34,2.50,2.87,3.74,5.60,8.72,14.84,18.95,4.08
Credit-to-Start Latency (ms),2.02,0.80,52.38,1749.68,1.10,1.23,1.27,1.38,1.51,1.67,2.06,5.31,11.51,2.57
E2E Output Token Throughput (tokens/sec/user),9.88,0.66,15.98,8542.79,2.12,5.30,7.13,9.10,10.18,11.32,12.06,12.49,13.55,2.21
Effective Concurrency,31.37,1.00,42.00,,,,,,32.00,,38.00,39.00,40.00,5.72
Effective Decode Concurrency,29.45,0.00,40.00,,,,,,30.00,,36.00,37.00,39.00,6.54
Effective Decode Throughput (tokens/sec),308.34,0.00,135048.65,,,,,,299.56,,444.57,477.86,535.49,169.13
Effective Decode Throughput Per User (tokens/sec/user),10.92,0.00,5452.44,,,,,,10.10,,13.04,13.77,16.26,28.82
Effective Latency (CO-aware) (ms),66359.17,1281.03,1133258.92,57400685.10,2150.07,6492.93,9805.87,17745.41,34851.08,77713.41,142101.45,214997.59,544001.20,100219.88
Effective Prefill Concurrency,1.92,0.00,29.00,,,,,,1.00,,3.00,5.00,28.00,4.34
Effective Prefill Throughput (tokens/sec),31042.66,0.00,253291.28,,,,,,22980.26,,80532.97,103583.46,153125.01,36759.43
Effective Prefill Throughput Per User (tokens/sec/user),17651.74,0.00,166347.83,,,,,,13660.25,,43891.64,54977.87,95474.42,21434.41
Effective Total Throughput (tokens/sec),31359.19,16.46,253602.52,,,,,,23251.56,,80823.16,103882.35,153447.98,36753.66
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,654.06,4.00,10182.00,565763.00,12.64,44.00,92.00,163.00,343.00,752.00,1456.20,2143.60,5159.16,971.85
HTTP Chunks Sent,1.00,1.00,1.00,865.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.50,0.00,2.31,435.07,0.00,0.00,0.00,0.00,0.67,0.75,1.16,1.20,1.32,0.45
HTTP Connection Overhead (ms),0.58,0.00,2.31,502.03,0.00,0.00,0.00,0.00,0.67,0.75,1.60,1.67,1.84,0.58
HTTP Connection Reused (ratio),0.41,0.00,1.00,351.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),175.50,1.89,2720.20,151808.49,4.21,12.60,25.48,44.48,92.61,201.66,390.06,572.19,1377.30,259.40
HTTP Data Sent (KB),224.89,1.33,425.54,194533.40,1.50,26.56,118.36,159.29,220.09,307.06,353.79,366.67,398.43,94.58
HTTP DNS Lookup (ms),0.08,0.00,0.65,66.96,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.47,0.53,0.17
HTTP Duration (excl. conn) (ms),66357.02,1276.60,1133251.11,57398824.94,2145.45,6491.28,9804.19,17743.86,34849.36,77711.46,142099.97,214995.33,543997.95,100219.56
HTTP Receiving (ms),62299.51,198.13,1087645.68,53889075.97,942.58,3807.76,7376.37,15206.37,31775.52,71853.61,136361.36,206514.46,507108.49,96432.28
HTTP Sending (ms),0.87,0.28,2.69,751.69,0.29,0.30,0.31,0.36,1.01,1.16,1.52,1.61,1.75,0.47
HTTP Total Time (ms),66357.60,1276.60,1133251.83,57399326.97,2146.18,6491.28,9804.48,17744.52,34849.36,77711.46,142101.15,214996.02,543999.60,100219.67
HTTP Waiting (TTFB) (ms),4056.64,191.80,67022.99,3508997.29,438.56,773.14,946.37,1550.10,2165.87,2869.21,4199.24,6240.50,61663.74,9714.96
