Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),98.70,0.00,2375.69,,,,,,84.87,,194.59,247.46,300.33,81.23
Active Decode Throughput Per User (tokens/sec/user),32.61,0.00,791.90,,,,,,33.44,,61.00,74.21,93.31,24.29
Active Prefill Throughput (tokens/sec),10636.29,2399.29,93300.75,,,,,,10235.50,,14802.17,16174.54,20299.40,4259.90
Active Prefill Throughput Per User (tokens/sec/user),1687.63,779.91,39253.91,,,,,,1418.35,,2388.17,2780.15,5902.01,1512.34
Active Total Throughput (tokens/sec),10689.64,84.43,93300.75,,,,,,10293.51,,14906.52,16221.07,20345.04,4295.00
Credit Drop Latency (ms),24.94,1.67,109.99,174.58,1.68,1.72,1.78,2.25,3.85,27.29,67.92,88.96,105.78,36.99
Credit-to-Start Latency (ms),3.12,0.84,110.50,596.41,0.92,1.09,1.12,1.29,1.42,1.65,2.03,5.33,43.59,10.02
E2E Output Token Throughput (tokens/sec/user),8.79,0.08,38.14,1678.69,0.10,0.19,1.59,3.47,7.53,12.07,18.59,23.58,29.57,6.97
Effective Concurrency,9.82,1.00,13.00,,,,,,10.00,,11.00,12.00,12.00,1.75
Effective Decode Concurrency,2.91,0.00,7.00,,,,,,3.00,,4.00,5.00,6.00,1.12
Effective Decode Throughput (tokens/sec),98.42,0.00,2375.69,,,,,,84.84,,194.55,247.46,300.33,81.21
Effective Decode Throughput Per User (tokens/sec/user),32.48,0.00,791.90,,,,,,33.30,,60.88,74.21,93.30,24.33
Effective Latency (CO-aware) (ms),93472.98,6846.90,358865.46,17853339.00,15985.60,36267.67,46250.51,67835.96,89275.86,111860.75,141193.23,163639.07,216858.18,42762.76
Effective Prefill Concurrency,6.91,0.00,11.00,,,,,,7.00,,9.00,9.00,10.00,1.85
Effective Prefill Throughput (tokens/sec),10587.50,0.00,93300.75,,,,,,10201.44,,14802.17,16174.54,20299.40,4310.46
Effective Prefill Throughput Per User (tokens/sec/user),1679.88,0.00,39253.91,,,,,,1417.67,,2388.17,2780.15,5902.01,1513.17
Effective Total Throughput (tokens/sec),10689.64,84.43,93300.75,,,,,,10293.51,,14906.52,16221.07,20345.04,4295.00
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,50.08,2.00,524.00,9565.00,2.00,2.00,5.00,14.00,34.00,58.00,121.00,173.50,228.10,60.60
HTTP Chunks Sent,1.00,1.00,1.00,191.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.41,0.00,1.11,78.65,0.00,0.00,0.00,0.00,0.48,0.60,0.78,0.84,0.91,0.29
HTTP Connection Overhead (ms),0.49,0.00,1.52,93.64,0.00,0.00,0.00,0.00,0.48,0.65,1.15,1.21,1.36,0.40
HTTP Connection Reused (ratio),0.28,0.00,1.00,54.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.45
HTTP Data Received (KB),17.93,1.17,177.13,3425.03,1.17,1.20,2.25,5.44,12.33,20.76,42.83,60.32,78.93,20.83
