Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),87.49,0.00,18590.84,,,,,,93.88,,155.97,157.98,164.83,68.99
Active Decode Throughput Per User (tokens/sec/user),87.49,0.00,18590.84,,,,,,93.88,,155.97,157.98,164.83,68.99
Active Prefill Throughput (tokens/sec),92305.60,4710.30,201101.44,,,,,,101107.33,,167624.43,189364.79,201101.44,57368.48
Active Prefill Throughput Per User (tokens/sec/user),92305.60,4710.30,201101.44,,,,,,101107.33,,167624.43,189364.79,201101.44,57368.48
Active Total Throughput (tokens/sec),6507.66,86.30,201101.44,,,,,,95.03,,100.58,22925.71,154669.37,27913.82
Credit Drop Latency (ms),6.35,3.40,9.30,12.70,3.46,3.69,3.99,4.87,6.35,7.82,8.71,9.00,9.24,2.95
Credit-to-Start Latency (ms),1.75,1.16,11.08,108.76,1.16,1.22,1.25,1.38,1.48,1.60,1.73,1.86,8.01,1.40
E2E Output Token Throughput (tokens/sec/user),76.33,9.89,96.24,4732.53,14.09,39.44,54.74,73.17,79.53,89.58,93.34,93.98,96.17,18.18
Effective Concurrency,0.45,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.50
Effective Decode Concurrency,0.42,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.49
Effective Decode Throughput (tokens/sec),39.03,0.00,18590.84,,,,,,0.00,,100.89,154.85,164.54,61.45
Effective Decode Throughput Per User (tokens/sec/user),36.32,0.00,18590.84,,,,,,0.00,,100.88,154.85,164.54,61.92
Effective Latency (CO-aware) (ms),12601.91,242.85,102317.25,781318.25,278.12,717.02,1251.59,2893.88,5412.04,12366.32,33170.99,44673.25,90517.66,18665.57
Effective Prefill Concurrency,0.03,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.17
Effective Prefill Throughput (tokens/sec),2864.58,0.00,201101.44,,,,,,0.00,,0.00,0.00,123574.70,18930.04
Effective Prefill Throughput Per User (tokens/sec/user),2864.58,0.00,201101.44,,,,,,0.00,,0.00,0.00,123574.70,18930.04
Effective Total Throughput (tokens/sec),2903.63,0.00,201101.44,,,,,,0.00,,98.33,100.32,123574.70,18924.19
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1098.87,2.00,9648.00,68130.00,6.88,17.05,52.70,199.00,410.00,1097.25,2755.90,4140.60,8509.13,1740.09
HTTP Chunks Sent,1.00,1.00,1.00,62.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.49,0.00,1.14,30.19,0.00,0.00,0.00,0.00,0.63,0.68,0.81,1.10,1.13,0.36
HTTP Connection Overhead (ms),0.53,0.00,1.66,32.66,0.00,0.00,0.00,0.00,0.63,0.68,0.81,1.60,1.64,0.44
HTTP Connection Reused (ratio),0.32,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),273.29,1.12,2379.33,16943.82,2.33,4.88,13.74,50.19,102.51,273.46,686.45,1031.86,2109.72,431.02
HTTP Data Sent (KB),316.17,1.74,465.97,19602.77,3.27,215.32,227.15,243.66,290.86,442.22,460.77,463.71,465.97,105.50
HTTP DNS Lookup (ms),0.04,0.00,0.52,2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.51,0.14
HTTP Duration (excl. conn) (ms),12600.05,237.84,102315.71,781203.29,269.34,715.71,1250.29,2892.27,5410.22,12364.64,33169.21,44671.76,90516.11,18665.73
HTTP Receiving (ms),11723.78,1.16,101902.47,726874.61,45.43,145.85,511.71,2174.28,4627.08,11627.58,29870.95,42471.11,88035.21,18336.72
HTTP Sending (ms),0.74,0.20,1.39,45.74,0.20,0.21,0.21,0.23,0.88,0.96,1.12,1.36,1.38,0.38
HTTP Total Time (ms),12600.58,237.84,102316.40,781235.96,269.34,716.28,1250.89,2892.27,5410.56,12364.64,33169.28,44672.44,90516.38,18665.75
HTTP Waiting (TTFB) (ms),875.53,91.84,4853.21,54282.94,127.82,388.40,503.05,590.78,668.60,777.42,962.63,3174.21,4363.14,850.87
Input Sequence Length (tokens),80894.61,434.00,119005.00,5015466.00,862.83,55289.35,58262.90,63103.75,74423.00,112664.50,117631.00,118396.10,119005.00,26768.11
Inter Chunk Latency (ms),12.01,0.05,38.05,726841.82,0.86,9.50,9.92,10.19,10.57,11.63,20.99,21.81,23.42,4.47
Inter Token Latency (ms),10.19,0.23,11.58,631.55,3.55,7.99,8.98,10.09,10.39,11.14,11.48,11.51,11.54,1.64
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1103.90,6.00,9659.00,68442.00,10.88,18.15,56.90,204.00,416.00,1102.00,2762.00,4145.75,8516.47,1741.00
Output Token Count (tokens),1103.90,6.00,9659.00,68442.00,10.88,18.15,56.90,204.00,416.00,1102.00,2762.00,4145.75,8516.47,1741.00
Output Token Throughput Per User (tokens/sec/user),166.64,86.32,4356.13,10331.70,86.64,86.91,87.12,89.74,96.24,99.09,111.39,125.22,1806.44,536.58
Prefill Throughput Per User (tokens/sec/user),117099.90,4710.31,201101.45,7260193.99,6425.97,15192.11,67025.15,97001.66,120683.81,150726.46,170473.45,194342.64,197362.57,47955.86
Request Latency (ms),12599.63,237.93,102315.82,781177.27,269.44,715.80,1250.39,2892.37,5410.33,12364.75,33169.31,44671.26,90516.20,18665.52
Requested OSL (tokens),1103.90,6.00,9659.00,68442.00,10.88,18.15,56.90,204.00,416.00,1102.00,2762.00,4145.75,8516.47,1741.00
Time to First Output Token (ms),876.38,92.14,4853.55,54335.45,128.13,389.47,504.06,591.81,669.66,778.38,964.07,3174.57,4363.88,850.79
Time to First Token (ms),876.38,92.14,4853.55,54335.45,128.13,389.47,504.06,591.81,669.66,778.38,964.07,3174.57,4363.88,850.79
Time to Second Token (ms),0.61,0.24,6.87,37.86,0.24,0.27,0.29,0.32,0.37,0.46,0.57,0.62,6.78,1.14
Tokens In Flight (tokens),36600.89,0.00,119106.00,,,,,,0.00,,112853.24,115595.79,118085.24,43231.43
Usage Completion Tokens (tokens),1103.90,6.00,9659.00,68442.00,10.88,18.15,56.90,204.00,416.00,1102.00,2762.00,4145.75,8516.47,1741.00
Usage Prompt Tokens (tokens),80894.61,434.00,119005.00,5015466.00,862.83,55289.35,58262.90,63103.75,74423.00,112664.50,117631.00,118396.10,119005.00,26768.11
Usage Total Tokens (tokens),81998.52,452.00,119106.00,5083908.00,880.22,55653.25,60429.90,63437.50,77043.00,113880.75,117826.00,118794.20,119106.00,26741.62

Metric,Value
Benchmark Duration (sec),1750.86
Input Token Throughput (tokens/sec),2864.58
Maximum Response Timestamp (ns),1780554258006957312.00
Minimum Request Timestamp (ns),1780552507148464640.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),39.09
Request Count,62.00
Request Throughput (requests/sec),0.04
Theoretical Prefix Cache Hit (%),95.32
Total Input Sequence Length (tokens),5015466.00
Total Output Sequence Length (tokens),68442.00
Total Output Tokens (tokens),68442.00
Total Token Throughput (tokens/sec),2903.67
Total Usage Completion Tokens (tokens),68442.00
Total Usage Prompt Tokens (tokens),5015466.00
Total Usage Total Tokens (tokens),5083908.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
