Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),64.38,0.00,33645.28,,,,,,60.43,,116.25,146.29,215.94,50.56
Active Decode Throughput Per User (tokens/sec/user),17.70,0.00,6729.06,,,,,,16.40,,30.81,36.42,44.71,11.38
Active Prefill Throughput (tokens/sec),4934.71,184.34,195819.85,,,,,,4645.47,,6384.47,8731.35,18792.24,4493.40
Active Prefill Throughput Per User (tokens/sec/user),292.13,145.19,179235.36,,,,,,188.44,,229.31,323.24,1356.55,3246.92
Active Total Throughput (tokens/sec),4933.52,18.19,195819.85,,,,,,4715.84,,6433.93,8773.78,18823.36,4495.44
Credit Drop Latency (ms),3.05,0.50,6.99,12.21,0.52,0.58,0.65,0.87,2.36,4.53,6.01,6.50,6.90,2.58
Credit-to-Start Latency (ms),2.84,0.58,41.42,306.99,0.59,0.64,0.70,0.80,0.99,2.66,5.74,9.41,26.72,5.38
E2E Output Token Throughput (tokens/sec/user),2.63,0.01,16.52,283.59,0.02,0.03,0.25,0.49,1.46,2.96,6.56,8.64,15.07,3.24
Effective Concurrency,27.38,1.00,33.00,,,,,,31.00,,33.00,33.00,33.00,8.43
Effective Decode Concurrency,3.61,0.00,7.00,,,,,,4.00,,5.00,6.00,6.00,1.24
Effective Decode Throughput (tokens/sec),64.36,0.00,33645.28,,,,,,60.43,,116.23,146.29,215.94,50.56
Effective Decode Throughput Per User (tokens/sec/user),17.70,0.00,6729.06,,,,,,16.40,,30.81,36.42,44.71,11.38
Effective Latency (CO-aware) (ms),451963.92,24605.33,861632.40,48812103.42,30227.78,68835.04,200868.95,406646.04,460671.84,552659.38,616127.96,662119.62,839018.61,164707.17
Effective Prefill Concurrency,23.77,0.00,31.00,,,,,,27.00,,30.00,30.00,31.00,8.10
Effective Prefill Throughput (tokens/sec),4867.52,0.00,195819.85,,,,,,4634.14,,6384.47,8731.35,18792.24,4499.20
Effective Prefill Throughput Per User (tokens/sec/user),288.15,0.00,179235.36,,,,,,187.89,,227.46,323.24,1356.55,3224.92
Effective Total Throughput (tokens/sec),4933.52,18.19,195819.85,,,,,,4715.84,,6433.93,8773.78,18823.36,4495.44
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1090.19,5.00,10570.00,117741.00,6.21,12.35,91.00,209.75,629.50,1216.75,2696.80,4087.25,6138.13,1558.88
HTTP Chunks Sent,1.00,1.00,1.00,108.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.63,0.00,3.27,68.19,0.00,0.00,0.00,0.51,0.68,0.79,0.94,1.18,1.39,0.42
HTTP Connection Overhead (ms),0.89,0.00,3.27,95.61,0.00,0.00,0.00,0.51,0.99,1.17,1.38,1.55,1.99,0.54
HTTP Connection Reused (ratio),0.18,0.00,1.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.38
HTTP Data Received (KB),271.38,1.84,2623.12,29309.31,2.14,3.69,23.27,52.91,156.87,301.60,670.81,1014.22,1529.61,386.96
HTTP Data Sent (KB),312.15,9.12,733.89,33712.34,9.22,88.30,118.89,190.27,305.48,416.85,481.70,586.98,731.70,161.02
HTTP DNS Lookup (ms),0.25,0.00,0.60,27.42,0.00,0.00,0.00,0.00,0.31,0.37,0.45,0.49,0.59,0.18
HTTP Duration (excl. conn) (ms),451961.00,24594.07,861631.11,48811788.18,30223.93,68824.53,200860.81,406645.17,460671.00,552658.45,616126.98,662118.62,839015.73,164708.93
HTTP Receiving (ms),59656.49,82.93,482970.31,6442900.64,129.85,798.39,3740.49,12210.42,34856.51,74136.81,137958.83,192142.03,337978.44,76558.84
HTTP Sending (ms),0.82,0.13,3.50,88.84,0.14,0.16,0.18,0.68,0.86,0.96,1.20,1.53,1.71,0.44
HTTP Total Time (ms),451961.89,24595.55,861631.57,48811883.79,30225.03,68826.12,200862.12,406646.30,460671.49,552659.42,616127.58,662119.53,839016.82,164708.75
HTTP Waiting (TTFB) (ms),392303.69,681.66,607227.17,42368798.70,1519.97,20819.21,114923.94,366693.43,414583.70,507765.01,565314.09,579559.61,601268.61,153001.35
Input Sequence Length (tokens),80343.02,2351.00,190735.00,8677046.00,2358.55,22546.60,30360.50,48589.75,78638.00,106981.25,123066.00,151458.30,190149.00,41556.08
Inter Chunk Latency (ms),57.96,0.06,23732.24,6442680.69,22.04,22.90,24.62,26.74,31.88,37.02,42.83,64.69,989.31,178.88
Inter Token Latency (ms),70.39,20.73,510.45,7602.04,23.50,26.37,27.21,36.27,51.33,69.98,123.59,177.61,398.89,71.16
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1090.40,5.00,10571.00,117763.00,6.21,12.35,91.00,209.75,629.50,1216.75,2697.80,4088.55,6139.13,1559.13
Output Token Count (tokens),1090.40,5.00,10571.00,117763.00,6.21,12.35,91.00,209.75,629.50,1216.75,2697.80,4088.55,6139.13,1559.13
Output Token Throughput Per User (tokens/sec/user),21.16,1.96,48.24,2285.53,2.52,5.63,8.13,14.29,19.48,27.57,36.76,37.92,42.55,10.26
Prefill Throughput Per User (tokens/sec/user),2307.79,4.18,179235.37,249240.80,5.97,46.04,78.51,117.48,192.87,286.84,816.78,2681.90,16185.14,17225.58
Request Latency (ms),451959.05,24594.21,861631.19,48811577.40,30224.02,68824.64,200860.89,406645.25,460671.07,552658.52,616127.05,662118.69,839015.79,164709.30
Requested OSL (tokens),1090.40,5.00,10571.00,117763.00,6.21,12.35,91.00,209.75,629.50,1216.75,2697.80,4088.55,6139.13,1559.13
Time to First Output Token (ms),392304.60,683.39,607227.55,42368896.72,1520.99,20820.74,114925.22,366694.71,414584.26,507765.77,565314.71,579561.36,601269.23,153001.18
Time to First Token (ms),392304.60,683.39,607227.55,42368896.72,1520.99,20820.74,114925.22,366694.71,414584.26,507765.77,565314.71,579561.36,601269.23,153001.18
Time to Second Token (ms),91.71,0.06,396.82,9904.24,0.06,0.07,0.08,0.16,10.84,262.48,343.43,358.04,372.96,141.67
Tokens In Flight (tokens),2250805.49,106471.59,2775494.00,,,,,,2550977.31,,2712711.33,2741828.95,2774035.00,688635.32
Usage Completion Tokens (tokens),1090.40,5.00,10571.00,117763.00,6.21,12.35,91.00,209.75,629.50,1216.75,2697.80,4088.55,6139.13,1559.13
Usage Prompt Tokens (tokens),80343.02,2351.00,190735.00,8677046.00,2358.55,22546.60,30360.50,48589.75,78638.00,106981.25,123066.00,151458.30,190149.00,41556.08
Usage Total Tokens (tokens),81433.42,2363.00,193431.00,8794809.00,2427.97,22929.60,30636.80,49175.25,80971.00,109086.00,124015.10,153283.30,190307.89,41995.99

Metric,Value
Benchmark Duration (sec),1782.64
Input Token Throughput (tokens/sec),4867.52
Maximum Response Timestamp (ns),1780504818674562304.00
Minimum Request Timestamp (ns),1780503036031082240.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),66.06
Request Count,108.00
Request Throughput (requests/sec),0.06
Theoretical Prefix Cache Hit (%),94.17
Total Input Sequence Length (tokens),8677046.00
Total Output Sequence Length (tokens),117763.00
Total Output Tokens (tokens),117763.00
Total Token Throughput (tokens/sec),4933.58
Total Usage Completion Tokens (tokens),117763.00
Total Usage Prompt Tokens (tokens),8677046.00
Total Usage Total Tokens (tokens),8794809.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
