Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),131.45,0.00,22484.79,,,,,,132.58,,238.34,263.13,299.83,76.91
Active Decode Throughput Per User (tokens/sec/user),6.15,0.00,2488.88,,,,,,5.79,,9.99,11.26,21.20,4.34
Active Prefill Throughput (tokens/sec),28954.63,507.12,408497.38,,,,,,27346.53,,37167.55,41929.73,127488.61,20915.06
Active Prefill Throughput Per User (tokens/sec/user),1728.04,507.12,79141.19,,,,,,1147.22,,1778.15,2314.51,16145.44,4697.35
Active Total Throughput (tokens/sec),28979.77,13.51,408509.71,,,,,,27437.12,,37354.26,42084.18,127566.28,20952.69
Inter Token Latency (error-adjusted) (ms),,37.92,,,40.59,48.23,64.18,92.06,134.39,184.50,255.15,311.46,554.81,
Request Latency (error-adjusted) (ms),,4896.41,,,14332.91,54620.48,70888.35,93374.68,125602.20,163091.72,253731.34,365679.01,697339.28,
Time to First Token (error-adjusted) (ms),,1297.26,,,2811.53,15236.11,44029.36,63717.24,78520.00,98756.60,117443.60,131079.26,139788.34,
Credit Drop Latency (ms),346.53,2.12,3546.98,11089.08,2.32,2.81,4.87,8.78,17.48,265.86,588.88,1915.03,3248.09,765.42
Credit-to-Start Latency (ms),30.85,0.40,3547.40,15300.39,0.55,0.69,0.74,0.84,1.03,1.27,19.16,91.75,552.49,215.49
E2E Output Token Throughput (tokens/sec/user),2.59,0.01,15.38,1280.11,0.12,0.27,0.73,1.27,2.13,3.65,5.18,5.83,7.80,1.81
Effective Concurrency,42.68,1.00,56.00,,,,,,44.00,,52.00,54.00,55.00,9.76
Effective Decode Concurrency,21.02,0.00,34.00,,,,,,22.00,,27.00,28.00,31.00,5.12
Effective Decode Throughput (tokens/sec),131.21,0.00,22484.79,,,,,,132.46,,238.34,263.13,299.83,77.04
Effective Decode Throughput Per User (tokens/sec/user),6.14,0.00,2488.88,,,,,,5.79,,9.99,11.26,21.20,4.34
Effective Latency (CO-aware) (ms),154168.06,1.28,1547319.35,76467357.16,14200.70,54184.98,70061.85,93351.69,125376.49,161618.80,249413.90,365337.82,666042.62,131456.68
Effective Prefill Concurrency,21.65,0.00,34.00,,,,,,22.00,,28.00,29.00,31.00,5.94
Effective Prefill Throughput (tokens/sec),28838.39,0.00,408497.38,,,,,,27295.97,,37167.55,41929.73,127488.61,20953.17
Effective Prefill Throughput Per User (tokens/sec/user),1721.11,0.00,79141.19,,,,,,1146.42,,1769.88,2314.51,16145.44,4689.19
Effective Total Throughput (tokens/sec),28979.77,13.51,408509.71,,,,,,27437.12,,37354.26,42084.18,127566.28,20952.69
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,512.58,1.00,9405.00,253726.00,9.94,22.70,74.00,121.00,228.00,530.00,1189.00,1964.10,3769.82,867.42
HTTP Chunks Sent,1.00,1.00,1.00,495.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.27,0.00,1.33,134.12,0.00,0.00,0.00,0.00,0.33,0.45,0.66,0.73,0.89,0.28
HTTP Connection Overhead (ms),0.33,0.00,1.33,165.58,0.00,0.00,0.00,0.00,0.33,0.45,0.95,1.06,1.23,0.38
HTTP Connection Reused (ratio),0.46,0.00,1.00,228.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),126.25,0.84,2323.95,62493.93,3.02,6.18,18.72,30.26,56.48,130.45,292.34,481.06,923.16,213.00
HTTP Data Sent (KB),411.72,1.49,1024.80,203803.87,1.89,129.09,173.38,246.27,357.43,585.49,736.83,872.63,962.97,222.08
HTTP DNS Lookup (ms),0.06,0.00,0.40,31.46,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.32,0.38,0.12
