Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),56.98,0.00,55952.13,,,,,,62.50,,70.89,72.39,77.85,39.06
Active Decode Throughput Per User (tokens/sec/user),56.98,0.00,55952.13,,,,,,62.50,,70.89,72.39,77.85,39.06
Active Prefill Throughput (tokens/sec),42328.00,6.92,229907.33,,,,,,6.92,,152697.81,181173.92,194585.47,58934.84
Active Prefill Throughput Per User (tokens/sec/user),42328.00,6.92,229907.33,,,,,,6.92,,152697.81,181173.92,194585.47,58934.84
Active Total Throughput (tokens/sec),4297.45,6.92,229907.33,,,,,,60.88,,67.06,73.36,152697.81,22569.86
Credit Drop Latency (ms),2.67,1.92,3.42,5.34,1.93,1.99,2.07,2.29,2.67,3.04,3.27,3.34,3.40,0.75
Credit-to-Start Latency (ms),1.72,1.09,5.04,89.49,1.17,1.29,1.37,1.48,1.56,1.68,1.76,2.74,5.01,0.73
E2E Output Token Throughput (tokens/sec/user),53.29,0.30,76.66,2770.95,18.21,38.13,43.86,47.19,53.13,61.57,65.21,65.93,72.14,11.39
Effective Concurrency,0.58,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.49
Effective Decode Concurrency,0.52,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.50
Effective Decode Throughput (tokens/sec),31.13,0.00,55952.13,,,,,,25.83,,68.50,70.93,73.05,39.90
Effective Decode Throughput Per User (tokens/sec/user),29.84,0.00,55952.13,,,,,,0.00,,68.50,70.93,73.05,40.11
Effective Latency (CO-aware) (ms),19794.82,264.45,152098.69,1029330.38,1529.63,3356.82,3857.02,4941.18,8902.08,19917.70,50319.52,66523.20,108900.78,26066.03
Effective Prefill Concurrency,0.06,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.23
Effective Prefill Throughput (tokens/sec),2470.62,0.00,229907.33,,,,,,0.00,,0.00,6.92,89438.79,17355.26
Effective Prefill Throughput Per User (tokens/sec/user),2470.62,0.00,229907.33,,,,,,0.00,,0.00,6.92,89438.79,17355.26
Effective Total Throughput (tokens/sec),2501.87,0.00,229907.33,,,,,,50.97,,66.43,69.45,89438.79,17350.84
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1005.42,18.00,8192.00,52282.00,19.02,100.55,195.00,247.00,427.00,1120.25,2705.20,3077.50,6076.52,1372.38
HTTP Chunks Sent,1.00,1.00,1.00,52.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.52,0.00,1.19,27.02,0.00,0.00,0.00,0.00,0.67,0.74,0.84,1.16,1.18,0.39
HTTP Connection Overhead (ms),0.56,0.00,1.63,29.25,0.00,0.00,0.00,0.00,0.67,0.74,0.84,1.61,1.63,0.47
HTTP Connection Reused (ratio),0.33,0.00,1.00,17.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),269.41,5.61,2190.30,14009.13,5.90,27.73,53.00,66.92,114.81,300.05,723.45,822.79,1624.06,366.61
HTTP Data Sent (KB),285.60,1.42,405.22,14851.46,1.55,146.31,191.99,230.67,274.76,385.87,401.47,403.01,405.22,97.17
HTTP DNS Lookup (ms),0.04,0.00,0.47,2.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.46,0.13
HTTP Duration (excl. conn) (ms),19792.96,260.76,152096.99,1029234.10,1526.85,3355.14,3855.35,4939.45,8900.44,19916.03,50317.34,66521.50,108899.13,26065.98
