Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),309.96,0.00,14144.54,,,,,,281.19,,572.30,617.14,671.30,195.38
Active Decode Throughput Per User (tokens/sec/user),4.61,0.00,1134.82,,,,,,3.98,,6.90,7.57,16.34,7.50
Active Prefill Throughput (tokens/sec),32003.29,4.61,310252.98,,,,,,29683.00,,41076.51,49621.65,125973.71,18650.44
Active Prefill Throughput Per User (tokens/sec/user),1217.41,4.61,93177.78,,,,,,977.66,,1696.71,1888.94,3461.79,1586.00
Active Total Throughput (tokens/sec),31851.70,4.28,310252.98,,,,,,29845.47,,41405.12,49309.40,122348.77,18926.46
Credit Drop Latency (ms),4.28,1.96,19.01,98.41,2.01,2.22,2.47,2.94,3.50,4.51,5.05,6.23,16.23,3.30
Credit-to-Start Latency (ms),2.34,0.99,52.33,2065.62,1.16,1.24,1.30,1.41,1.54,1.72,4.16,6.16,13.96,3.37
E2E Output Token Throughput (tokens/sec/user),2.67,0.05,5.20,2356.29,0.16,0.33,1.00,1.74,2.63,3.68,4.52,4.82,5.02,1.29
Effective Concurrency,95.19,1.00,119.00,,,,,,103.00,,113.00,115.00,117.00,23.44
Effective Decode Concurrency,68.08,0.00,97.00,,,,,,71.00,,87.00,89.00,92.00,19.09
Effective Decode Throughput (tokens/sec),309.78,0.00,14144.54,,,,,,281.19,,571.92,617.14,671.30,195.46
Effective Decode Throughput Per User (tokens/sec/user),4.60,0.00,1134.82,,,,,,3.98,,6.90,7.57,16.33,7.50
Effective Latency (CO-aware) (ms),197232.21,31349.09,1530394.82,173958807.44,47598.77,61821.40,72307.72,95076.76,135964.20,222043.58,392640.07,530667.02,1078180.72,184470.13
Effective Prefill Concurrency,27.11,0.00,44.00,,,,,,29.00,,36.00,38.00,40.00,8.04
Effective Prefill Throughput (tokens/sec),31529.08,0.00,310252.98,,,,,,29535.69,,41076.51,48940.08,122253.99,18911.27
Effective Prefill Throughput Per User (tokens/sec/user),1199.38,0.00,93177.78,,,,,,975.84,,1695.30,1886.06,3450.13,1581.06
Effective Total Throughput (tokens/sec),31851.70,4.28,310252.98,,,,,,29845.47,,41405.12,49309.40,122348.77,18926.46
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,654.95,4.00,7037.00,577664.00,12.00,20.00,90.00,171.50,341.00,789.75,1568.70,2262.80,4909.97,878.15
HTTP Chunks Sent,1.00,1.00,1.00,882.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.53,0.00,2.22,470.76,0.00,0.00,0.00,0.00,0.67,0.74,1.12,1.16,1.28,0.42
HTTP Connection Overhead (ms),0.61,0.00,2.22,533.95,0.00,0.00,0.00,0.00,0.67,0.74,1.52,1.61,1.77,0.54
HTTP Connection Reused (ratio),0.34,0.00,1.00,303.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),175.72,1.89,1877.51,154986.03,4.03,6.17,24.86,46.77,92.10,211.84,419.64,605.12,1311.79,234.35
HTTP Data Sent (KB),223.88,1.39,424.69,197466.27,1.52,60.20,135.19,169.09,222.50,293.01,339.18,354.33,408.54,86.75
HTTP DNS Lookup (ms),0.07,0.00,0.59,63.18,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.45,0.49,0.16
HTTP Duration (excl. conn) (ms),197229.74,31344.94,1530390.26,173956627.28,47597.14,61819.84,72294.00,95075.07,135960.22,222042.10,392638.43,530665.35,1078177.84,184469.97
HTTP Receiving (ms),141062.52,384.28,1515043.40,124417144.47,1127.31,5518.62,17187.23,37253.45,75353.38,165666.47,337539.27,477427.75,1045917.92,187523.57
HTTP Sending (ms),0.92,0.30,2.59,807.14,0.31,0.33,0.34,0.39,1.04,1.16,1.51,1.57,1.71,0.44
HTTP Total Time (ms),197230.34,31346.43,1530391.09,173957161.22,47597.26,61819.84,72294.73,95075.81,135961.29,222042.10,392638.50,530666.03,1078178.53,184470.03
HTTP Waiting (TTFB) (ms),56166.30,922.87,97990.81,49538675.66,3743.57,18625.39,29180.37,42262.43,58808.36,72730.83,80844.27,84352.75,92168.44,20457.82
Input Sequence Length (tokens),65328.06,407.00,124752.00,57619353.00,409.81,17363.00,39426.00,48934.75,65091.50,85220.25,98991.20,104077.00,119760.93,25449.26
Inter Chunk Latency (ms),215.70,0.10,69728.78,124412622.41,2.03,70.93,72.73,74.07,75.77,82.47,108.62,797.32,3546.60,842.89
Inter Token Latency (ms),228.09,73.85,2598.90,201171.16,76.83,137.18,161.33,182.29,201.98,243.82,312.05,356.56,697.65,121.63
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),669.48,4.00,7237.00,590484.00,12.00,20.00,90.00,171.50,341.00,794.50,1591.80,2303.35,5268.58,923.96
Output Token Count (tokens),669.48,4.00,7237.00,590484.00,12.00,20.00,90.00,171.50,341.00,794.50,1591.80,2303.35,5268.58,923.96
Output Token Throughput Per User (tokens/sec/user),4.95,0.38,13.54,4369.37,1.43,2.80,3.20,4.10,4.95,5.49,6.20,7.29,13.02,1.70
Prefill Throughput Per User (tokens/sec/user),1822.27,4.61,93177.80,1607240.27,5.99,350.02,568.45,808.32,1151.29,1629.23,2470.06,3736.20,13449.59,4527.99
Request Latency (ms),197224.74,31345.07,1530390.39,173952219.13,47597.26,61819.96,72294.14,95075.21,135960.35,222042.22,392638.56,530665.49,1078177.96,184468.26
Requested OSL (tokens),669.48,4.00,7237.00,590484.00,12.00,20.00,90.00,171.50,341.00,794.50,1591.80,2303.35,5268.58,923.96
Time to First Output Token (ms),56167.34,924.73,97992.50,49539596.72,3745.03,18626.53,29181.67,42263.98,58809.83,72731.52,80845.31,84354.33,92170.00,20457.75
Time to First Token (ms),56167.34,924.73,97992.50,49539596.72,3745.03,18626.53,29181.67,42263.98,58809.83,72731.52,80845.31,84354.33,92170.00,20457.75
Time to Second Token (ms),4485.93,2.44,69728.78,3956594.62,49.17,79.43,80.75,83.48,90.34,502.60,4029.15,42878.13,65792.11,13751.29
Tokens In Flight (tokens),6474572.06,56978.00,8009410.07,,,,,,7047648.85,,7600666.43,7731522.92,7863625.68,1580521.15
