Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),134.75,0.00,5080.55,,,,,,137.07,,138.90,138.95,139.49,34.26
Active Decode Throughput Per User (tokens/sec/user),134.75,0.00,5080.55,,,,,,137.07,,138.90,138.95,139.49,34.26
Active Prefill Throughput (tokens/sec),81753.48,4230.51,176760.14,,,,,,40253.77,,172177.77,173475.28,174406.03,72258.80
Active Prefill Throughput Per User (tokens/sec/user),81753.48,4230.51,176760.14,,,,,,40253.77,,172177.77,173475.28,174406.03,72258.80
Active Total Throughput (tokens/sec),9339.00,129.21,176760.14,,,,,,138.57,,4230.51,120610.36,172861.23,35426.94
Credit Drop Latency (ms),4.36,2.57,6.15,8.72,2.61,2.75,2.93,3.46,4.36,5.25,5.79,5.97,6.11,1.79
Credit-to-Start Latency (ms),0.80,0.47,6.92,52.78,0.47,0.49,0.50,0.56,0.60,0.68,0.78,0.92,4.78,0.92
E2E Output Token Throughput (tokens/sec/user),104.84,10.59,137.24,6919.64,11.74,34.48,67.96,95.10,110.19,127.85,132.79,134.04,137.24,30.53
Effective Concurrency,0.33,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.47
Effective Decode Concurrency,0.29,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.46
Effective Decode Throughput (tokens/sec),40.24,0.00,5080.55,,,,,,0.00,,138.39,138.53,138.97,64.38
Effective Decode Throughput Per User (tokens/sec/user),39.63,0.00,5080.55,,,,,,0.00,,138.39,138.53,138.97,64.15
Effective Latency (CO-aware) (ms),8662.42,157.38,70380.62,571720.01,165.66,534.50,675.36,2134.02,3856.32,9591.35,21068.69,30164.15,62734.50,12610.01
Effective Prefill Concurrency,0.04,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.19
Effective Prefill Throughput (tokens/sec),3055.28,0.00,176760.14,,,,,,0.00,,0.00,0.00,158263.48,20870.47
Effective Prefill Throughput Per User (tokens/sec/user),3055.28,0.00,176760.14,,,,,,0.00,,0.00,0.00,158263.48,20870.47
Effective Total Throughput (tokens/sec),3095.53,0.00,176760.14,,,,,,0.00,,138.91,139.23,158263.48,20864.67
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,54.06,2.00,484.00,3568.00,2.00,2.00,3.50,11.25,22.00,54.00,140.00,200.75,423.55,85.06
HTTP Chunks Sent,1.00,1.00,1.00,66.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.22,0.00,0.56,14.80,0.00,0.00,0.00,0.00,0.28,0.33,0.41,0.45,0.54,0.16
HTTP Connection Overhead (ms),0.24,0.00,0.77,15.71,0.00,0.00,0.00,0.00,0.28,0.33,0.41,0.63,0.74,0.19
HTTP Connection Reused (ratio),0.32,0.00,1.00,21.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),18.51,1.12,160.54,1221.47,1.15,1.17,1.67,4.34,8.02,18.61,46.05,67.55,141.13,28.18
HTTP Data Sent (KB),313.60,1.88,467.02,20697.78,3.49,218.05,231.41,250.71,290.01,436.17,461.47,464.27,467.02,102.61
HTTP DNS Lookup (ms),0.01,0.00,0.21,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.20,0.05
HTTP Duration (excl. conn) (ms),8661.57,153.79,70380.07,571663.51,159.87,533.91,674.75,2133.44,3855.64,9590.82,21068.00,30163.53,62733.90,12610.07
HTTP Receiving (ms),7685.04,38.70,69970.01,507212.70,75.76,109.50,281.74,1478.03,3065.08,7518.02,20250.61,29023.10,60969.91,12353.08
HTTP Sending (ms),0.37,0.10,0.74,24.12,0.11,0.11,0.12,0.13,0.41,0.49,0.58,0.62,0.71,0.18
HTTP Total Time (ms),8661.81,153.79,70380.35,571679.22,159.87,533.91,675.18,2133.64,3855.64,9590.82,21068.14,30163.90,62734.00,12610.08
HTTP Waiting (TTFB) (ms),976.16,48.77,17373.79,64426.70,57.85,379.37,393.22,434.19,493.11,683.89,891.74,2650.20,9585.55,2174.20
Input Sequence Length (tokens),79839.30,417.00,118997.00,5269394.00,877.85,55590.00,58873.50,63184.50,74025.00,111257.00,117626.00,118298.75,118997.00,26270.50
Inter Chunk Latency (ms),144.84,7.63,158.86,507212.56,80.26,143.46,143.56,143.75,144.40,147.67,151.86,152.37,153.19,11.69
Inter Token Latency (ms),7.31,6.17,7.74,482.31,6.23,7.11,7.18,7.20,7.25,7.49,7.60,7.61,7.67,0.26
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1052.59,6.00,9659.00,69471.00,11.20,18.00,40.00,200.25,412.00,1043.50,2762.00,3980.75,8441.55,1700.36
Output Token Count (tokens),1052.59,6.00,9659.00,69471.00,11.20,18.00,40.00,200.25,412.00,1043.50,2762.00,3980.75,8441.55,1700.36
Output Token Throughput Per User (tokens/sec/user),137.02,129.21,162.06,9043.48,130.41,131.48,131.57,133.55,137.95,138.90,139.18,140.71,160.43,5.22
Prefill Throughput Per User (tokens/sec/user),138015.82,4230.51,176760.21,9109044.06,7018.57,18939.54,31938.17,135702.85,155981.30,169806.81,173119.35,173672.46,175229.99,47711.37
Request Latency (ms),8661.62,153.84,70380.12,571667.23,159.93,533.97,674.80,2133.49,3855.69,9590.87,21068.05,30163.59,62733.95,12610.07
Requested OSL (tokens),1052.59,6.00,9659.00,69471.00,11.20,18.00,40.00,200.25,412.00,1043.50,2762.00,3980.75,8441.55,1700.36
Time to First Output Token (ms),4538.11,810.70,12028.90,131605.27,1072.21,1804.79,1923.02,2954.16,3369.14,5465.62,9617.00,10584.76,11731.54,2900.67
Time to First Token (ms),976.59,48.94,17374.50,64454.68,58.03,379.93,393.54,434.42,493.65,684.39,892.34,2650.68,9585.96,2174.22
Time to Second Token (ms),143.61,38.70,158.86,9478.43,75.76,109.50,143.04,143.91,146.67,151.13,152.20,153.71,158.29,17.02
Tokens In Flight (tokens),26800.68,0.00,119098.00,,,,,,0.00,,84140.35,113703.24,117724.00,39914.77
Usage Completion Tokens (tokens),1052.59,6.00,9659.00,69471.00,11.20,18.00,40.00,200.25,412.00,1043.50,2762.00,3980.75,8441.55,1700.36
Usage Prompt Tokens (tokens),79839.30,417.00,118997.00,5269394.00,877.85,55590.00,58873.50,63184.50,74025.00,111257.00,117626.00,118298.75,118997.00,26270.50
Usage Total Tokens (tokens),80891.89,435.00,119098.00,5338865.00,895.20,56005.50,60481.00,63704.25,74889.00,113743.00,117821.00,118669.25,119098.00,26277.41

Metric,Value
Benchmark Duration (sec),1724.68
Input Token Throughput (tokens/sec),3055.28
Maximum Response Timestamp (ns),1780469854070766336.00
Minimum Request Timestamp (ns),1780468129388542720.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),40.28
Request Count,66.00
Request Throughput (requests/sec),0.04
Theoretical Prefix Cache Hit (%),95.52
Total Input Sequence Length (tokens),5269394.00
Total Output Sequence Length (tokens),69471.00
Total Output Tokens (tokens),69471.00
Total Token Throughput (tokens/sec),3095.56
Total Usage Completion Tokens (tokens),69471.00
Total Usage Prompt Tokens (tokens),5269394.00
Total Usage Total Tokens (tokens),5338865.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
