Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),176.68,0.00,16475.31,,,,,,171.56,,260.03,293.60,342.99,79.27
Active Decode Throughput Per User (tokens/sec/user),42.27,0.00,16475.31,,,,,,38.90,,60.75,72.48,100.19,31.37
Active Prefill Throughput (tokens/sec),104810.49,4348.27,363492.65,,,,,,112221.84,,178683.53,199949.45,266719.41,64441.90
Active Prefill Throughput Per User (tokens/sec/user),94607.20,4348.27,242799.57,,,,,,105010.40,,165604.48,178683.53,198880.04,58776.80
Active Total Throughput (tokens/sec),21386.40,37.49,363550.54,,,,,,205.03,,113392.18,150784.67,200074.87,51109.61
Credit Drop Latency (ms),13.77,2.36,65.68,178.98,2.37,2.37,2.64,4.56,7.55,14.58,30.11,46.45,61.83,17.02
Credit-to-Start Latency (ms),2.60,0.85,95.68,1171.05,1.04,1.14,1.21,1.32,1.54,1.77,2.01,2.77,25.37,6.65
E2E Output Token Throughput (tokens/sec/user),33.13,4.67,71.81,14941.26,5.93,8.83,12.49,25.63,33.97,41.33,49.37,56.33,64.44,13.76
Effective Concurrency,4.73,0.00,9.00,,,,,,5.00,,7.00,8.00,8.00,1.63
Effective Decode Concurrency,4.48,0.00,8.00,,,,,,4.00,,7.00,7.00,8.00,1.58
Effective Decode Throughput (tokens/sec),176.17,0.00,16475.31,,,,,,171.26,,259.99,293.59,342.98,79.50
Effective Decode Throughput Per User (tokens/sec/user),42.06,0.00,16475.31,,,,,,38.85,,60.75,72.47,100.16,31.44
Effective Latency (CO-aware) (ms),18968.18,373.05,295785.97,8554649.93,585.80,682.93,821.06,2849.98,8101.56,21548.52,51856.95,69210.11,132942.93,30213.53
Effective Prefill Concurrency,0.25,0.00,5.00,,,,,,0.00,,1.00,1.00,2.00,0.58
Effective Prefill Throughput (tokens/sec),21134.80,0.00,363492.65,,,,,,0.00,,112890.46,150603.74,199949.45,51047.65
