Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),318.74,0.00,3238.20,,,,,,313.73,,488.35,550.91,645.98,134.48
Active Decode Throughput Per User (tokens/sec/user),14.77,0.00,969.05,,,,,,13.45,,21.51,24.03,37.77,9.50
Active Prefill Throughput (tokens/sec),55125.99,197.09,300234.69,,,,,,50570.27,,108749.78,127767.84,174838.29,37738.61
Active Prefill Throughput Per User (tokens/sec/user),31633.88,197.09,176177.04,,,,,,26647.07,,64977.18,72157.52,111571.67,26204.15
Active Total Throughput (tokens/sec),35675.94,6.20,300597.22,,,,,,22775.95,,92179.70,117867.71,160670.96,40150.86
Credit Drop Latency (ms),13.08,1.17,51.54,353.29,1.39,2.19,2.65,4.67,10.49,13.05,29.55,46.81,50.44,13.30
Credit-to-Start Latency (ms),2.87,0.86,96.97,2229.42,1.00,1.10,1.17,1.26,1.43,1.66,2.17,7.32,38.34,7.32
E2E Output Token Throughput (tokens/sec/user),14.09,0.12,50.06,10960.67,1.10,2.64,4.80,9.85,14.87,18.49,21.67,23.52,29.51,6.58
Effective Concurrency,24.18,0.00,38.00,,,,,,25.00,,31.00,35.00,36.00,6.20
Effective Decode Concurrency,22.04,0.00,32.00,,,,,,23.00,,27.00,29.00,31.00,5.28
Effective Decode Throughput (tokens/sec),318.08,0.00,3238.20,,,,,,313.23,,487.91,548.49,645.95,135.03
Effective Decode Throughput Per User (tokens/sec/user),14.73,0.00,969.05,,,,,,13.44,,21.50,24.02,37.77,9.52
Effective Latency (CO-aware) (ms),55578.36,789.70,651012.22,43239966.91,1051.18,2519.35,5057.13,12246.04,26616.65,63897.35,141911.52,208046.78,387756.10,77437.47
Effective Prefill Concurrency,2.14,0.00,13.00,,,,,,1.00,,6.00,11.00,12.00,3.01
Effective Prefill Throughput (tokens/sec),35302.89,0.00,300234.69,,,,,,22476.18,,91883.29,117454.76,160404.14,40148.19
Effective Prefill Throughput Per User (tokens/sec/user),20258.45,0.00,176177.04,,,,,,7290.73,,60871.77,68149.00,99680.04,25887.96
Effective Total Throughput (tokens/sec),35631.95,0.00,300597.22,,,,,,22749.38,,92179.70,117867.71,160670.96,40145.62
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,755.49,5.00,10533.00,587773.00,6.00,12.00,26.10,163.00,351.50,889.00,1798.80,3141.95,5532.60,1102.58
HTTP Chunks Sent,1.00,1.00,1.00,778.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.58,0.00,11.28,449.21,0.00,0.00,0.00,0.00,0.62,0.69,1.08,1.18,1.90,0.89
HTTP Connection Overhead (ms),0.67,0.00,16.11,520.58,0.00,0.00,0.00,0.00,0.62,0.69,1.53,1.66,2.37,1.04
HTTP Connection Reused (ratio),0.34,0.00,1.00,268.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.48
HTTP Data Received (KB),185.79,1.82,2584.19,144546.11,2.07,3.53,7.03,40.38,86.86,218.84,440.58,770.27,1356.56,270.44
HTTP Data Sent (KB),320.56,1.50,1008.83,249391.90,1.85,94.81,155.31,202.32,289.37,383.52,505.29,641.86,942.21,170.35
HTTP DNS Lookup (ms),0.09,0.00,4.84,71.37,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.49,0.57,0.25
HTTP Duration (excl. conn) (ms),55575.39,776.90,650999.47,43237653.26,1040.07,2517.49,5054.91,12244.45,26615.29,63896.04,141909.31,208045.08,387753.76,77437.01
HTTP Receiving (ms),50654.70,128.75,648401.58,39409358.14,239.93,646.51,2770.53,9117.65,22160.61,56794.14,127792.79,202904.16,386646.00,76524.15
HTTP Sending (ms),0.84,0.16,11.39,655.76,0.21,0.22,0.23,0.26,0.88,0.99,1.35,1.48,2.17,0.88
HTTP Total Time (ms),55576.06,776.90,651001.22,43238173.84,1040.07,2517.59,5055.92,12244.96,26615.59,63896.64,141909.82,208045.74,387754.71,77437.16
HTTP Waiting (TTFB) (ms),4919.84,221.06,101928.62,3827639.36,260.65,685.77,882.65,1189.36,1922.76,3813.10,7781.80,16507.30,81830.50,11782.84
Input Sequence Length (tokens),81130.64,400.00,256171.00,63119637.00,402.77,23873.00,39434.00,50934.25,73475.00,96433.00,127848.20,163139.95,239325.08,43270.81
Inter Chunk Latency (ms),67.31,0.33,4521.31,39408806.90,15.84,25.67,28.04,31.30,35.72,39.36,47.91,88.22,1004.89,203.91
Inter Token Latency (ms),77.29,17.84,1074.82,60131.01,28.75,35.02,38.40,45.41,57.70,75.62,112.71,168.22,450.92,84.85
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),757.22,5.00,10571.00,589116.00,6.00,12.00,26.10,163.00,352.50,890.75,1799.40,3154.15,5539.90,1105.05
Output Token Count (tokens),757.22,5.00,10571.00,589116.00,6.00,12.00,26.10,163.00,352.50,890.75,1799.40,3154.15,5539.90,1105.05
Output Token Throughput Per User (tokens/sec/user),17.58,0.93,56.05,13676.89,2.22,5.94,8.87,13.22,17.33,22.02,26.04,28.55,34.79,7.14
Prefill Throughput Per User (tokens/sec/user),42050.42,139.18,176177.07,32715224.23,875.71,2623.26,7206.04,17312.32,44144.43,60822.38,72273.62,87558.91,116935.72,27375.51
Request Latency (ms),55574.85,777.01,650999.61,43237231.74,1040.19,2517.60,5055.02,12244.56,26615.40,63896.15,141909.44,208045.19,387753.87,77436.90
Requested OSL (tokens),757.22,5.00,10571.00,589116.00,6.00,12.00,26.10,163.00,352.50,890.75,1799.40,3154.15,5539.90,1105.05
Time to First Output Token (ms),4920.85,221.41,101929.91,3828424.84,261.72,686.10,883.24,1190.40,1923.45,3813.47,7782.15,16515.04,81831.93,11782.92
Time to First Token (ms),4920.85,221.41,101929.91,3828424.84,261.72,686.10,883.24,1190.40,1923.45,3813.47,7782.15,16515.04,81831.93,11782.92
Time to Second Token (ms),227.91,6.18,2794.95,177314.38,14.05,25.53,28.90,33.69,38.95,261.88,703.96,1036.27,2090.61,409.15
Tokens In Flight (tokens),2382428.61,0.00,3514856.46,,,,,,2439944.05,,2939187.68,3291277.80,3513721.71,584113.20
Usage Completion Tokens (tokens),757.22,5.00,10571.00,589116.00,6.00,12.00,26.10,163.00,352.50,890.75,1799.40,3154.15,5539.90,1105.05
Usage Prompt Tokens (tokens),81130.64,400.00,256171.00,63119637.00,402.77,23873.00,39434.00,50934.25,73475.00,96433.00,127848.20,163139.95,239325.08,43270.81
Usage Total Tokens (tokens),81887.86,418.00,257242.00,63708753.00,423.00,24888.80,40100.50,51437.50,73824.00,98249.75,128923.00,164152.40,240299.28,43578.39

Metric,Value
Benchmark Duration (sec),1787.95
Input Token Throughput (tokens/sec),35302.89
Maximum Response Timestamp (ns),1780472954030868224.00
