Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),117.10,0.00,38738.00,,,,,,105.41,,198.45,218.88,271.82,81.47
Active Decode Throughput Per User (tokens/sec/user),65.84,0.00,38738.00,,,,,,65.77,,101.26,114.31,155.95,53.51
Active Prefill Throughput (tokens/sec),124487.40,774.00,309356.54,,,,,,130259.88,,187171.23,216878.28,261784.22,62029.90
Active Prefill Throughput Per User (tokens/sec/user),117584.31,774.00,251076.89,,,,,,124502.44,,180744.54,204330.72,225656.76,59017.03
Active Total Throughput (tokens/sec),16810.16,30.14,309356.54,,,,,,134.84,,83407.83,157414.78,205240.60,48101.35
Credit Drop Latency (ms),8.10,1.74,18.85,56.72,1.75,1.80,1.86,2.11,4.88,13.52,17.85,18.35,18.75,6.80
Credit-to-Start Latency (ms),1.99,0.61,78.98,719.27,0.95,1.13,1.19,1.34,1.53,1.74,1.95,2.17,10.55,4.36
E2E Output Token Throughput (tokens/sec/user),49.77,1.79,107.34,18016.48,6.33,10.63,11.69,31.85,54.10,66.50,77.12,84.40,100.12,23.81
Effective Concurrency,1.69,0.00,4.00,,,,,,2.00,,3.00,3.00,4.00,1.05
Effective Decode Concurrency,1.56,0.00,4.00,,,,,,2.00,,3.00,3.00,4.00,1.04
Effective Decode Throughput (tokens/sec),100.01,0.00,38738.00,,,,,,97.54,,192.76,214.21,265.53,84.34
Effective Decode Throughput Per User (tokens/sec/user),54.81,0.00,38738.00,,,,,,56.54,,98.89,111.71,155.34,54.67
Effective Latency (CO-aware) (ms),8497.89,314.94,148115.57,3076235.29,438.06,533.28,590.18,1133.81,3123.99,8744.77,20895.37,32690.43,79903.84,15981.90
Effective Prefill Concurrency,0.13,0.00,2.00,,,,,,0.00,,1.00,1.00,2.00,0.37
Effective Prefill Throughput (tokens/sec),14261.15,0.00,309356.54,,,,,,0.00,,36439.20,138991.42,200073.85,44863.60
Effective Prefill Throughput Per User (tokens/sec/user),13470.34,0.00,251076.89,,,,,,0.00,,25527.80,133357.06,182916.43,42443.62
Effective Total Throughput (tokens/sec),14362.51,0.00,309356.54,,,,,,122.61,,36483.68,139056.05,200200.93,44855.34
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,506.26,2.00,8714.00,183267.00,2.00,4.00,5.10,19.25,178.00,549.00,1265.00,2024.05,4878.93,954.23
HTTP Chunks Sent,1.00,1.00,1.00,362.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.42,0.00,4.37,151.42,0.00,0.00,0.00,0.00,0.61,0.68,0.74,1.00,1.30,0.43
HTTP Connection Overhead (ms),0.44,0.00,4.37,160.31,0.00,0.00,0.00,0.00,0.61,0.68,0.74,1.37,1.86,0.49
HTTP Connection Reused (ratio),0.43,0.00,1.00,157.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),126.37,1.10,2161.59,45746.12,1.12,1.60,1.89,5.41,44.97,137.34,315.05,500.82,1211.85,236.73
HTTP Data Sent (KB),278.44,1.72,513.13,100794.66,2.11,81.04,104.81,194.26,297.64,370.84,405.20,417.98,466.76,115.23
HTTP DNS Lookup (ms),0.02,0.00,0.61,8.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.11
