Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),158.55,0.00,6277.49,,,,,,136.67,,264.41,274.98,285.35,78.09
Active Decode Throughput Per User (tokens/sec/user),125.09,0.00,4914.28,,,,,,128.86,,142.58,145.43,214.37,41.72
Active Prefill Throughput (tokens/sec),75936.25,2645.44,260763.52,,,,,,69201.18,,149710.15,152721.19,194890.03,62425.64
Active Prefill Throughput Per User (tokens/sec/user),71502.62,2645.44,157176.70,,,,,,64221.66,,148663.00,151254.11,153832.19,59410.58
Active Total Throughput (tokens/sec),19744.30,24.91,260763.52,,,,,,140.24,,121345.44,142344.77,153321.76,45897.25
Credit Drop Latency (ms),14.80,1.10,129.81,177.58,1.15,1.38,1.65,3.07,4.45,5.02,11.05,64.83,116.81,34.77
Credit-to-Start Latency (ms),1.76,0.43,130.91,506.16,0.64,0.71,0.75,0.87,1.03,1.32,1.72,1.95,6.88,7.75
E2E Output Token Throughput (tokens/sec/user),89.49,8.52,164.89,25772.50,11.69,24.40,47.39,74.34,91.41,111.95,125.41,130.04,139.92,30.25
Effective Concurrency,0.89,0.00,4.00,,,,,,1.00,,2.00,3.00,3.00,0.84
Effective Decode Concurrency,0.71,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.72
Effective Decode Throughput (tokens/sec),90.38,0.00,6277.49,,,,,,113.60,,242.72,265.18,283.81,97.36
Effective Decode Throughput Per User (tokens/sec/user),69.68,0.00,4914.28,,,,,,107.99,,139.76,142.66,166.94,69.50
Effective Latency (CO-aware) (ms),5474.15,140.06,71404.11,1576556.13,208.68,584.87,973.64,1298.51,2424.80,4956.57,11601.30,20609.56,61475.18,9928.36
Effective Prefill Concurrency,0.18,0.00,3.00,,,,,,0.00,,1.00,1.00,2.00,0.42
Effective Prefill Throughput (tokens/sec),12459.08,0.00,260763.52,,,,,,0.00,,29592.24,131915.98,151604.40,37818.68
Effective Prefill Throughput Per User (tokens/sec/user),11731.64,0.00,157176.70,,,,,,0.00,,28514.74,127712.51,150311.72,35781.64
Effective Total Throughput (tokens/sec),12549.84,0.00,260763.52,,,,,,132.02,,29592.24,132043.19,151604.40,37805.51
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,29.39,2.00,470.00,8463.00,2.00,2.00,5.00,7.00,11.00,26.00,56.30,111.75,348.90,58.71
HTTP Chunks Sent,1.00,1.00,1.00,288.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.13,0.00,1.61,37.41,0.00,0.00,0.00,0.00,0.00,0.09,0.47,0.63,0.88,0.24
HTTP Connection Overhead (ms),0.14,0.00,1.61,39.53,0.00,0.00,0.00,0.00,0.00,0.09,0.47,0.63,1.07,0.27
HTTP Connection Reused (ratio),0.75,0.00,1.00,216.00,0.00,0.00,0.00,0.75,1.00,1.00,1.00,1.00,1.00,0.43
HTTP Data Received (KB),10.72,1.17,161.54,3087.29,1.18,1.22,2.30,2.95,4.39,9.70,19.98,38.86,120.54,20.26
HTTP Data Sent (KB),301.90,1.64,1008.33,86946.84,2.01,68.07,91.47,143.96,213.96,290.81,865.88,937.74,999.27,264.36
HTTP DNS Lookup (ms),0.01,0.00,0.32,2.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.05
HTTP Duration (excl. conn) (ms),5472.31,135.74,71402.22,1576026.43,153.62,583.52,972.69,1297.56,2423.72,4955.53,11599.56,20608.12,61473.46,9928.56
HTTP Receiving (ms),4371.42,34.79,69592.11,1258969.84,40.51,109.66,574.30,815.88,1583.87,3817.98,8979.88,16538.47,54383.20,9100.24
HTTP Sending (ms),0.32,0.10,1.89,92.26,0.12,0.14,0.15,0.16,0.20,0.33,0.69,0.85,1.05,0.26
HTTP Total Time (ms),5472.45,135.74,71402.22,1576065.96,153.92,583.80,972.69,1297.56,2423.72,4955.92,11599.56,20608.42,61473.46,9928.56
HTTP Waiting (TTFB) (ms),1100.57,37.68,28816.88,316964.34,41.27,207.44,269.79,391.99,523.99,1250.90,1742.33,2222.26,9428.59,2501.45
Input Sequence Length (tokens),76654.84,418.00,256178.00,22076594.00,480.00,17308.15,23506.80,36607.75,54346.50,73803.00,219975.60,238223.50,253899.38,67181.65
Inter Chunk Latency (ms),154.00,4.00,6741.40,1258968.44,47.66,135.17,139.67,142.81,150.26,161.95,177.51,180.24,225.43,80.23
Inter Token Latency (ms),7.86,5.97,40.14,2263.03,5.98,6.84,6.86,7.14,7.58,8.14,8.95,9.11,10.38,2.07
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),559.45,6.00,9379.00,161122.00,6.00,18.00,80.70,108.00,197.00,493.25,1092.20,2201.65,6943.91,1174.02
Output Token Count (tokens),559.45,6.00,9379.00,161122.00,6.00,18.00,80.70,108.00,197.00,493.25,1092.20,2201.65,6943.91,1174.02
Output Token Throughput Per User (tokens/sec/user),130.09,24.91,167.54,37467.35,96.39,109.77,111.69,122.87,131.91,139.96,145.76,146.17,167.11,14.42
Prefill Throughput Per User (tokens/sec/user),102000.25,2645.44,157176.61,29376072.14,6376.65,14037.46,26867.96,68281.50,121221.81,136398.37,147184.12,150346.61,153388.13,44919.27
Request Latency (ms),5472.40,135.81,71402.29,1576049.97,153.69,583.62,972.77,1297.65,2423.80,4955.62,11599.65,20608.22,61473.55,9928.56
Requested OSL (tokens),559.45,6.00,9379.00,161122.00,6.00,18.00,80.70,108.00,197.00,493.25,1092.20,2201.65,6943.91,1174.02
Time to First Output Token (ms),5148.47,602.37,31165.92,396432.45,739.42,1015.99,1470.81,2186.06,3580.10,5139.89,9913.57,21171.32,25781.97,5760.32
Time to First Token (ms),1100.98,37.86,28817.17,317081.53,41.83,207.69,270.09,392.29,524.27,1251.17,1742.54,2222.63,9428.85,2501.48
Time to Second Token (ms),152.86,34.79,374.15,44023.75,40.51,109.65,136.21,139.35,147.48,161.23,180.16,183.26,364.75,38.14
Tokens In Flight (tokens),89265.03,0.00,316281.14,,,,,,63094.33,,241050.00,270412.87,305432.11,96057.70
Usage Completion Tokens (tokens),559.45,6.00,9379.00,161122.00,6.00,18.00,80.70,108.00,197.00,493.25,1092.20,2201.65,6943.91,1174.02
Usage Prompt Tokens (tokens),76654.84,418.00,256178.00,22076594.00,480.00,17308.15,23506.80,36607.75,54346.50,73803.00,219975.60,238223.50,253899.38,67181.65
Usage Total Tokens (tokens),77214.29,438.00,258485.00,22237716.00,501.48,17445.35,23625.60,37053.00,54679.50,74125.00,220594.40,239332.90,254346.99,67351.46

Metric,Value
Benchmark Duration (sec),1771.93
Input Token Throughput (tokens/sec),12459.08
Maximum Response Timestamp (ns),1780445358695506176.00
Minimum Request Timestamp (ns),1780443586766876416.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),90.93
Request Count,288.00
Request Throughput (requests/sec),0.16
Theoretical Prefix Cache Hit (%),95.00
Total Input Sequence Length (tokens),22076594.00
Total Output Sequence Length (tokens),161122.00
Total Output Tokens (tokens),161122.00
Total Token Throughput (tokens/sec),12550.01
Total Usage Completion Tokens (tokens),161122.00
Total Usage Prompt Tokens (tokens),22076594.00
Total Usage Total Tokens (tokens),22237716.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
