Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),122.75,0.00,4196.13,,,,,,95.89,,251.32,265.39,367.66,91.60
Active Decode Throughput Per User (tokens/sec/user),41.90,0.00,1881.30,,,,,,41.24,,83.12,86.36,132.01,30.73
Active Prefill Throughput (tokens/sec),14377.86,82.21,262082.78,,,,,,10815.98,,21608.61,26616.12,133735.94,18585.70
Active Prefill Throughput Per User (tokens/sec/user),6970.14,82.21,179982.76,,,,,,3797.08,,9908.66,15972.95,118999.67,16460.02
Active Total Throughput (tokens/sec),12996.21,20.04,262082.78,,,,,,10142.62,,20804.05,25676.66,125175.22,18120.37
Credit Drop Latency (ms),10.51,1.37,45.63,84.07,1.41,1.57,1.76,2.50,5.76,10.16,21.43,33.53,43.21,13.70
Credit-to-Start Latency (ms),2.04,0.71,73.59,541.41,0.80,0.93,1.00,1.15,1.36,1.53,1.79,2.43,13.69,5.38
E2E Output Token Throughput (tokens/sec/user),28.54,0.10,108.35,7590.75,0.17,0.39,1.28,10.05,20.90,36.45,78.25,86.16,102.40,26.36
Effective Concurrency,5.57,0.00,8.00,,,,,,6.00,,7.00,8.00,8.00,1.59
Effective Decode Concurrency,2.92,0.00,7.00,,,,,,3.00,,4.00,5.00,6.00,1.18
Effective Decode Throughput (tokens/sec),121.39,0.00,4196.13,,,,,,94.14,,251.31,265.31,367.65,91.95
Effective Decode Throughput Per User (tokens/sec/user),41.40,0.00,1881.30,,,,,,40.73,,83.09,86.32,131.93,30.88
Effective Latency (CO-aware) (ms),38117.64,585.37,282222.92,10139292.76,642.13,1175.46,2392.17,10456.44,28167.67,54889.93,78125.95,99264.54,178167.86,38547.48
Effective Prefill Concurrency,2.65,0.00,7.00,,,,,,3.00,,5.00,5.00,6.00,1.59
Effective Prefill Throughput (tokens/sec),12815.78,0.00,262082.78,,,,,,9964.12,,20663.53,25612.42,125000.45,18108.52
Effective Prefill Throughput Per User (tokens/sec/user),6212.87,0.00,179982.76,,,,,,3334.98,,8883.50,15894.69,109924.40,15690.81
Effective Total Throughput (tokens/sec),12942.12,0.00,262082.78,,,,,,10070.26,,20777.45,25676.66,125175.22,18101.97
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,44.73,2.00,444.00,11898.00,2.00,2.00,2.00,9.00,23.00,56.00,113.50,150.75,291.95,61.57
HTTP Chunks Sent,1.00,1.00,1.00,266.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.33,0.00,1.00,87.95,0.00,0.00,0.00,0.00,0.41,0.52,0.68,0.79,0.91,0.28
HTTP Connection Overhead (ms),0.37,0.00,1.40,99.55,0.00,0.00,0.00,0.00,0.41,0.52,0.91,1.17,1.32,0.36
HTTP Connection Reused (ratio),0.38,0.00,1.00,101.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),16.02,1.17,151.81,4260.15,1.17,1.19,1.20,3.58,8.63,19.87,39.97,53.05,100.21,21.18
HTTP Data Sent (KB),346.83,1.67,981.22,92256.90,7.05,95.21,152.88,238.56,354.22,425.76,478.06,715.62,910.37,169.03
HTTP DNS Lookup (ms),0.04,0.00,0.47,11.60,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.38,0.41,0.12
HTTP Duration (excl. conn) (ms),38115.53,584.26,282221.08,10138730.60,640.42,1174.34,2391.12,10455.22,28166.13,54888.83,78124.52,99263.02,178166.20,38547.86
HTTP Receiving (ms),19989.97,48.01,204704.21,5317331.77,62.09,104.36,149.91,1847.35,7774.52,24584.33,57797.06,77285.50,144795.77,30301.18
HTTP Sending (ms),0.51,0.13,1.23,136.33,0.13,0.14,0.14,0.16,0.61,0.73,0.89,0.98,1.10,0.30
HTTP Total Time (ms),38115.90,584.71,282222.05,10138830.15,640.59,1174.34,2391.12,10455.22,28166.65,54889.24,78124.88,99264.10,178167.02,38547.95
HTTP Waiting (TTFB) (ms),18125.05,150.62,77882.15,4821262.50,263.60,410.37,524.70,2692.83,13686.85,27660.21,45207.69,52430.12,63206.47,17655.08
Input Sequence Length (tokens),87731.66,421.00,248749.00,23336622.00,1802.10,24079.25,38605.00,60616.75,89568.50,106964.50,121788.50,181524.25,230592.20,42849.93
Inter Chunk Latency (ms),457.17,8.50,19226.10,5316858.51,109.80,169.75,196.21,218.23,234.59,249.96,308.22,1199.86,6220.73,1134.81
Inter Token Latency (ms),25.15,7.70,388.94,6689.19,8.02,9.05,10.04,11.81,16.64,26.67,37.90,46.86,225.51,38.27
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),865.90,6.00,8842.00,230329.00,6.00,10.00,12.00,145.00,431.50,1099.25,2245.00,2991.25,5812.40,1231.00
Output Token Count (tokens),865.90,6.00,8842.00,230329.00,6.00,10.00,12.00,145.00,431.50,1099.25,2245.00,2991.25,5812.40,1231.00
Output Token Throughput Per User (tokens/sec/user),61.69,2.57,129.86,16408.83,4.68,21.35,26.38,37.50,60.11,84.70,99.60,110.52,124.77,28.75
Prefill Throughput Per User (tokens/sec/user),32968.15,82.21,179982.72,8769527.69,215.33,1447.61,1952.61,3114.20,6504.73,24975.99,139223.55,156224.38,167004.17,51798.49
Request Latency (ms),38115.61,584.35,282221.15,10138751.35,640.51,1174.41,2391.18,10455.29,28166.21,54888.90,78124.59,99263.11,178166.27,38547.86
Requested OSL (tokens),865.90,6.00,8842.00,230329.00,6.00,10.00,12.00,145.00,431.50,1099.25,2245.00,2991.25,5812.40,1231.00
Time to First Output Token (ms),32897.71,887.03,114871.04,3487156.85,911.33,3285.37,7437.81,16840.90,27074.51,44840.11,67131.78,71774.87,104316.28,23698.34
Time to First Token (ms),18127.42,151.76,77883.11,4821892.83,264.33,410.58,524.97,2693.44,13687.35,27660.97,45208.26,52430.48,63207.01,17654.24
Time to Second Token (ms),1078.75,48.00,9459.17,286946.42,62.08,104.36,148.37,200.46,240.22,386.87,4121.62,4997.89,7678.61,1809.80
Tokens In Flight (tokens),622910.97,0.00,1034282.55,,,,,,649469.92,,889793.80,928157.52,1030321.94,209139.59
Usage Completion Tokens (tokens),865.90,6.00,8842.00,230329.00,6.00,10.00,12.00,145.00,431.50,1099.25,2245.00,2991.25,5812.40,1231.00
Usage Prompt Tokens (tokens),87731.66,421.00,248749.00,23336622.00,1802.10,24079.25,38605.00,60616.75,89568.50,106964.50,121788.50,181524.25,230592.20,42849.93
Usage Total Tokens (tokens),88597.56,436.00,251523.00,23566951.00,1817.95,24713.00,38866.50,61722.00,90348.00,107656.00,126718.50,184280.50,236399.00,43401.94

Metric,Value
Benchmark Duration (sec),1820.93
Input Token Throughput (tokens/sec),12815.78
Maximum Response Timestamp (ns),1780440818774072832.00
Minimum Request Timestamp (ns),1780438997844876032.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),126.49
Request Count,266.00
Request Throughput (requests/sec),0.15
Theoretical Prefix Cache Hit (%),93.52
Total Input Sequence Length (tokens),23336622.00
Total Output Sequence Length (tokens),230329.00
Total Output Tokens (tokens),230329.00
Total Token Throughput (tokens/sec),12942.27
Total Usage Completion Tokens (tokens),230329.00
Total Usage Prompt Tokens (tokens),23336622.00
Total Usage Total Tokens (tokens),23566951.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
