Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),179.76,0.00,73571.76,,,,,,179.28,,260.69,295.91,359.94,109.90
Active Decode Throughput Per User (tokens/sec/user),43.90,0.00,36785.88,,,,,,40.85,,65.21,79.71,102.32,50.53
Active Prefill Throughput (tokens/sec),130490.37,3239.22,427442.40,,,,,,140161.64,,225022.71,249690.15,348042.10,80297.57
Active Prefill Throughput Per User (tokens/sec/user),117183.58,3239.22,297133.01,,,,,,125421.78,,210337.31,231910.01,255747.24,76737.66
Active Total Throughput (tokens/sec),21768.94,37.76,427442.40,,,,,,202.52,,99908.51,184044.02,244332.01,58449.15
Credit Drop Latency (ms),5.01,0.91,21.30,65.13,0.93,1.03,1.19,1.51,1.83,6.19,11.33,15.68,20.17,5.71
Credit-to-Start Latency (ms),1.19,0.40,40.70,538.14,0.46,0.56,0.60,0.68,0.80,0.93,1.11,1.88,8.80,2.47
E2E Output Token Throughput (tokens/sec/user),34.94,3.53,89.01,15862.15,6.59,10.85,14.84,28.42,35.91,42.63,51.88,56.59,62.53,13.38
Effective Concurrency,4.60,0.00,8.00,,,,,,5.00,,7.00,7.00,8.00,1.68
Effective Decode Concurrency,4.38,0.00,8.00,,,,,,4.00,,7.00,7.00,8.00,1.65
Effective Decode Throughput (tokens/sec),178.69,0.00,73571.76,,,,,,179.08,,260.68,292.51,359.93,110.04
Effective Decode Throughput Per User (tokens/sec/user),43.52,0.00,36785.88,,,,,,40.76,,65.00,79.69,102.32,50.48
Effective Latency (CO-aware) (ms),18208.29,347.07,274172.92,8266563.99,477.80,582.29,690.10,2707.74,7350.04,20796.09,48280.34,66277.94,129631.72,28987.52
Effective Prefill Concurrency,0.21,0.00,4.00,,,,,,0.00,,1.00,1.00,3.00,0.55
Effective Prefill Throughput (tokens/sec),21430.79,0.00,427442.40,,,,,,0.00,,98702.22,183782.87,244151.19,58276.55
Effective Prefill Throughput Per User (tokens/sec/user),19245.38,0.00,297133.01,,,,,,0.00,,81954.96,178591.91,226980.15,53403.84
Effective Total Throughput (tokens/sec),21611.59,0.00,427442.40,,,,,,202.32,,98785.50,184007.76,244310.96,58266.72
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,714.92,2.00,10679.00,324574.00,5.00,6.00,10.00,97.25,246.00,842.50,1899.60,2770.65,5377.25,1162.87
HTTP Chunks Sent,1.00,1.00,1.00,454.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.24,0.00,3.36,108.71,0.00,0.00,0.00,0.00,0.31,0.36,0.55,0.66,0.78,0.27
HTTP Connection Overhead (ms),0.27,0.00,6.31,123.17,0.00,0.00,0.00,0.00,0.31,0.36,0.60,0.95,1.16,0.40
HTTP Connection Reused (ratio),0.44,0.00,1.00,199.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),178.02,1.12,2643.49,80819.42,1.85,2.10,3.09,24.82,61.80,209.84,472.58,685.19,1337.93,288.02
HTTP Data Sent (KB),329.86,1.72,759.20,149755.45,9.51,97.20,145.67,226.83,344.45,399.34,490.58,615.24,746.94,148.13
HTTP DNS Lookup (ms),0.03,0.00,2.95,14.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.41,0.16
HTTP Duration (excl. conn) (ms),18207.05,337.74,274172.20,8266000.39,476.74,577.75,689.21,2706.99,7349.25,20795.24,48279.42,66277.09,129630.81,28987.60
HTTP Receiving (ms),17361.42,2.27,269092.60,7882084.30,44.88,86.85,199.70,2319.27,6382.13,20006.54,44037.24,65679.69,128555.24,28662.64
HTTP Sending (ms),0.37,0.08,3.64,169.93,0.10,0.10,0.11,0.12,0.44,0.51,0.71,0.84,0.98,0.29
HTTP Total Time (ms),18207.32,338.86,274173.31,8266123.56,476.92,578.05,689.35,2707.08,7349.45,20795.59,48280.27,66277.41,129631.62,28987.66
HTTP Waiting (TTFB) (ms),845.26,78.78,12816.13,383746.16,150.53,278.99,340.50,436.30,519.08,712.76,1207.32,2557.45,6971.69,1251.89
Input Sequence Length (tokens),84866.89,433.00,195263.00,38529569.00,2385.45,25080.65,37539.40,58378.00,88741.50,102684.00,125865.40,158006.35,192223.55,38058.47
Inter Chunk Latency (ms),27.01,0.00,2414.47,7881123.96,10.20,14.39,15.32,18.63,23.98,26.84,31.38,51.36,54.67,41.77
